주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
충청남도 서산시 시장4길 39,C,0,원예농협 옆,오라클피부과의원,041-666-6600,,2100,1000,1900,1000,2100,1000,1900,1000,2100,1000,1600,1000,,,,,36.78101690330587,126.45912367676634
"충청남도 서산시 안견로 190, 서산공용버스터미널 3층 (동문동)",C,0,터미널옆 주유소 맞은편,표피부과의원,041-667-1526,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,36.78178274505015,126.4594991595401
"경기도 파주시 교하로 87, 삼성프라자 303,304호 (목동동)",C,0,,리멤버피부과의원,031-949-2662,,1930,1000,2030,1000,1930,1000,1930,1000,2030,1000,1500,0930,,,,,37.7276343472,126.7339274077
경기도 파주시 청석로 272,C,0,,에센스피부과의원,031-946-0700,,2000,0930,1900,0930,1900,0930,1900,0930,2000,0930,1630,0930,,,,,37.7261006734435,126.71774327895558
"경기도 파주시 와석순환로 133, 형성프라자 (동패동)",C,0,,웰스피부과의원,031-943-2374,,2030,1000,1930,1000,1930,1000,1930,1000,2030,1000,1500,1000,,,,,37.712133588,126.745133407
경기도 파주시 새꽃로 27,C,0,,조&킴피부과의원,031-946-7444,,1800,1000,1800,1000,,,1800,1000,1800,1000,1400,0930,,,,,37.75241871737868,126.76833277106482
"경기도 파주시 미래로 371, 301호 (동패동)",C,0,,수피부과의원,031-949-0505,,1930,1000,2030,1000,1930,1000,1930,1000,2030,1000,1430,0900,,,,,37.71108643161777,126.74586281336724
"인천광역시 계양구 계산새로 71, C동 3층 (계산동, 하이베라스)",C,0,하이베라스C동 3층,고운세상인천피부과의원,032-549-7005,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.53830838869828,126.73629280182689
"경기도 용인시 기흥구 죽전로 20, 3층 311호 (보정동, 죽전누리에뜰아파트)",C,0,,오라클피부과의원,031-898-3434,,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1400,0900,,,,,37.320035368,127.1103734732
경기도 용인시 기흥구 죽전로 46,C,0,,임마누엘피부과의원,031-889-7533,,1900,0930,1900,0930,1900,0930,1900,0930,2030,0930,1500,0930,,,,,37.320349797944615,127.11402467474576
"경기도 용인시 기흥구 구갈로 70, 404호 (구갈동, 메가타운)",C,0,,정앤남피부과의원,031-274-4548,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.28054813981394,127.11168315132628
경기도 용인시 기흥구 흥덕중앙로 59,C,0,흥덕노블레스 309호,제니스피부과의원,031-211-0064,,1900,0930,1900,0930,1900,0930,1900,0930,2030,0930,1400,0930,,,,,37.27654783808952,127.07392742819889
"인천광역시 계양구 경명대로 1043, 2층 (계산동)",C,0,계산삼거리,선피부과의원,032-546-9045,,1830,0940,1830,0940,1830,0940,1830,1130,1830,0940,1500,0930,,,,,37.543811697201775,126.72273698798823
경기도 용인시 기흥구 신갈로 52 (신갈동),C,0,,조이피부과의원,031-285-1510,,1800,0900,1800,0900,1800,0900,2000,1030,1800,1030,1500,0900,,,,,37.2712140612446,127.10589154390021
"경기도 용인시 기흥구 기흥역로 63, 3층 (구갈동, 힐스테이트 기흥)",C,0,,청담리즈피부과의원,031-287-1017,,1900,1000,2000,1000,1900,1000,1900,1000,2000,1000,1500,1000,,,,,37.27511613749268,127.11860642731179
"인천광역시 계양구 계산새로65번길 17, 301호 (계산동, 계양메디컬빌딩)",C,0,그랜드마트옆 계양메디컬 301호,차명수연세피부과의원,032-285-8275,,2000,0930,1830,0930,1830,0930,2000,0930,1830,0930,1500,0930,,,,,37.5398342768636,126.73531884606663
경기도 용인시 기흥구 죽전로 20,C,0,죽전누리에뜰 205호 일부,미가피부과의원,031-889-5891,,1830,0930,2030,0930,1830,0930,1830,0930,2030,0930,1500,0930,,,,,37.3203169888989,127.11057236761788
경기도 용인시 기흥구 동백죽전대로 444,C,0,,미모아피부과의원,031-679-0086,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.278230091610965,127.15157285797716
"경기도 용인시 기흥구 신갈로 52, 602호 (신갈동, 동인빌딩)",C,0,,삼성진피부과의원,031-281-0099,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.27129779033052,127.10596720138456
경기도 용인시 기흥구 동백중앙로 358-19,C,0,,연세해맑은피부과의원,031-693-7582,,1730,1000,1730,1000,,,1730,1000,1730,1000,1300,1000,,,,,37.28162737767605,127.16092072944868
부산광역시 수영구 수영로 669  (광안동),C,0,"2,3호선 수영역 10번출구",신세계피부과의원,051-753-9911,,1900,0930,1900,0930,1900,1400,1900,0930,1900,0930,1400,0930,,,,,35.1655707361978,129.11448188307443
경기도 이천시 이섭대천로 1233,C,0,,연세피부과의원,031-637-8275,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.2804722969586,127.44670825870747
"경기도 이천시 이섭대천로 1229, 302호(창전동,IS타워)",C,0,,윤담피부과의원,031-633-3801,,1800,0930,1800,0930,1800,0930,1800,1400,1800,0930,1300,0930,,,,,37.280060165886674,127.44658143073582
부산광역시 수영구 수영로 386-1 (남천동),C,0,2호선 남천역 3번출구,유니온피부과의원,051-621-2050,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400,1000,,,,,35.14092777777777,129.10708611111275
"경상남도 창녕군 창녕읍 군청길 18, 성동빌딩 801호",C,0,,김진권피부과의원,055-532-8820,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.5425330944,128.4920633378
"부산광역시 수영구 수영로 697, 홍인빌딩 6층 (수영동)",C,0,,케이피부과의원,051-755-5511,,1830,0900,2000,0900,1830,0900,1830,0900,2000,0900,1400,0900,,,,,35.16781623519364,129.11572964241296
경기도 이천시 이섭대천로 1203 4층 (중리동) (중리동),C,0,,닥터스피부과의원,031-8011-9774,,1800,0900,2000,0930,1800,0900,1800,0900,2000,0930,1400,0930,,,,,37.317744612,126.8377210218
"경기도 이천시 이섭대천로 1387-1, 2층 (증포동)",C,0,,리멤버피부과의원,031-994-4005,,1900,0930,2000,0930,1900,0930,1900,0930,2000,0930,1500,0930,,,,,37.29157005450415,127.45460239478331
부산광역시 수영구 수영로 699 ,C,0,"2,3호선 수영역 3번출구/디온플레이스 301호",백천피부과의원,051-758-1100,,1900,0930,1900,0930,1900,0930,1900,1400,1900,0930,1400,0930,,,,,35.167889827505014,129.115850071315
부산광역시 수영구 수영로 609-1 (광안동) ,C,0,2호선 광안역 2번출구,성모피부과의원,051-752-8575,,1830,0930,1830,0930,1830,0930,1830,1400,1830,0930,1300,0930,,,,,35.16023272195448,129.1134263093415
"경기도 시흥시 정왕대로 230, 205,206호 (정왕동, 제일프라자)",C,0,,안필수피부과의원,031-431-8274,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.3449654632,126.7385067456
"경기도 남양주시 와부읍 덕소로97번길 9, 2층 (일신프라자)",C,0,,서울림피부과의원,031-521-3636,,1900,1000,1900,1000,1900,1000,2000,1000,1900,1000,1600,1000,,,,,37.586127777777776,127.213280555555556
"경기도 시흥시 복지로 3, 401호 (신천동)",C,0,,박피부과의원,031-314-3579,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0900,,,,,37.44030761527281,126.78688263891236
"경기도 남양주시 경춘로 368 2층 201,202호(가운동, 브릭스타워)",C,0,,소담피부과의원,031-521-7533,,1400,0900,1900,0900,1900,0900,1400,0900,1900,0900,1400,0900,,,,,37.60460926717643,127.15563697497109
"인천광역시 서구 중봉대로 594, 401~405호 (청라동, 청라비전프라자)",C,0,,휴먼피부과의원 청라점,032-283-3335,,2030,1000,1900,1000,2030,1000,2030,1000,2030,1000,1600,1000,,,,,37.53256623844344,126.65027891288605
"경기도 남양주시 늘을2로 20, 401,402호 (호평동, CH리베로빌딩)",C,0,,연세마이피부과의원,031-559-8552,,1830,0930,1930,0930,1830,0930,1830,0930,1930,0930,1400,0930,,,,,37.65451731413057,127.24410895882438
경기도 남양주시 도농로 24,C,0,,우리피부과의원,031-562-0362,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1430,0930,,,,,37.608652481436906,127.15866690419315
"경상북도 김천시 자산로 187, 2,3층 (평화동)",C,0,,서규영피부과의원,054-437-9698,,1830,0930,2030,0930,1830,0930,1830,0930,2030,0930,1400,0930,,,,,36.1269807204,128.1177964903
"경기도 시흥시 배곧3로 96, 3층 309호, 309-1호~309-2호 (정왕동, M-플러스)",C,0,,다채움피부과의원,031-433-0235,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,0930,,,,,37.3697901616,126.7303238824
"경기도 시흥시 목감우회로 51, 동한메티컬프라자 403,404호 (목감동)",C,0,,목감맑은피부과의원,031-439-0209,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.3822565598,126.8619576501
"경기도 시흥시 비둘기공원7길 33, 디아망타운 304~306호 (대야동)",C,0,,미소가인피부과의원,031-315-5501,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.4431826515838,126.79282298943515
경기도 시흥시 수인로 3372 (신천동),C,0,,윤피부과의원,031-312-5566,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.44112834836313,126.78434909437173
서울특별시 영등포구 여의대방로65길 12 ,C,0,샛강역 근처/,화안피부과의원,02-784-5580,,1800,0930,1800,0930,,,1800,0930,1830,0930,1500,0930,,,,,37.51963809221408,126.93005612865977
"서울특별시 영등포구 당산로 222, 202-1호 (당산동5가, 당산디오빌)",C,0,,디오피부과의원,02-3667-3875,,2100,0940,2100,0940,2100,0940,1830,0930,2100,0940,1600,0940,,,,,37.53322794761507,126.9022054054827
"충청북도 청주시 흥덕구 2순환로 1254, 10.11.12층 (강서동)",C,0,하나병원옆,DS피부과의원,043-234-1675,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,36.6242525185,127.4309722226
"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 103호 (영등포동4가)",C,0,타임스퀘어 지하1층,봄여름가을겨울피부과의원,02-2638-2045,,2000,1030,2000,1030,2000,1030,2000,1400,2000,1030,1600,1030,,,,,37.5172337072,126.9037159932
"서울특별시 영등포구 국제금융로6길 26, 한국노총 4층 (여의도동)",C,0,,비에프작은별피부과의원,02-6277-2220,,2000,0900,1900,0900,1900,0900,1900,0900,2000,0900,1330,0900,,,,,37.52195361112158,126.92697248357662
"서울특별시 영등포구 선유로 70, 우리벤처타운2 2층 206호 (문래동3가)",C,0,,서원필피부과의원,02-853-9204,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.52016273974232,126.89014687957085
"서울특별시 영등포구 영중로 18, 4층 (영등포동3가, 금강제화빌딩)",C,0,영등포역 근처/,연세리앤피부과의원,02-2671-9300,,1920,1000,1920,1000,1920,1000,1920,1000,1920,1000,1600,1000,,,,,37.517985354188035,126.90621716923176
"서울특별시 영등포구 의사당대로 108, 3층 302호 (여의도동, 아일렉스)",C,0,영등포역 6번 출구 도보 3분,용피부과의원,02-786-3779,,1830,0930,1830,0930,1830,0930,2100,1430,1830,0930,1400,0930,,,,,37.52101468761369,126.9239915210551
서울특별시 영등포구 여의나루로 42 (여의도동) 여의도종합상가 5층,C,0,여의도역 5번 출구,이지함피부과의원,02-780-3733,,2000,1030,2000,1030,,,2000,1030,2100,1030,1500,1000,,,,,37.52146942047973,126.92497295865542
서울특별시 영등포구 영중로 68 (영등포동5가),C,0,영등포시장역 3번 출구,계피부과의원,02-2634-0109,,1800,0900,1800,0900,2100,0900,1800,0900,1800,0900,1600,0900,,,,,37.5223816732,126.9054967271
서울특별시 영등포구 영등포로 216 (영등포동3가),C,0,영등포시장교차로,제민피부과의원,02-2678-7454,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.51957042476767,126.90534643068747
서울특별시 영등포구 당산로 214,C,0,삼성래미안상가 209호,참조은피부과의원,02-3442-0600,,1900,1000,2100,1000,1900,1000,,,2100,1000,1600,1000,,,,,37.532799301830636,126.90364801404863
"서울특별시 영등포구 영중로2길 1, 4층 (영등포동3가)",C,0,,퀸즈피부과의원,02-2676-8875,,1930,1000,2030,1000,1930,1000,2030,1000,1930,1000,1530,1000,,,,,37.5168829966,126.9068112717
"서울특별시 영등포구 영중로 35, 3층 (영등포동4가, 삼경빌딩)",C,0,영등포시장역과 영등포역 7분거리 영등포시장사거리,클린업피부과의원,02-2634-7588,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1700,1000,,,,,37.51927457419201,126.90486472818442
"서울특별시 영등포구 국제금융로2길 7, 3층 (여의도동, 두레빌딩)",C,0,여의도역 4번 출구 두레빌딩,나의미래피부과의원,02-761-1010,,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,1600,1000,,,,,37.52464932737648,126.92683862891994
"서울특별시 영등포구 당산로 34, 3층 (문래동3가, 로데오왁)",C,0,,하얀나라린피부과의원,02-2672-4602,,1900,1000,1900,1000,2100,1000,,,1900,1000,1400,1000,,,,,37.5174618603,126.8964943795
"서울특별시 동작구 상도로 58, 2층 202,203호 (대방동, 올리브빌딩)",C,0,신대방삼거리역 3번출구 앞,연세큐원피부과의원,02-6264-0064,,2000,0930,1900,0930,1900,0930,2000,1400,1900,0930,1530,0930,,,,,37.4995653917,126.9268676327
서울특별시 동작구 시흥대로 664-1,C,0,,연세피부과의원,02-843-4414,,1830,0930,1830,0930,,,1830,0930,1830,0930,1400,1000,,,,,37.490838415068694,126.90851977336561
"서울특별시 동작구 사당로 300, 217~220호 (사당동, 이수자이)",C,0,이수역 9번 출구,오아로피부과의원,02-6951-0370,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1700,1000,,,,,37.4844387537,126.9809279999
"서울특별시 동작구 동작대로 127, 3층 (사당동)",C,0,이수역14번출구  남성시장,이나영피부과의원,02-593-8889,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.48797086573498,126.98194474532757
서울특별시 동작구 노량진로 162  (노량진동),C,0,동작경찰서인근/,곽피부과의원,02-826-1088,,1730,1030,1730,1030,1730,1030,1730,1030,1730,1030,,,,,,,37.5132850868858,126.94404878969007
"서울특별시 동작구 신대방1가길 38  (신대방동, 동작상떼빌아파트)",C,0,구로디지털단지역 6번출구 성원상떼빌 308호,이피부과의원,02-842-0439,,1730,0830,1730,0830,1730,0830,1730,1330,1730,0830,1330,0830,,,,,37.48815174140061,126.90639284977814
서울특별시 동작구 양녕로38길 2 (상도1동),C,0,상도역 4번출구에서 횡단보도 건너 위치. 2층 ,이화사랑피부과의원,02-824-7500,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1500,0900,,,,,37.50491168236277,126.95068519323232
서울특별시 동작구 동작대로 129 (사당동),C,0,"이수역 4,7호선 14번출구/",김윤섭피부과의원,02-591-7789,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.488291614852095,126.98188134782856
"서울특별시 동작구 상도로 65, 4층 (대방동)",C,0,,제이스타피부과의원,02-812-7535,,1900,0930,1900,0930,2100,1400,2100,0930,1900,0930,1400,0930,,,,,37.49997328840367,126.92791218238974
"서울특별시 동작구 동작대로 89, 503층 (사당동, 곧른시네마타워)",C,0,이수역/골든시네마타워 503호/,박성현피부과의원,02-534-9991,,1800,1000,1800,1000,1800,1000,,,1800,1000,1500,1000,,,,,37.4846154681034,126.98166514808764
"서울특별시 동작구 보라매로5가길 16, 512호 (신대방동, 아카데미타워)",C,0,롯데백화점 관악점 인근/,보람메트로피부과의원,02-6291-7575,,1830,0940,1830,0940,1830,0940,1830,0940,1830,0940,1300,0940,,,,,37.491297222222222,126.924002777777773
"서울특별시 동작구 서달로 163, 4층 (흑석동, 세명메디칼빌딩)",C,0,세명메디칼빌딩 4층,성모피부과의원,02-825-3600,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.507885706,126.9623824363
"서울특별시 강서구 강서로 242, 4층 406,407호 (화곡동, 강서힐스테이트)",C,0,,미엘피부과의원,02-2697-8900,,1900,0930,2030,0930,1900,0930,1900,0930,2030,0930,1600,0930,,,,,37.54738330398159,126.83676281196501
"서울특별시 강남구 언주로 869, 5층 502호 (신사동)",C,0,성수대교 남단 호산병원 옆의 SC제일은행 건물 5층입니다.,압구정허피부과의원,02-518-0382,,1900,1000,1900,1000,1900,1000,2000,1100,,,1600,1000,1900,1400,1900,1000,37.5281956204,127.0332880104
서울특별시 강남구 남부순환로 2909  (대치동),C,0,여천빌딩 701호,예미원피부과의원,02-555-7277,,1900,0930,1800,0930,1900,0930,1800,0930,2100,0930,1800,0930,,,,,37.49218221925881,127.0574118750373
"경기도 포천시 소흘읍 봉솔로5길 27, 4층 401호",C,0,,정담피부과의원,031-8080-3987,,1800,0930,1800,0930,1800,0930,1900,1400,1800,0930,1400,0930,,,,,37.827801857401276,127.14500190232573
"경상남도 밀양시 중앙로 381, 4,5층(내이동,보람빌딩)",C,0,농협,서울피부과의원,055-351-0094,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,35.49565183576023,128.7511382923323
서울특별시 강서구 방화동로 37,C,0,9호선 공항시장역 근처/,홍진호피부과의원,02-2663-1232,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1400,0930,,,,,37.564198732112594,126.81069970278241
"서울특별시 강서구 공항대로 261, 3층 301,307호 (마곡동, 발산파크프라자)",C,0,발산역 9번 출구,휴먼피부과의원,02-6348-5940,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.55925314476486,126.83635846155452
서울특별시 강서구 양천로 556,C,0,증미역 4번출구/,규피부과의원,02-2659-0293,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1400,0930,,,,,37.5577712421823,126.86088467512963
"서울특별시 강서구 공항대로 168, 5층 508,509,510호 (마곡동)",C,0,,더리턴피부과의원,02-2699-0075,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,0930,,,,,37.55927211017624,126.82613879590866
"서울특별시 강서구 화곡로 157, 301, 302호 (화곡동)",C,0,5호선 화곡역 7번출구,리뉴미피부과의원,02-2607-7574,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,0930,,,,,37.54157688287544,126.83910640871153
"서울특별시 강서구 강서로 385, 우성에스비타워 3층 302,303호 (마곡동)",C,0,,리멤버피부과의원(강서마곡점),02-2658-5901,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.5600930886,126.8383060298
"울산광역시 남구 삼산중로74번길 11, 2~3층 (삼산동)",C,0,현대백화점 인근 종로귀금속 맞은 편,서울에이치피부과의원,052-268-9928,,2000,1000,1900,1000,2000,1000,1900,1000,2000,1000,1700,1000,,,,,35.54051718135297,129.33670371369828
"울산광역시 남구 북부순환도로 24, 4층 (무거동)",C,0,신복로터리 하이마트 맞은편 건물4층,엄피부과의원,052-249-5255,,1830,0930,1830,0930,1830,1400,1830,0930,1830,0930,1300,0930,,,,,35.551526463095826,129.2664429754463
울산광역시 남구 대학로 138 2층,C,0,신한은행 2층,울산베스트피부과의원,052-225-1750,,1900,0930,2030,0930,1900,0930,1900,0930,2030,0930,1600,0930,,,,,35.54676953142099,129.26213378116046
"서울특별시 강서구 공항대로 426, 408호 (화곡동, VIP빌딩)",C,0,9호선 가양역 근처/,양피부과의원,02-2695-6368,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.554788888888886,126.854261111111114
경기도 용인시 처인구 금령로 116,C,0,,서울피부과의원,031-335-9881,,1830,0900,1830,0900,,,1830,0900,1830,0900,1300,0900,,,,,37.23520328832196,127.20921281531363
경기도 용인시 처인구 금령로 95 (김량장동),C,0,,오피부과의원,031-335-6974,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.23570943989033,127.20683326565465
"서울특별시 강서구 공항대로 525, 202~3호 (등촌동, 비원오피스텔)",C,0,9호건 등촌역 2번출구/,연세로마피부과의원,02-3664-1675,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.55137536996297,126.86493898939663
경기도 용인시 처인구 금령로 96,C,0,롯데시네마에서 도보 2분,용인청담피부과의원,031-321-0390,,1800,0900,2000,0900,1800,0900,1800,0900,2000,0900,1400,0900,,,,,37.235391296153196,127.20680622802952
"서울특별시 강서구 강서로 267, 5층 (내발산동)",C,0,송화프라자 5층/,연세필피부과의원,02-2601-4705,,1900,1000,1900,1000,,,1900,1000,1900,1000,1500,1000,,,,,37.54960142263883,126.83601676856122
"서울특별시 강서구 양천로57길 9-7, 2층 (가양동)",C,0,2층,예사랑피부과의원,02-3662-7975,,1900,0930,2000,0930,1900,0930,1900,0930,2000,0930,1600,0930,,,,,37.563427777777775,126.851369444444444
서울특별시 강서구 강서로 52,C,0,까치산역 1번출구 앞,예지미피부과의원,02-2601-9484,,1900,0930,2000,0930,1900,0930,1900,1400,1900,0930,1530,0930,,,,,37.5324897239833,126.84671301701415
"서울특별시 강서구 공항대로 247, 퀸즈파크나인 3층 314~316호 (마곡동)",C,0,,오라클피부과의원(마곡점),02-6739-6000,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.55931399088023,126.8352382965275
"서울특별시 강서구 화곡로 176-4, 7층 (화곡동)",C,0,"화곡역 3번출구 앞, 화곡메디컬프라자 7층",오라클피부과의원(화곡점),02-2605-1175,,1930,1000,1930,1000,1930,1000,2000,1400,1930,1000,1600,1000,,,,,37.54167510404179,126.84111580528848
"울산광역시 남구 삼산로 269, 5층 (삼산동, 탑텐클리닉)",C,0,현대백화점주변 탑약국 5층,나사렛피부과의원,052-256-0211,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,35.53947517358971,129.3365367904272
"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 4층 404~407호 (마곡동)",C,0,,웰스피부과의원,02-3664-2370,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,0930,,,,,37.5680583529,126.8259599068
"서울특별시 강서구 강서로 360, 501호 (내발산동)",C,0,,유피부과의원,02-3665-7525,,1730,1000,1730,1000,1730,1400,1730,1000,1730,1000,1300,1000,,,,,37.5576929534,126.8383927034
서울특별시 강서구 화곡로 164 (화곡동),C,0,화곡역 6번출구 앞. ,이고은피부과의원,02-2606-0075,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1600,0930,,,,,37.541263888888892,126.839788888888890
서울특별시 강서구 강서로 43-17,C,0,까치산역 3번출구에서 직진으로 50m 버커킹건물 3층 ,이승한피부과의원,02-2690-8869,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.5311201588745,126.8466705932388
"서울특별시 강서구 금낭화로 91-2, 303,304호 (방화동, 대승프라자)",C,0,방화구사거리 국민은행 맞은편 3층,전수일피부과의원,02-2664-2122,,1800,0900,1800,0900,1800,0900,,,1800,0900,1300,0900,,,,,37.57365047635715,126.81108137088529
"울산광역시 남구 삼산로 270, 삼산동 Kim's빌딩 5층 (삼산동)",C,0,,밀크피부과의원,052-258-9997,,2100,1000,1900,1000,1900,1000,1900,1000,2100,1000,1500,0900,,,,,35.5388666025,129.3366955015
서울특별시 강서구 등촌로 23 (화곡동),C,0,,진홍상피부과의원,02-2651-0550,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.531986111111109,126.863452777777781
"경기도 고양시 일산동구 중앙로 1124, 상가동 2층 207~209호 (백석동, 흰돌마을1단지아파트)",C,0,,김영숙피부과의원,031-901-3133,,2000,0930,1830,0930,1830,0930,2000,0930,2000,0930,1600,0930,,,,,37.64784319935701,126.78223037011819
"경기도 고양시 일산동구 중앙로 1190, 301~304호 (마두동, 서울타워)",C,0,,미소가인피부과의원,031-901-7603,,1830,1000,2100,1000,1830,1000,2100,1000,1830,1000,1500,1000,,,,,37.65305925654629,126.77762744216181
"경기도 고양시 일산동구 경의로 315 (마두동, 설촌상가304호)",C,0,,벨피부과의원,031-902-4320,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1330,0900,,,,,37.658046490635435,126.79314764709242
"울산광역시 남구 삼산로 272, 1201호 (삼산동)",C,0,롯데호텔맞은편 스타벅스 옆건물12층,정피부과의원,052-707-1234,,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,,,,,,,35.538909996547595,129.3368731621219
