주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
인천광역시 중구 우현로 37-1 (신포동),N,0,답동사거리 현대자동차 영업소 맞은편 2층.,허형범치과의원,032-765-2828,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1330,1000,,,,,37.470764784999446,126.62769080034715
인천광역시 중구 큰우물로 1 (경동),N,0,"인천기독병원 주변, 경동 산부인과 맞은편 건물 1층.",황규동치과의원,032-762-2828,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,,,37.47203745869057,126.63156988802609
"경기도 의정부시 호국로 1188, 3층 (가능동)",N,0,,고려치과의원,031-873-0117,,1800,1030,1800,1030,1800,1030,1800,1030,1800,1030,,,,,,,37.742980555555555,127.035650000000004
"대구광역시 달성군 다사읍 달구벌대로 871, 5층",N,0,,으뜸치과의원,053-559-1119,,1830,0930,2030,0930,1830,0930,1830,0930,2030,0930,1400,0930,,,,,35.8585436271778,128.46490858189847
제주특별자치도 제주시 연북로 111 (연동),N,0,,한국건강관리협회건강증진치과의원,064-740-0342,,1630,0730,1630,0730,1630,0730,1630,0730,1630,0730,1230,0730,,,,,33.487108827001876,126.49852086209435
대전광역시 중구 계백로 1613 (유천동),N,0,현대아파트 맞은편 대원빌딩 3층,즐거운치과의원,042-531-2275,,1830,0900,1830,0900,1830,0900,2000,1400,1830,0900,1330,0900,,,,,36.31912099673895,127.39916992151399
대전광역시 중구 동서대로 1319-1 (용두동),N,0,오룡역 6번출구,성치과의원,042-221-5420,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,0930,,,,,36.329236111111108,127.405847222222221
"경상남도 창원시 성산구 대정로 31-4 (가음동, 가고파상가)",N,0,경남은행 부근,이치과의원,055-285-0889,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1230,0930,,,,,35.20744555786246,128.6981367683939
"경상남도 창원시 의창구 도계로 61 (도계동, 의창새마을금고)",N,0,새마을금고 부근,이튼튼치과의원,055-277-2875,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.259170293749186,128.63811157264658
경상남도 창원시 의창구 도계로 58 (도계동),N,0,던킨도너츠 건물 2층,이편한치과의원,055-277-2479,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,,,,,,,35.25926919515581,128.63746309816602
"경상남도 창원시 의창구 평산로 96, 웰빙프라자 2층 209호 (팔용동)",N,0,,이플치과의원,055-246-2878,,1900,1000,1900,1000,2100,1000,1900,1400,1900,1000,1230,0930,,,,,35.2516354816,128.619682666
"경상남도 창원시 의창구 평산로207번길 4, 4층 405,406호 (서상동)",N,0,,정치과의원,055-295-2804,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400,1000,,,,,35.2601678395,128.6258957125
"경상남도 창원시 성산구 동산로 156, 3층 305호 (사파동, 삼익종합상가)",N,0,사파성당 부근,정치원치과의원,055-281-6639,,1830,0930,1830,0930,1830,0930,1830,1430,1830,0930,1300,0930,,,,,35.22164976298209,128.69343349548907
"경상남도 창원시 의창구 반계로 98, 3층 302,303,304호 (팔용동, 벽산블루밍아파트 상가)",N,0,벽산블루밍 부근,조은치과의원,055-252-2833,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.25469650754271,128.61731255961521
경상남도 창원시 성산구 반송로 150 (반림동),N,0,"교통문화연수원 맞은편, 우리은행 창원반송지점 건물",좋은하루치과의원,055-275-2833,,1900,1000,1900,1000,1900,1000,2100,1400,1900,1000,1300,1000,,,,,35.23602218120483,128.67181561194477
"경상남도 창원시 의창구 동읍 용잠로 17-1, 더힐빌딩 2층",N,0,,주남치과의원,055-294-7528,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1230,0930,,,,,35.27908903123261,128.6862453991407
경상남도 창원시 성산구 가양로124번길 17-13 즐거운치과의원 (대방동),N,0,임마누엘교회 근처,즐거운치과의원,055-275-2884,,1900,1000,1900,1000,2100,1400,1900,1000,1900,1000,1300,1000,,,,,35.208117502149456,128.70795831539675
"경상남도 창원시 의창구 창이대로 201 (봉곡동, 수득빌딩)",N,0,지귀상가 부근,참조은치과의원,055-238-7528,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1330,0900,,,,,35.2450043713,128.6594462695
"경상남도 창원시 의창구 팔용로 442 (팔용동, KB빌딩)",N,0,팔용동주민센터 부근,참진치과의원,055-294-2817,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,35.25571876744869,128.61382647506852
"경상남도 창원시 성산구 삼정자로43번길 2, 502호(성주동,성산빌딩)",N,0,삼정자초등학교 인근,창원유앤미치과의원,055-275-7533,,1900,0930,1900,0930,1900,0930,1900,1400,1900,0930,1400,0930,,,,,35.1982841137,128.7110420331
경상남도 창원시 성산구 동산로 124,N,0,대동백화점 옆 성원주상가,창원쥬니어치과의원,055-287-7528,,1830,1000,1830,1000,1830,1000,1830,1400,1830,1000,1400,1000,,,,,35.219370742247435,128.691593449779
"경상남도 창원시 의창구 창원천로 34, 상가동 2층 217,218,219,220호 (대원동, 대원 꿈에그린)",N,0,두대우체국 부근,창원치과의원,055-273-7870,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.235022222222220,128.650700000000000
"경상남도 창원시 의창구 원이대로189번길 34 (명서동, 남천상가)",N,0,명서시장 내 새마을금고2층,청담치과의원,055-237-7528,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1230,0930,,,,,35.248975000000002,128.645849999999996
경상남도 창원시 의창구 명지로 82-4,N,0,명서시장 내,청아치과의원,055-238-0416,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.24920998037669,128.64673012937544
"경상남도 창원시 성산구 용지로 94, 309호(중앙동,올림피아상가)",N,0,이마트 부근,최영철치과의원,055-279-0822,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1230,0930,,,,,35.223858333333332,128.677813888888892
"경상남도 창원시 의창구 북면 감계로110번길 54-39 (화진빌딩 302,303,304호)",N,0,,최우수치과의원,055-252-2879,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.30155583579292,128.59555945631257
"경상남도 창원시 성산구 대정로 33 (가음동, 황금상가)",N,0,가음정시장 입구,최웅재치과의원,055-285-0777,,1830,0930,1830,0930,1830,0930,1830,1400,1830,0930,1300,0930,,,,,35.207488888888889,128.698227777777788
"경상남도 창원시 의창구 읍성로33번길 2, 2층 (북동, 장소아과의원)",N,0,동창원농협 부근,최치과의원,055-256-2875,,1830,0940,1830,0940,1830,0940,1830,1400,1830,0940,1300,0940,,,,,35.265127777777778,128.621708333333345
"경상남도 창원시 성산구 안민로117번길 16-1, 2층 (안민동)",N,0,,클린치과의원,055-289-8822,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,0900,,,,,35.1872484654,128.6900758206
경상남도 창원시 성산구 상남로 122 (상남동),N,0,롯데영프라자 맞은편,키즈라이크치과의원,055-264-2879,,1830,0930,1830,0930,1830,0930,1300,0930,1830,0930,1300,0900,,,,,35.2237157541774,128.68332840405017
"경상남도 창원시 성산구 상남로 122, 롯데메디컬 4층 (상남동)",N,0,,탄탄플란트치과의원,055-264-1212,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.2237157542,128.6833284041
"경상남도 창원시 성산구 용지로133번길 5, 5층 (중앙동, 키다리빌딩 5층)",N,0,,특편한치과의원,055-287-9075,,1900,1000,2000,1000,1400,1000,1900,1000,2000,1000,1300,0900,,,,,35.2274563575,128.6792672049
"경상남도 창원시 성산구 동산로 124, 501호 (상남동, 성원주상가)",N,0,대동백화점 맞은편,파티마치과의원,055-275-4882,,1830,0930,2000,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.21937199306102,128.69159387520716
경상남도 창원시 의창구 소계로84번길 2,N,0,구암중학교 부근,평온치과의원,055-292-2875,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,35.25672354874294,128.59958863023476
"경상남도 창원시 성산구 원이대로 648 (상남동, 상남오피스텔)",N,0,하나은행옆,하나치과의원,055-261-2833,,1800,0930,1800,0930,1300,0930,1800,0930,1800,0930,1300,0930,,,,,35.224769444444448,128.684161111111109
경상남도 창원시 의창구 사림로 47 사림프라자 (사림동),N,0,봉림고등학교 앞,하늘치과의원,055-286-7528,,1830,0930,1930,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,35.24746209341396,128.67794746741478
경상남도 창원시 성산구 동산로 108,N,0,대동백화점 부근,하얀치과의원,055-263-3668,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1200,0930,,,,,35.21854112097674,128.69059665941853
경상남도 창원시 성산구 동산로 162  (사파동),N,0,사파성당 부근,하이치과의원,055-263-0053,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,35.2219582048502,128.69371618705736
경상남도 창원시 성산구 단정로 32 (상남동),N,0,경남은행(상남지점) 5층,하희치과의원,055-261-8875,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,35.21957511245975,128.68365105591215
"경상남도 창원시 성산구 신촌로 78  (신촌동, 디에스아이존빌아파트)",N,0,웅남동 주민센터 부근,한결치과의원,055-266-7528,,1900,0930,1900,0930,1900,0930,2000,1400,1900,0930,1300,0930,,,,,35.202738594316415,128.6281233031071
"경상남도 창원시 의창구 원이대로 269, (봉곡동)",N,0,국민은행 부근,한마음치과의원,055-288-2847,,1830,0930,1830,0930,1830,0930,2000,1400,1830,0930,1300,0930,,,,,35.2432384737918,128.6497870963102
경상남도 창원시 성산구 대정로 73,N,0,개나리 2차아파트 맞은편,한맷돌치과의원,055-263-2875,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,,,,,,,35.21079311352376,128.70098216883287
경상남도 창원시 성산구 안민로117번길 9  (안민동),N,0,안민농협 근처,한사랑치과의원,055-261-8160,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,,,,,,,35.18674399519604,128.68946403083862
"경상남도 창원시 성산구 용지로133번길 3, 한서빌딩 9층 901호 (중앙동)",N,0,19.6.27. 한서빌딩으로 이전 함,한서치과의원,055-262-2004,,1800,0915,1900,1000,1800,0915,,,1800,0915,1300,0915,,,,,35.2283759608,128.6779417971
경상남도 창원시 의창구 우곡로217번길 36,N,0,시티세븐 부근,한솔세븐치과의원,055-238-7784,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,35.24180539413792,128.65045170003924
경상남도 창원시 성산구 원이대로 716 대동메디칼 (상남동),N,0,대동백화점 옆,함께하는치과의원,055-266-0028,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,0930,,,,,35.221009510478865,128.6901470220611
경상남도 창원시 의창구 팔용로 428,N,0,팔용동사무소 대각선 베스킨라빈스 4층,함성원치과의원,055-294-2875,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300,1000,,,,,35.254698086972425,128.61286946723527
"경상남도 창원시 의창구 원이대로 283, 208호(봉곡동,청마빌딩)",N,0,명곡사거리 부근,행복치과의원,055-288-3791,,1830,0930,1830,0930,1830,0930,2100,1400,1830,0930,1300,0930,,,,,35.242688888888885,128.650927777777781
"경상남도 창원시 성산구 대암로 247, A동 302호 (성주동, 더스퀘어)",N,0,,행복한수치과의원,055-275-2882,,2100,0930,1830,0930,1830,0930,2100,0930,1830,0930,1400,0930,,,,,35.20401505611099,128.7117988964594
경상남도 창원시 의창구 외동반림로 206,N,0,경남은행365 옆,허영준치과의원,055-266-8275,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,35.23614514976586,128.67726197135164
"인천광역시 중구 인항로 42, 3층 (신흥동3가)",N,0,경인고속도로 종점 인하대병원 건너편 맥도널드 옆(신영빌딩3층),Q-프라임치과의원,032-883-2080,,1900,1000,2000,1000,1900,1000,2000,1000,1900,1000,1400,1000,,,,,37.45695740964044,126.63479499313014
"인천광역시 중구 제물량로 65, 3층 (신흥동3가)",N,0,신흥로터리 주변 3층,건치과의원,032-887-7582,,1700,1100,1700,1100,1700,1400,1700,1100,1700,1100,1300,1100,,,,,37.465971500772035,126.63493203059001
인천광역시 중구 참외전로 117-9 ,N,0,"동인천역 인근, 축현치안센터 옆 석봉토스트 건물 2층.",굿모닝치과,032-761-6048,,2000,1000,1900,1000,1900,1000,2000,1000,1900,1000,1400,1000,,,,,37.475979167310626,126.63122042445094
인천광역시 중구 연안부두로53번길 35,N,0,"연안동주민센터 옆건물, 라이프비취아파트 맞은편.",김경란치과의원,032-887-4888,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,37.45274031862799,126.60432914307292
"인천광역시 중구 운중로 19, 2층 (운남동)",N,0,중구농협 맞은편 건물 2층.,김영열치과의원,032-746-2875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.49368790844057,126.53576229342107
인천광역시 중구 우현로 59 (내동),N,0,"신포문화의 거리, 경동만두 건너편.",김용운치과의원,032-761-2230,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1230,1000,,,,,37.47254781739701,126.62881808499048
인천광역시 중구 흰바위로 41  (운서동),N,0,영종주공아파트 10단지 맞은편. 에어포트원3층,노블치과의원,032-746-2275,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.49269252982775,126.48962522323578
"인천광역시 중구 인항로 34, 현대상가 304,405호 (신흥동3가)",N,0,현대 아이파크 앞 현대상가 405호,더웰치과의원,032-886-2875,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,0900,,,,,37.45717504804189,126.63408416130848
"인천광역시 중구 우현로 93-1, 5~6층 (인현동)",N,0,,동인천타임치과의원,032-777-7579,,2030,1000,1830,1000,2030,1000,1830,1000,2030,1000,1500,1000,,,,,37.475134427403,126.63077236910091
인천광역시 중구 축항대로86번길 38 ,N,0,라이프 비취 1차아파트 맞은편 라이프쇼핑센터 건물 3층.,민영규치과,032-884-3483,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.45357725478972,126.60468507479061
"인천광역시 중구 참외전로 134, 2층 (인현동)",N,0,동인천역 건너편. 국민은행 맞은편.,박선희치과의원,032-762-6980,,1830,0940,1830,0940,1830,0940,,,1830,0940,1300,0940,,,,,37.47504501404142,126.63081869037552
"인천광역시 중구 신도시남로141번길 5-8, 3층 (운서동, 천지인프라자)",N,0,3층,보스톤미치과의원,032-751-7528,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.49342354400701,126.48948906439196
"인천광역시 중구 우현로 34, 4층 (답동)",N,0,덕원빌딩4층 일부,본플란트치과의원,032-772-7528,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.47035118430162,126.62807456729739
"인천광역시 중구 우현로 75, 3층 (인현동)",N,0,"우리은행 맞은편, 피자헛 건물 3층.",상아플러스치과의원,032-772-2877,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.47389242938595,126.62977914047533
"인천광역시 중구 하늘별빛로 59, 4층 (중산동)",N,0,,서울THE좋은치과의원,032-746-9225,,1830,1000,2030,1000,1830,1000,2030,1000,1830,1000,1400,1000,,,,,37.48883021350439,126.56427740182421
인천광역시 중구 운남로 168 (운남동),N,0,,서울하늘치과의원,032-764-2804,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.49251467675815,126.53344014115222
"인천광역시 중구 하늘별빛로65번길 7-9, 403호 (중산동)",N,0,,영종국제치과의원,032-225-2879,,2030,0930,1830,0930,1830,0930,2030,0930,1830,0930,1330,0930,,,,,37.48847125467195,126.56466845236999
"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 301~2호 (중산동)",N,0,,영종시카고치과교정과치과의원,032-215-7528,,2100,1300,2100,1300,2100,1300,2100,1300,2100,1300,2100,1300,,,,,37.489457684391446,126.56242840793723
"인천광역시 중구 하늘별빛로65번길 7-3, 2층 (중산동)",N,0,,영종연세치과의원,032-752-2804,,1900,1000,2000,1000,1900,1000,2000,1000,1900,1000,1400,1000,,,,,37.48901638285904,126.56394162673456
인천광역시 중구 우현로 61,N,0,"신포문화의거리 주변, 김피부비뇨기과 건물.",오영천치과의원,032-772-5724,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1200,0930,,,,,37.472649674787014,126.62894489820022
전라북도 순창군 순창읍 옥천로 39,N,0,축협 옆건물에 위치,권치과의원,063-652-7728,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.37621899116217,127.14054610750376
"전라북도 순창군 순창읍 옥천로 41, 순정축협",N,0,우체국 맞은 편 2층,명작치과의원,063-653-2875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.376752777777774,127.140583333333339
전라북도 순창군 순창읍 장류로 372,N,0,,백세플란트치과의원,063-653-2275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.3760974154,127.1427644849
전라북도 순창군 순창읍 옥천로 49,N,0,터미널 근처,송치과의원,063-653-2043,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1200,0830,,,,,35.377099999999999,127.140758333333338
전라북도 순창군 순창읍 장류로 364-1,N,0,썬마트 맞은편 2층,순창치과의원,063-653-7528,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.376213670515654,127.14216699765547
"전라북도 순창군 순창읍 장류로 380,",N,0,순창교육청 맞은편,제일치과의원,063-652-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.37603502443077,127.14369318796035
"경상남도 창원시 성산구 외동반림로 217 (반림동, 현대아파트)",N,0,현대산업개발 상가,현대치과의원,055-263-2575,,1830,0930,1830,0930,1300,0930,2100,0930,1830,0930,1230,0930,,,,,35.23707475983076,128.67746959526227
경상남도 창원시 성산구 가음로15번길 38,N,0,가음정동 주민센터 대각선 맞은편,현부부치과의원,055-285-2875,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,35.21260831027808,128.70161298627715
"경상남도 창원시 성산구 단정로 7, 밀레니엄타워 3층 (상남동)",N,0,,화이트이(e)치과의원,1544-2944,,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1600,1000,,,,,35.2210132899,128.6816867349
"경상남도 창원시 의창구 팔용로 429 (팔용동, 팔용프라자)",N,0,팔용동주민센터 부근,화이트치과의원,055-297-7528,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.2549992848646,128.61244913392724
"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",N,0,동사무소 옆,황상윤치과의원,055-263-8131,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.21304395008104,128.7009591499593
경상남도 창원시 의창구 북면 동곡로 17 (신천주빌딩301호),N,0,,휴플러스치과의원,055-299-7528,,1900,0930,1900,0930,2030,0930,1900,0930,1900,0930,1300,0930,,,,,35.31794528849533,128.5852948259689
서울특별시 강남구 역삼로 124,N,0,,양치과의원,02-508-0086,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.493710682455955,127.03333305413807
경상남도 창원시 의창구 원이대로 595,M,0,창원시청 옆,고운치과병원,055-285-0987,,1900,0930,2000,0930,1900,0930,2000,0930,1900,0930,1630,0930,,,,,35.22800242489739,128.68033674184096
"경상남도 창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩5층)",M,0,코아상가 부근,램브란트치과병원,055-262-2875,,1900,1000,2030,1000,1900,1000,1900,1000,1900,1000,1300,0930,,,,,35.220792787217846,128.679551252499
경상남도 창원시 성산구 중앙대로 99,M,0,STX건물 부근,화인치과병원,055-285-0100,,2100,0930,2100,0930,1830,0930,2100,0930,2100,0930,1600,0930,,,1600,0930,35.22392231281781,128.6795146490654
경상남도 창원시 성산구 완암로 50 넥스동 209호 (성산동),N,0,SK테크노파크,SK금강치과의원,055-288-2875,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.20565402103743,128.6637531656158
경상남도 창원시 성산구 원이대로 654  (상남동),N,0,은아아파트 맞은편 버스정류장 앞,SM차치과의원,055-261-2875,,1830,0930,1800,0930,1830,0930,1800,0930,1830,0930,1300,0930,,,,,35.22438444941271,128.6849144919675
경상남도 창원시 의창구 상남로192번길 41-3,N,0,신원동 농협부근,e-사랑치과의원,055-274-0428,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,35.227300360784604,128.6914108381427
경상남도 창원시 성산구 용지로133번길 3 키다리빌딩 (중앙동),N,0,"이마트 옆, 정우상가 맞은편",e가지런한치과,055-274-2885,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.22731759557329,128.6792902172158
경상남도 창원시 의창구 북면 감계로 304,N,0,,감계뉴욕치과의원,055-292-5111,,1900,0930,2100,0930,1900,0930,2100,0930,1900,0930,1400,0930,,,,,35.30198006301669,128.59400671754426
경상남도 창원시 성산구 신촌로 17  (신촌동),N,0,축산홈마트 옆,강도욱치과의원,055-286-2875,,1830,1000,1830,1000,1830,1000,1900,1430,1830,1000,1300,1000,,,,,35.20788963991929,128.62653942518227
경상남도 창원시 의창구 읍성로 78,N,0,롯데리아부근,건미치과의원,055-295-0620,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,35.26486024279375,128.6263445635581
경상남도 창원시 의창구 의안로2번길 37,N,0,39사단 부근,경남치과의원,055-297-2875,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1230,1000,,,,,35.26164303426944,128.62780983885628
경상남도 창원시 성산구 상남로 118 CNN타워 403호 (상남동),N,0,하이마트 맞은편,굿모닝e치과의원,055-275-2879,,1830,0930,1830,0930,2030,0930,1830,0930,1830,0930,1400,0930,,,,,35.22341861340333,128.68308021504237
경상남도 창원시 의창구 도계로 135,N,0,,굿위브치과의원,055-276-2875,,1900,1000,1900,1000,1900,1000,2030,1000,1900,1000,1400,1000,,,,,35.253414277751084,128.64293897750056
"경상남도 창원시 의창구 원이대로 320 (대원동, 더시티세븐 T-701호)",N,0,시티세븐부근,굿플란트치과의원,055-265-2875,,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1600,1000,,,,,35.24024122115269,128.65280595894657
경상남도 창원시 의창구 의안로 41,N,0,새마을금고 부근,그린치과의원,055-294-2879,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.265207693335014,128.62382417995343
경상남도 창원시 의창구 봉곡로123번길 7  (봉곡동),N,0,공영주차장 부근,김석훈치과의원,055-237-0028,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,35.24615205453317,128.67127635110307
"경상남도 창원시 성산구 가양로124번길 23, 202호(대방동,신대방빌딩)",N,0,대동디지털황토아파트 부근,김종길치과의원,055-255-2537,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,35.2072687814,128.7076289624
경상남도 창원시 성산구 동산로 124  (상남동),N,0,대동백화점 부근,김종하치과의원,055-275-7555,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,35.219370742247435,128.691593449779
"경상남도 창원시 성산구 원이대로 646, 901호(상남동,에이스빌딩)",N,0,한국은행 사거리 쪽,나란e치과의원,055-264-7279,,1830,1400,1830,1000,1830,1000,1830,1000,1830,1000,1600,0930,,,,,35.2247711695252,128.6841629511037
"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",N,0,대동백화점 부근,나치과의원,055-263-7376,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.21934066053745,128.68754704154796
경상남도 창원시 의창구 의창대로62번길 2,N,0,창원역 부근,남치과의원,055-255-1077,,1800,1000,1800,1000,1800,1000,1800,1400,1800,1000,1200,1000,,,,,35.2565382646673,128.60731999715279
"경상남도 창원시 성산구 창원대로 726, 16,17,32호 (내동, 내동상가아파트)",N,0,창원병원 근처 내동상가,내동치과의원,055-283-0660,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.217152701985725,128.6703658345547
경상남도 창원시 성산구 원이대로473번길 9  (반림동),N,0,"트리비앙아파트 건너편 노블상가, 반송제일교회 옆",노블치과의원,055-266-2870,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1230,1000,,,,,35.234836314992506,128.66945386520743
경상남도 창원시 성산구 원이대로 678  (상남동),N,0,시민생활체육관 옆,늘푸른치과의원,055-266-2000,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1030,,,,,35.223025969005434,128.68720594442425
