주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"경상남도 창원시 의창구 용지로169번길 11-14, 4층 404,405,406,407호 (용호동)",C,0,,미가성형외과의원,055-285-3300,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.230084873,128.6805251795
경상남도 창원시 성산구 중앙대로 114  (상남동),C,0,하나은행 5층,미성형외과의원,055-246-0333,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1530,1000,,,,,35.224084725606,128.68105996430705
서울특별시 강남구 강남대로132길 4-6,C,0,논현역 7번출구 ,조수영성형외과의원,02-512-1864,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.51185936023192,127.02164553325149
충청남도 서산시 안견로 194,C,0,터미널 타워6층,에뉴한서성형외과의원,041-666-0800,,1800,0930,1800,0930,1300,0930,1800,0930,1800,0930,1300,0930,,,,,36.781204202953745,126.45909547169047
"경기도 동두천시 지행로 59, 5층 501호 (지행동, M클리닉센터)",C,0,,제니성형외과의원,031-859-4000,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1500,1000,,,,,37.8926896329,127.0537833558
"서울특별시 강남구 논현로 530 (역삼동, 지하1층~5층)",C,0,,제이준성형외과의원,02-563-0530,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.503824519773026,127.03586480942098
"서울특별시 강남구 도산대로 121, B3~B2,9~11층 (신사동)",C,0,,그랜드성형외과의원,1588-5153,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,,,37.51740790565695,127.02172729930953
"서울특별시 강남구 압구정로30길 51, 5층 (신사동, I.S.A 빌딩)",C,0,압구정역 3번출구 ,세인성형외과의원,02-542-4009,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,37.523923928466935,127.02938198586409
서울특별시 강남구 압구정로 152 7층 705호 (신사동),C,0,압구정역 5번 출구 극동스포츠 B동,홍승업성형외과의원,02-730-7320,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.52556651362698,127.02604663740514
"서울특별시 강남구 압구정로 166, 1,2,3,4층 (신사동)",C,0,압구정역 5번 출구,알루라성형외과의원,02-541-5900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.5265788301,127.0278434895
"경기도 파주시 미래로 371, 씨티타워 401호 (동패동)",C,0,,파주미래성형외과의원,031-957-7474,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.71108643161779,126.74586281336724
"경기도 용인시 기흥구 중부대로 343-1 (신갈동, 동원빌딩)",C,0,동원빌딩 4층,필성형외과의원,031-282-0770,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.27173470537796,127.10505681590746
"서울특별시 강남구 논현로175길 6, 로얄빌딩 2층 (신사동)",C,0,,케이김종규성형외과의원,02-515-8887,,1900,0930,1900,0930,1900,0930,1900,0930,2100,0930,1600,0930,,,,,37.526366174360646,127.02792486360674
"경기도 용인시 기흥구 죽전로 2, 304,305호 (보정동, 현타워)",C,0,,SB성형외과의원,031-889-9513,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.320213915097945,127.10899275626555
인천광역시 계양구 오조산공원로 22 (용종동),C,0,계양구홈플러스 옆건물,허승호성형외과의원,032-555-5518,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.53963906490005,126.7372672104384
"경기도 용인시 기흥구 이현로29번길 18-6 (보정동, 에이원성형외과)",C,0,,에이원성형외과의원,031-272-8101,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,,,,,37.30710066988031,127.09819500231984
부산광역시 수영구 수영로 384 (남천동),C,0,2호선 남천역 3번출구,유성종성형외과의원,051-622-5577,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.140791666666665,129.10685833333494
"서울특별시 강남구 논현로 837, 원방빌딩, 2층일부 (신사동)",C,0,,연세퍼스트성형외과의원,02-516-0013,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.52324310682081,127.0279427981705
부산광역시 수영구 연수로 423 (수영동),C,0," 2,3호선 수영역 2번출구/ 부산은행 맞은편 3층",강순옥성형외과의원,051-759-6572,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.16784166666667,129.11505000000164
"부산광역시 중구 광복로 73 (광복동2가, 비비안광복점)",C,0,"버스정류장: 롯데백화점 광복점 신관9층/1호선 남포역 7,3번출구",쉬즈성형외과의원,051-710-0788,,2000,1030,2000,1030,2000,1030,2000,1030,2000,1030,1800,1030,,,,,35.098835176384085,129.0329441846255
"경기도 이천시 이섭대천로 1242, 4층 (창전동)",C,0,,청담모델성형외과의원,031-638-3690,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.281221936315156,127.44721071311711
"경기도 이천시 이섭대천로 1233, 4층 (창전동)",C,0,,가나정성한성형외과의원,031-637-4507,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.28036285496317,127.44659675023911
"경기도 시흥시 경기과기대로 219, 9층 901~904(일부), 920호 (정왕동)",C,0,,조은손성형외과의원,031-499-8119,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1400,0900,,,,,37.33454287813381,126.73256945733667
경상북도 김천시 자산로 200  (성내동),C,0,,김천미성형외과의원,054-430-8263,,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1300,0930,,,,,36.12812162929592,128.11842438438532
"경기도 남양주시 늘을2로14번길 5, 503, 504호 (호평동, 샤르망메디칼프라자)",C,0,,유앤성형외과의원,031-595-0400,,1800,1000,2100,1000,1800,1000,1800,1000,1800,1000,,,,,,,37.65411789140968,127.24456542964205
경기도 시흥시 중심상가2길 12-2,C,0,이마트 후문 앞 피자헛 건물 5층,김준범성형외과의원,031-488-9100,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500,1000,,,,,37.34557667348941,126.73651620015613
서울특별시 강남구 압구정로30길 12,C,0,압구정역 근처/,김인중성형외과의원,02-3445-5599,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.52670266676974,127.02908435874811
"서울특별시 강남구 논현로 843, 2,6층 (신사동, EGI빌딩)",C,0,압구정역 4번출구에서 직진,아이웰성형외과의원,02-542-2017,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.5243947699,127.0279739044
서울특별시 영등포구 영중로 51-1,C,0,영등포역 5번출구 건너편으로 직진하여 오렌지팩토리 건물,박윤규성형외과의원,02-2631-7575,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.520953838828625,126.90463179686881
"서울특별시 영등포구 영중로 60, 8층 (영등포동5가, 유니온빌딩)",C,0,영등포역 5번출구 동서빌딩 3층,비즈성형외과의원,02-2672-1318,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.52144815690966,126.90533250811734
서울특별시 영등포구 영중로 37 (영등포동4가),C,0,,김종철성형외과의원,02-2677-7331,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.51947981522461,126.90471307889234
"서울특별시 강남구 삼성로145길 6 (청담동, 2층 3층일부)",C,0,청담역 8번출구 근처/,씨디유청담유성형외과의원,02-540-2415,,1900,1000,2000,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.522348580037296,127.04770185064599
"서울특별시 동작구 사당로 308, 3층 (사당동)",C,0,7호선 이수역 8번출구,이수엠디성형외과의원,02-594-8111,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.48490738146172,126.98157914593254
"서울특별시 동작구 보라매로5가길 24 (신대방동, 보라매나산스위트 201,212호)",C,0,보라매공원 인근,김헌곤성형외과의원,02-842-3333,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.4907012449,126.9239453568
서울특별시 동작구 시흥대로 676 (신대방동),C,0,"강남성심병원 인근 혜석빌딩 2,3층",한현언성형외과의원,02-841-6046,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,1500,1000,1500,1000,37.4916999284367,126.90915838585786
"서울특별시 강서구 강서로 43, 302, 303호 (화곡동, 도양라비앙타워)",C,0,,미르성형외과의원,02-2607-3607,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.53162172132882,126.84654054779494
"서울특별시 강서구 강서로 27, 화곡심포니타워 6층 602, 603, 604호 (화곡동)",C,0,,미성형외과의원,02-2695-0075,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.53036479044009,126.84720835881723
"서울특별시 강남구 논현로 868, 구정빌딩 4층 402호 (신사동)",C,0,,테일러성형외과의원,02-543-7020,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.526084831,127.0288840925
경상남도 밀양시  밀양대로  1853-12 (삼문동),C,0,,밀양제이스성형외과의원,055-353-0182,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.489284695284866,128.74575521671008
서울특별시 강서구 화곡로 173 (화곡동) ,C,0,,김정철성형외과의원,02-2607-0880,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,37.54204763413295,126.84075290459155
"대구광역시 중구 중앙대로 366, 11층 1101호 (덕산동)",C,0,,강남퍼스트성형외과의원,053-254-0600,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.8661154915,128.5938347504
서울특별시 강남구 논현로 830  (신사동),C,0,압구정역 3번출구 국민은행 맞은편,가인성형외과의원,02-518-1800,,1900,0930,1900,0930,1900,0930,1900,0930,2100,0930,1600,0930,,,,,37.52261785890161,127.02853433476493
"서울특별시 강남구 압구정로28길 22-5, 4층 (신사동)",C,0,,에스원성형외과의원,02-546-8859,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.52501484435693,127.02718224437637
"서울특별시 강남구 논현로 857, 4층 (신사동, 계룡빌딩)",C,0,,권장덕케이성형외과의원,02-3444-1311,,1800,1030,1800,1030,1800,1030,1800,1030,1800,1030,1500,1030,,,,,37.5253461982,127.0281009629
울산광역시 남구 삼산로 282,C,0,,신세계성형외과의원,052-269-7070,,1830,0930,1900,0930,1830,0930,1900,0930,1830,0930,1600,0930,,,,,35.53839904345251,129.33823285038156
"울산광역시 남구 삼산로 115, 4층 (달동)",C,0,,양경철성형외과의원,052-227-2323,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500,1000,,,,,35.5357596211,129.3200962565
"서울특별시 강남구 논현로 825, 지하1층,1~3층 (신사동)",C,0,,우아성형외과의원,1600-5319,,1900,1000,1900,1000,1900,1000,1900,1000,2030,1000,1700,1000,,,,,37.5221639274,127.0278056494
"울산광역시 남구 삼산로 254, 16층 (달동, S타워)",C,0,,울산BB성형외과의원,052-257-5432,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,35.5385209112,129.3350054036
"서울특별시 강남구 테헤란로 139-1, 3층 (역삼동, 한중앙타워)",C,0,,에이펙스성형외과의원,02-3453-7907,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.500440757413976,127.03446991866818
"서울특별시 강남구 강남대로 596 (논현동, 극동빌딩 9층, 10층일부)",C,0,신사역 3번 출구,라레드성형외과의원,1599-0093,,1830,0930,1830,0930,1830,0930,1830,0930,2030,0930,1530,0930,,,,,37.5150222932,127.0203511623
"서울특별시 강남구 강남대로 408, YBM강남센터 1201호 (역삼동)",C,0,강남역 12번 출구,그리다성형외과의원,02-558-0090,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.4992172081,127.0275392968
"울산광역시 남구 삼산로 266, 굿모닝클리닉 12층 (삼산동)",C,0,,김주헌성형외과의원,052-700-9009,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,35.538791696900006,129.3362832315032
"울산광역시 남구 삼산로 270, 8층 (삼산동, 삼산동 Kim s빌딩)",C,0,킴스 빌딩 8층,눈의꽃성형외과의원,052-258-3111,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.5388666025,129.3366955015
"서울특별시 강남구 도산대로 111 (신사동, S-TOWER 7~8층)",C,0,,티오피성형외과의원,02-545-8700,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.51696119400697,127.02069103447019
"서울특별시 강남구 논현로 842 , 9층 (신사동)",C,0,압구정역 3번출구 근처/,연세이앤비성형외과의원,02-514-2252,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5240377916,127.0287294521
"서울특별시 강남구 논현로 868, 2층 (신사동, 구정빌딩 2층일부)",C,0,압구정역 3번 출구 뒷쪽,케이성형외과의원,02-547-8808,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1700,1000,,,,,37.52608483101179,127.02888409250943
"서울특별시 강남구 압구정로 410, 3층 (청담동)",C,0,압구정로데오역 3번 출구,아름다운사람성형외과의원,02-6486-1070,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.527212683799995,127.0416320929
"서울특별시 강남구 도산대로 452, JS빌딩 3층 (청담동)",C,0,,청담청초성형외과의원,02-545-0482,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.523628781912485,127.04573428605963
"서울특별시 강남구 논현로161길 10, 4층 (신사동)",C,0,,조은성형외과의원,02-3448-0098,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.523602011,127.0274487073
"광주광역시 서구 상무중앙로 42, 602호 (치평동)",C,0,,톱스타성형외과의원,062-365-7575,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.1507098668558,126.84889252983825
경기도 고양시 일산동구 정발산로 43-20,C,0,,센트럴성형외과의원,031-901-5575,,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1700,1000,,,,,37.65849022876334,126.77332317708581
경기도 고양시 일산동구 중앙로1275번길 60-30,C,0,,아름다운성형외과,031-901-3375,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,,,,,,,37.66036297601954,126.76897912426134
울산광역시 남구 삼산로 269 (삼산동),C,0,,이강길성형외과의원,052-256-1600,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,35.53947517358971,129.3365367904272
"울산광역시 남구 돋질로302번길 27, 3층 (삼산동)",C,0,,이레성형외과의원,052-275-5777,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,35.5416960890912,129.33761549249345
"경기도 고양시 일산동구 정발산로 31-21, 맥클린21 5층 (장항동)",C,0,,예쁨주의쁨성형외과의원,031-915-3225,,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1700,1000,,,,,37.65776846214087,126.77138485513882
"경기도 고양시 일산동구 중앙로1261번길 55, 5(일부)층 (장항동)",C,0,,오킴스오성형외과의원,031-906-8222,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1600,1030,,,,,37.66462952893625,126.75457192316442
"경기도 고양시 일산동구 중앙로1261번길 55, 5(일부)층 (장항동)",C,0,,오킴스케이성형외과의원,031-906-3222,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.6575836342,126.7708550469
"경기도 고양시 일산동구 중앙로 1322 (정발산동, 아이스페이스 215호)",C,0,,이성형외과의원,031-906-0033,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1330,1000,,,,,37.6637029108,126.7707637016
"서울특별시 강남구 도산대로13길 9, 3,4층 (신사동)",C,0,,더플러스성형외과의원,02-6933-7587,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.518568151,127.0230307509
광주광역시 동구 중앙로 164,C,0,NC웨이브(구 밀리오레) 건너편 3층,최광림성형외과의원,062-226-8575,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.14847747149944,126.91370978469834
"서울특별시 강남구 도산대로 111 (신사동, S-TOWER 9층, 10층, 13층, 14층)",C,0,신사역 8번 출구,디아이성형외과의원,02-511-1581,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.516961194,127.0206910345
"서울특별시 강남구 논현로 824, 동양빌딩 4층 (신사동)",C,0,,김형진뉴라인성형외과의원,02-544-5222,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.5219907589,127.0285431458
"서울특별시 강남구 논현로 843, EGI빌딩 4,5,8층 (신사동)",C,0,압구정역 4번 출구 도보 3분,모제림성형외과의원,02-518-6040,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.5243947699,127.0279739044
"울산광역시 남구 삼산로 254, 15층 (달동)",C,0,현대백화점 사거리 대각선 BYC건물 옆,BB성형외과의원,052-1544-5432,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,35.538520911159914,129.33500540356494
"울산광역시 남구 삼산로 273, 6층 (삼산동)",C,0,현대백화점 옆,강남LK성형외과의원,052-267-2110,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,0900,,,,,35.53951003016111,129.33678472810945
대구광역시 수성구 동대구로 397,C,0,,웰스성형외과의원,053-794-7922,,1830,0900,1830,0900,1830,0900,,,1830,0900,1700,0900,,,,,35.86576444250171,128.62631897797291
"경기도 성남시 분당구 성남대로 165, 317호 (금곡동,천사의도시1차)",C,0,,이지연성형외과의원,031-782-4448,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.35075524002421,127.10827400955571
"대구광역시 수성구 동대구로 179, 3~4층 (황금동)",C,0,,윤용현성형외과의원,053-766-2454,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.847237033422445,128.5902083644616
"경기도 성남시 분당구 성남대로 345, 805,806호 (정자동, 정자역프라자)",C,0,,지니성형외과의원,031-757-8252,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.366941828,127.1077011878
경기도 성남시 분당구 성남대로 345 (정자동) 4층,C,0,,엠에스(MS)성형외과의원,031-8022-8800,,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.36729141897345,127.10769719214841
"경기도 성남시 분당구 서현로210번길 20, 404호 (서현동, 코코프라자)",C,0,,헤라성형외과의원,031-708-8252,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.38577564104425,127.12399580950807
충청북도 청주시 상당구 상당로 49 (남문로2가),C,0,롯데영플라자 옆,이원제성형외과의원,043-222-0002,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,36.63304804702297,127.4904945368485
충청북도 청주시 상당구 상당로 51,C,0,롯데영플라자 옆,이재경성형외과의원,043-225-5757,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,36.632944126644084,127.49031672007938
"충청북도 청주시 상당구 상당로 52, (문화동)",C,0,롯데영플라자 맞은편,정효경성형외과의원,043-222-6556,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,36.63285835122478,127.49104343164174
"서울특별시 강남구 강남대로 590, 12층 (논현동, 미혜빌딩)",C,0,,뷰티라인성형외과의원,02-544-0600,,1800,1000,1800,1000,1800,1000,1800,1000,2100,1000,1600,1000,,,,,37.51453574252553,127.02040079927336
충청북도 충주시 봉계1길 62 (칠금동),C,0,탑빌딩 3층,김도현의강남성형외과의원,043-854-0005,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400,0900,,,,,36.981847459202704,127.9162084684831
서울특별시 강남구 논현로 841  (신사동),C,0,압구정역 4번 출구 인근,첫눈성형외과의원,02-515-8880,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.52406321711114,127.0279059050638
"서울특별시 강남구 도산대로 108, 14,15층 (논현동)",C,0,,청담여신성형외과의원,18002662,,1900,1000,2000,1000,1900,1000,2000,1000,1900,1000,1600,0930,,,,,37.5161935453,127.020654626
"서울특별시 강남구 논현로 857, 2,3,5층 (신사동, 계룡빌딩)",C,0,"압구정역 4번 출구 앞,  계룡빌딩 2층 3층 5층",브라운성형외과의원,02-518-2400,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1700,1000,,,,,37.52545950582733,127.02816078396722
"서울특별시 강남구 압구정로12길 24, 4,5,6층 (신사동)",C,0,,더라인성형외과의원,18990252,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5223524697,127.0224798721
서울특별시 강남구 논현로 838,C,0,압구정역 근처/,압구정필성형외과의원,02-542-1213,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.5232825874577,127.02866227972697
"경기도 안산시 단원구 광덕동로 91, 206,207호 (고잔동, 씨티프라자)",C,0,시티프라자 2층,비에이성형외과의원,031-485-7575,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1600,1000,,,,,37.3126520228,126.8325834
"서울특별시 강남구 도산대로 114, 4층 (논현동, 수일빌딩)",C,0,신사역 1번 출구,천남주성형외과의원,02-518-1141,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5164493309,127.0212157441
경상남도 창원시 마산회원구 3.15대로 744,C,0,마산시네마 밑,김보현성형외과의원,055-299-6000,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1200,1030,,,,,35.23830549464981,128.5828994099732
경상남도 창원시 마산회원구 3.15대로 645,C,0,경남은행 본점 앞,세인성형외과의원,055-295-0111,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,35.23101819796945,128.5764005197865
"전라북도 전주시 완산구 충경로 64, (경원동1가)",C,0,민중서관옆 건물 2층,조경호성형외과의원,063-284-4728,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1630,1000,,,,,35.81826950823579,127.14627180116515
인천광역시 연수구 앵고개로 262,C,0,동춘동 하나마트 앞,장효죽성형외과의원,032-814-1004,,1800,1000,1800,1000,,,1800,1000,2000,1000,,,,,,,37.40756104456121,126.67262631931987
"전라북도 전주시 완산구 당산로 104, 3층 (서신동)",C,0,이마트 옆 삼거리 신호등 건너편3층,오명록성형외과의원,063-277-1013,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1500,0900,,,,,35.83203844890925,127.11985678763969
"충청북도 청주시 상당구 상당로81번길 36, 5층 (북문로1가)",C,0,"CGV 맞은 편, 점심시간  13시~14시",서울퍼스트성형외과의원,043-223-3736,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,36.635721248,127.4881947075
"전라북도 전주시 완산구 온고을로 18, 701호 (서신동, 전북프뢰벨)",C,0,,메이크유성형외과의원,063-272-3636,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,35.8341723664,127.1210375949
충청북도 청주시 상당구 상당로 47 (남문로2가),C,0,구 남궁병원 부근 / 영프라자 옆,와인피부과성형외과의원,043-223-6000,,2100,1000,1900,1000,1900,1000,1900,1000,2100,1000,1400,1000,,,,,36.6325037297663,127.49047494068078
전라북도 전주시 완산구 팔달로 200,C,0,외환은행 맞은편,박운교성형외과의원,063-282-2001,,1830,1100,1830,1100,1830,1100,1830,1100,1830,1100,1400,1100,,,,,35.82019349260887,127.14659351388852
전라북도 전주시 완산구 홍산남로 29-7 (효자동2가),C,0,객사 맞은편,김경환성형외과의원,063-232-8877,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.817823462903874,127.14486741449922
"전라북도 전주시 완산구 당산로 120, (서신동)",C,0,부킹나이트 건너편,김수홍성형외과의원,063-227-8773,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.825041666666664,127.121947222222218
전라북도 전주시 덕진구 백제대로 624 (금암동),C,0,,이노플러스성형외과의원,063-259-9000,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,1800,1000,1800,1000,35.8418148527,127.1379314411
"전라북도 전주시 완산구 충경로 38 (중앙동2가, 서석빌딩)",C,0,구 전주백화점 맞은편,이명철성형외과의원,063-285-8188,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.81733115046549,127.14340080467215
"전라북도 전주시 완산구 홍산로 260, M-SQUARE 4층 405호 (효자동3가)",C,0,,이영수성형외과의원,063-282-0119,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.81747493549363,127.14374962604327
"전라북도 전주시 완산구 충경로 10, (다가동3가)",C,0,민예방2층,임기영성형외과의원,063-283-2453,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1200,1000,,,,,35.81657730194464,127.1406840093446
