주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
대구광역시 달서구 달구벌대로 1035 (신당동),A,1,,계명대학교동산병원,1577-6622,053-258-6321,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.85388728949212,128.48012966656532
대구광역시 달서구 감삼북길 141 (감삼동),A,1,,의료법인구의료재단구병원,053-562-1931,053-557-7119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,35.85082313699737,128.54148303217695
대구광역시 달서구 월곡로 60 (도원동),A,1,,한국보훈복지의료공단대구보훈병원,053-630-7000,053-630-7014,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,,,,,35.80313747018647,128.55164640976287
대구광역시 달서구 월배로 446 (송현동),A,1,서부정류장 부근 (구)삼일호텔 자리,삼일병원,053-659-3100,053-659-3119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.833158969593434,128.5542543382464
울산광역시 울주군 삼남면 중평로 53,A,1,,서울산보람병원,052-255-7114,052-255-7119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.55991148325753,129.12071299840133
인천광역시 계양구 계양문화로 20 (작전동),A,1,"작전도서관 옆
이마트 계양점 뒤",메디플렉스 세종병원,032240-8000,032-240-8119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.5325382832,126.7368531237
인천광역시 계양구 장제로 722 (작전동),A,1,"작전동(장제로) 인천1호선 작전역, 임학역3번 출구 현대1차 아파트 맞은편",의료법인인성의료재단한림병원,032-540-9114,032-540-9119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.53218449100167,126.73435495537973
부산광역시 수영구 수영로 493 (남천동),A,1,"2호선 금련산역 4번 출구, 버스노선(금련산청소년수련원 앞 하차) 20, 38, 39, ",의료법인은성의료재단좋은강안병원,051-625-0900,051-610-9119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.15015905669445,129.11072434834875
강원도 삼척시 오십천로 418 (남양동),A,1,,강원도삼척의료원,033-572-1141,033-570-7431,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.44027922704624,129.16370014395005
경기도 이천시 경충대로 2742 (관고동),A,1,,경기도의료원이천병원,031-630-4200,031-630-4333,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.282694444444445,127.43266388888888
"경상남도 진주시 범골로 17, 지1,1~5,7층 (충무공동)",A,1,진주 혁신도시 윙스타워 뒤,한일병원,055-759-7777,055-750-1333,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.16696519825003,128.128547657113
인천광역시 동구 샛골로 214 (송림동),A,1,송현주공@ 맞은편,의료법인 성수의료재단 인천백병원,1800-7070,032-280-8119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.4772581429266,126.648504056866
"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",A,1,동구어린이교통공원 옆,인천광역시의료원,032-580-6119,032-580-6119,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,,,,,,,37.47884441174466,126.66861045817642
경상남도 거제시 계룡로5길 14 (상동동),A,1,포로수용소 부근,의료법인 거붕 백병원,055-733-0000,055-733-0180,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,34.873675809023304,128.62605696825915
경상남도 거제시 두모길 16 (두모동),A,1,,의료법인 대우의료재단대우병원,055-680-8114,055-680-8123,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,34.87222152119712,128.72216421007292
경상남도 거제시 연초면 거제대로 4477,A,1,수월삼거리 인근,의료법인성념의료재단맑은샘병원,055-731-1240,055-736-0119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,34.89793483097861,128.64371778461182
경기도 안성시 남파로 95 (당왕동),A,1,,경기도의료원안성병원,031-8046-5000,031-8046-5119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.01736702955601,127.26033944589187
경기도 안성시 시장길 58 (서인동),A,1,,안성성모병원,031-675-6007,031-675-8275,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,37.00610345894585,127.2708442991513
경상북도 김천시 모암길 24 (모암동),A,1,,경상북도김천의료원,054-432-8901,054-429-8233,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,36.12249076001089,128.12649330522635
"경상북도 김천시 신음1길 12, (신음동)",A,1,이마트  전면  30m,의료법인덕산의료재단김천제일병원,054-420-9300,054-420-9500,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.135341995663524,128.11882383545816
경기도 시흥시 옥구천서로 337 (정왕동),A,1,"경기도 시흥시 옥구천서로 337(정왕동)에 위치하고 있는(경도:45621620, 위도:45621620)시화병원, ",의료법인남촌의료재단시흥시화병원,031-432-2600,031-8041-5819,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.35290515252066,126.72453553351649
"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",A,1,,의료법인녹향의료재단신천연합병원,031-310-6300,031-315-2119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.44454605843136,126.78938385106555
서울특별시 종로구 대학로 101 (연건동),A,1,혜화역 3번 출구,서울대학교병원,1588-5700,02-2072-2475,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1330,0800,,,,,37.57966608924356,126.99896308412191
부산광역시 서구 대신공원로 26 (동대신동3가),A,1,버스정류장: 동아대 구덕캠퍼스,동아대학교병원,051-240-2400,051-240-5301,1630,0730,1630,0730,1630,0730,1630,0730,1630,0730,,,,,,,35.12000583968841,129.01760368790894
"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",A,1,지하철 6호선 안암역 하차 후 1번출구 도보 500m ,(학)고려중앙학원고려대학교의과대학부속병원(안암병원),1577-0083,02-920-5374,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,37.58715608002366,127.02647086385966
부산광역시 기장군 장안읍 좌동길 40,A,1,버스정류장: 동남권원자력의학원,동남권원자력의학원,051-720-5114,051-720-5911,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,35.321418988977406,129.24364922146094
"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",A,1,여수시민회관에서 한재4거리 방향으로 10M,여수전남병원,061-640-7575,061-640-7119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,34.74501919502327,127.72808408876027
전라남도 여수시 무선로 95 (선원동),A,1,,여천전남병원,061-690-6900,061-690-6118,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,34.76918041182927,127.65404273510529
서울특별시 강동구 동남로 892 (상일동),A,1,고덕역 4번 출구,강동경희대학교의대병원,02-440-7114,02-440-8282,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,,,37.553476404020664,127.15752179822283
서울특별시 강동구 성안로 150 (길동),A,1,강동역 2번 출구,성심의료재단강동성심병원,02-2224-2114,02-2224-2358,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,,,,,37.53598408220376,127.13526354631517
서울특별시 강동구 진황도로61길 53 (둔촌동),A,1,둔촌동역 1번 출구,한국보훈복지의료공단중앙보훈병원,02-2225-1111,02-2225-1100,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,,,,,37.528220900896635,127.14671886173552
"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",A,1,샛강역 3번 출구,가톨릭대학교여의도성모병원,1661-7575,02-3779-1188,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0930,,,,,37.51827233800711,126.93673129599131
"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",A,1,구로디지털단지역 6번 출구 도보 10분,대림성모병원,02-829-9000,02-829-9129,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.49068925436284,126.90716948025135
"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",A,1,대림역 11번 출구,명지성모병원,02-1899-1475,02-829-7800,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.4938507104387,126.89925446922592
"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",A,1,대방역 3번 출구,성애의료재단성애병원,02-840-7114,02-840-7115,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,37.51205044957338,126.92236733617031
"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",A,1,"영등포소방서 뒷편
영등포 타임스퀘어 맞은편
",씨엠병원,02-2678-0001,070-4698-7811,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,37.518848328762154,126.90367981067837
"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",A,1,대림삼거리 인근,한림대학교강남성심병원,02-829-5114,02-829-5119,1630,0830,1630,0830,1630,0830,1630,0830,1630,0830,1200,0830,,,,,37.4932492859,126.9086725295
"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",A,1,"서울특별시 영등포구 버드나루로7길 12 (영등포동 7가 94-200)
",한림대학교한강성심병원,02-2639-5114,02-2639-5555,1630,0830,1630,0830,1630,0830,1630,0830,1630,0830,1200,0830,,,,,37.52346674579277,126.91033000120589
경기도 포천시 포천로 1648 (신읍동),A,1,,경기도의료원포천병원,031-539-9114,031-539-9119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.903264018475866,127.1983186069986
경기도 포천시 소흘읍 호국로 661,A,1,,의료법인일심의료재단우리병원,031-542-0222,031-542-0222,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,2400,0000,2400,0000,37.827495913257785,127.1481437183119
서울특별시 동작구 흑석로 102 (흑석동),A,1,지하철 9호선 흑석역 4번 출구에서 도보 3분,중앙대학교병원,18001114,02-6299-1339,1630,0830,1630,0830,1630,0830,1630,0830,1630,0830,1200,0830,,,,,37.50707428493414,126.96079378447554
서울특별시 동작구 보라매로5길 20 (신대방동),A,1,,서울특별시보라매병원,02-870-2114,02-870-2119,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,,,37.4937184009319,126.92404876254014
서울특별시 강서구 강서로 295 (내발산동),A,1,우장산역 4번 출구에서 명덕고교 방향 도보로 6 분거리 ( 3 5 9 m ),미즈메디병원,1588-2701,02-2007-1118,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,37.55225379358291,126.83602535156236
"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",A,1,,부민병원,1577-7582,02-2620-0119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,37.556940892893586,126.85094950539181
서울특별시 강서구 하늘길 70 (과해동),A,1,김포공항역 한국공항공사 표시 출구,우리들병원,02-2660-7500,02-2660-7057,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1600,0930,,,,,37.56199597494205,126.7963653099318
"서울특별시 강서구 공항대로 260, 이화여자대학교 제2부속병원 (마곡동)",A,1,,이화여자대학교의과대학부속서울병원,1522-7000,02-6986-5119,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,37.557261149,126.8362659275
강원도 영월군 영월읍 중앙1로 59,A,1,영월읍사무소 맞은편,강원도영월의료원,033-370-9101,033-370-9129,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.186588403987926,128.46530529870284
전라남도 해남군 해남읍 해남로 45,A,1,해남군 보건소 맞은편,의료법인행촌의료재단 해남종합병원,061-536-4116,061-530-0119,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,34.571547222222215,126.61268333333333
전라남도 해남군 옥천면 해남로 597,A,1,,해남우리종합병원,061-530-7000,061-530-7119,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1230,0830,,,,,34.58423738321411,126.64658297551144
"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",A,1,3호선 종합운동장역 7번출구,부산광역시의료원,051-507-3000,051-607-2140,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,,,,,,,35.187312651309654,129.05917919433943
"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",A,1,수유역 5번 출구,의료법인성화의료재단대한병원,02-903-3232,02-905-9110,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.63547043209498,127.02267251878474
"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",A,1,,(의)영문의료재단다보스병원,031-8021-2000,031-8021-2130,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.234641294534285,127.21049868474802
경기도 용인시 처인구 금학로 225 (역북동),A,1,,연세대학교의과대학용인세브란스병원,031-331-8888,031-331-8772,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,37.2391549581301,127.18885241897236
부산광역시 수영구 수영로 615 (광안동),A,1,2호선 광안역 2번출구,비에이치에스한서병원,051-756-0081,070-7321-0119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.1610460623,129.1128811328
강원도 태백시 보드미길 8 (장성동),A,1,태백역에서 장성방향으로  9.5Km,근로복지공단 태백병원,033-580-3114,033-580-3119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.10404228529155,129.0042870499601
강원도 속초시 영랑호반길 3 (영랑동),A,1,속초 영랑호 인근에 위치 하였음.,강원도속초의료원,033-630-6000,033-630-6190,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,38.21622784728713,128.5891194514502
강원도 속초시 중앙로 11 (교동),A,1,,의료법인보광의료재단속초보광병원,033-639-8500,033-639-8989,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,38.198021245336555,128.57838660480326
경기도 수원시 영통구 월드컵로 164 (원천동),A,1,아주대학교 옆,아주대학교병원,031-219-5114,031-219-7700,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,37.2794477573662,127.04752107106702
울산광역시 남구 문수로480번길 10 (신정동),A,1,,의료법인정안의료재단중앙병원,052-226-1100,052-226-1119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.53154837814933,129.30523808253045
울산광역시 남구 월평로171번길 13 (신정동),A,1,,의료법인혜명심의료재단울산병원,052-259-5000,052-259-5119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.54621707569275,129.32309962689618
경기도 의정부시 흥선로 142 (의정부동),A,1,의정부역 시청방면 의정부경찰서방향으로 5시 방향 ,경기도의료원의정부병원,031-828-5000,031-828-5119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.74108830096243,127.04255485020957
경기도 의정부시 금신로 322 (신곡동),A,1,,의료법인영동의료재단의정부백병원,031-856-8111,031-842-1211,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,37.74536735722315,127.06206709820381
경기도 의정부시 평화로 650 (의정부동),A,1,,추병원,031-845-7777,031-845-8313,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,37.7499600932,127.0450970956
충청북도 청주시 청원구 주성로 173-19 (주중동),A,1,,청주성모병원,043-219-8000,043-219-8119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,36.673801330174406,127.48546957073641
전라남도 화순군 화순읍 서양로 322,A,1,,화순전남대학교병원,061-379-7120,061-379-8882,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.0586707410237,127.002108292339
경기도 고양시 일산동구 일산로 323 (마두동),A,1,,국립암센터,031-920-0114,031-920-0119,1600,0800,1600,0800,1600,0800,1600,0800,1600,0800,1130,0800,,,,,37.664170778165285,126.78327945120733
"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",A,1,,국민건강보험공단일산병원,1577-0013,031-900-0764,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0900,,,,,37.64530592402248,126.792204040477
"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",A,1,,동국대학교일산불교병원,031-961-9302,031-961-7777,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,37.67643677699999,126.8055658392
"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",A,1,일원역 1번 출구,삼성서울병원,02-3410-2114,02-3410-2060,1530,0830,1530,0830,1530,0830,1530,0830,1530,0830,,,,,,,37.48851613490445,127.08668245340024
"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",A,1,"한티역 6번 출구, 도곡중 옆",연세대학교의과대학강남세브란스병원,02-2019-3114,02-2019-3333,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.492806984645476,127.04631254186797
"서울특별시 강남구 도곡로 429 (대치동, 베스티안병원 2층일부 제외)",A,1,한티역 2번출구,재단법인베스티안재단베스티안서울병원,02-3452-7575,070-7609-9902,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.49807126965969,127.05726710883552
"서울특별시 강남구 논현로 566 (역삼동, 역삼동 606-4)",A,1,"언주역 5, 6번 출구",차의과학대학교강남차병원,02-3468-3000,02-3468-3060,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,37.506800025850865,127.03466865188072
충청북도 충주시 국원대로 82 (교현동),A,1,,건국대학교의료원충주병원,043-840-8200,043-840-8330,1630,0830,1630,0830,1630,0830,1630,0830,1630,0830,1200,0830,,,,,36.97897509717851,127.92863660615964
충청북도 충주시 안림로 239-50 (안림동),A,1,,충청북도충주의료원,043-871-0114,043-871-0119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,36.97956732195825,127.9703586011334
전라북도 익산시 무왕로 895 (신동),A,1,,원광대학교병원,063-859-1114,063-859-1165,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,35.9642419612473,126.959306346821
전라북도 익산시 무왕로 969,A,1,,의료법인대산의료재단익산병원,063-840-9114,063-840-9112,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.96168123354797,126.96649966881398
경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),A,1,"창원제일종합병원 맞은 편에 있음(시내버스 마산합포구청, 의료원에서 하차)",경상남도마산의료원,055-249-1000,055-249-1119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.19906819846745,128.56551976148475
"경상남도 창원시 마산회원구 3·15대로 681 (석전동, 동마산병원)",A,1,,동마산병원,055-290-5172,055-290-5000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.23392081787652,128.57829437305403
경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),A,1,마산의료원 맞은편,의료법인석영의료재단창원제일종합병원,055-223-9000,055-249-7777,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.199036071110854,128.56772923734115
경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),A,1,,의료법인청아의료재단청아병원,055-230-1500,055-230-1700,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.24798366104159,128.50971731844322
"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",A,1,,의료법인합포의료재단에스엠지연세병원,055-243-0100,055-240-7777,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.18635329986849,128.56163160027907
경상남도 창원시 마산회원구 팔용로 158  (합성동),A,1,,학교법인성균관대학삼성창원병원,055-233-5114,055-233-6119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,35.24268744723329,128.5920614876314
인천광역시 강화군 강화읍 충렬사로 31-0,A,1,강화군보건소 전면부에 위치해 있음,비에스종합병원,032-290-0001,032-290-0119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,37.7360530472,126.4857069547
"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",A,1,인천지하철 동춘역 4번출구 하차 500미터 이내,의료법인 나사렛의료재단 나사렛국제병원,032-899-9999,032-899-9699,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.4079911136402,126.67046935782248
전라북도 부안군 부안읍 오정2길 24,A,1,부안시외버스 터미널 사거리 인근,부안성모병원,063-581-5100,063-580-8119,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.724815399252556,126.73452574138332
경상북도 포항시 북구 용흥로 36 (용흥동),A,1,,경상북도포항의료원,054-247-0551,054-245-0129,1730,0830,1700,0830,1700,0830,1700,0830,1700,0830,1230,0830,,,,,36.03462413480262,129.3549930430143
경상북도 포항시 북구 대신로 43 (대신동),A,1,,의료법인은성의료재단좋은선린병원,054-245-5000,054-245-5200,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,36.048089061494764,129.36704339734024
