주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
강원도 횡성군 횡성읍 횡성로 275,B,1,횡성여고와 입석육교 사이,횡성대성병원,033-343-0901,033-345-1191,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.47845901170136,127.97994775890871
경기도 수원시 권선구 권선로 654 (권선동),B,1,,수원중앙병원,031-229-9777,031-229-9888,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.259913344591446,127.0228408488501
경기도 의왕시 오전천로 29 (오전동),B,1,,아가페의료재단 시티병원,031-340-0114,031-340-0119,1800,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.350278664490794,126.97679539815768
전라남도 곡성군 곡성읍 곡성로 761,B,1,,곡성사랑병원,061-360-6000,061-360-6008,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,,,,,35.27628370526432,127.2879760334259
부산광역시 기장군 기장읍 대청로72번길 6,B,1,버스정류장: 청강사거리,(의)서일의료재단기장병원,051-723-0171,051-723-2119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.23602946449906,129.21649161387128
전라남도 여수시 여천체육공원길 10 (신기동),B,1,여수시 신기동 신기초등학교 옆,여수한국병원,061-689-9000,061-689-9119,1930,0830,1930,0830,1930,0830,1930,0830,1930,0830,1300,0830,,,,,34.761243178966986,127.67509537253795
전라남도 여수시 쌍봉로 70 (학동),B,1,여수 학동 사거리 위치,의료법인한마음의료재단여수제일병원,061-689-8123,061-689-8119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.766166666666656,127.66355833333331
서울특별시 영등포구 당산로31길 10 (당산동3가),B,1,영등포구청역 3번 출구  영등포구청 옆,의료법인인봉의료재단영등포병원,02-2635-2809,02-2632-0013,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.52685673672304,126.89561256105342
"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",B,1,양남사거리 인근,한강수병원,02-1800-7119,02-2063-8426,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.522405143743,126.89091283086371
"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",B,1,,신촌연세병원,02-337-7582,02-337-7582,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.55257735393295,126.93372939201893
경상남도 남해군 남해읍 화전로 169,B,1,남해대교 남해읍 방향 터미널 가는길 3거리 길 오른편(바로보입니다),의료법인 이도의료재단 남해병원,055-863-2201,055-860-6630,1700,0840,1700,0840,1700,0840,1700,0840,1700,0840,1200,0840,,,,,34.84640603127717,127.89425156305387
경기도 군포시 고산로 575 (산본동),B,1,,남천병원,031-390-2114,031-390-2119,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,37.36469870268311,126.92599678032778
경기도 가평군 설악면 미사리로 267-177,B,1,,에이치제이매그놀리아국제병원,031-589-4300,031-589-4465,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,37.69104512763415,127.52141322182567
경기도 가평군 가평읍 가화로 47 (가평성심의원),C,1,,건유의원,031-581-7525,031-581-7525,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1900,0900,1600,0900,37.8241069906,127.5155077505
경상남도 밀양시 삼문중앙로 32 (삼문동),B,1,,의료법인 생명사랑의료재단 밀양윤병원,055-354-2200,070-5130-3823,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,35.48468031922943,128.75564526263582
경상남도 밀양시 용평로5길 4-20 (용평동),B,1,,의료법인지원의료재단 굿모닝병원,055-355-9788,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.4902973543,128.7680482413
경상남도 밀양시 하남읍 수산중앙로 56-2,B,1,하남읍우체국 옆.수산초등학교 앞,행복한병원,055-391-0090,055-391-0090,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.37461994215032,128.7114865036199
서울특별시 강서구 양천로 712 (염창동),B,1,9호선 염창역 1번 출구,강서연세병원,02-2658-5114,02-2659-6004,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.54931105440253,126.87480886693765
전라남도 해남군 해남읍 교육청길 38,B,1,해남교육청옆,의료법인용호의료재단해남우석병원,061-536-7580,061-536-7586,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1230,0830,,,,,34.568014061298854,126.60854649968556
충청북도 괴산군 괴산읍 임꺽정로 116,B,1,"충청북도 괴산군 괴산읍 임꺽정로 116
괴산군청 옆",의료법인대광의료재단괴산성모병원,043-830-5400,043-830-5411,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.81544387632933,127.78424628538971
경상북도 봉화군 봉화읍 보밑길 3,B,1,"중앙고속도로 이용
봉화군청 근처에 위치",봉화해성병원,054-673-1331,054-679-1399,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1200,0830,,,,,36.89170700324608,128.73350079244224
경상북도 영덕군 영해면 영덕로 1621,B,1,영해에서 축산 방향 구 7번 국도변에 위치(영해 생활체육공원 앞),영덕아산병원,054-730-0152,054-730-0119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,36.52464784739123,129.4022978175491
"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",B,1,4호선 수유역 1번 출구(강북구청 사거리),서울현대병원,02-994-1156,02-900-9119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.63992822276144,127.0281656123363
경기도 용인시 처인구 고림로 81 (고림동),B,1,,(의)효심의료재단용인서울병원,031-337-0114,031-322-0001,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.240316373,127.2144914405
"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",B,1,1호선 부산진역 1번 출구,세일병원,051-464-8110,051-460-5227,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.124819444444448,129.044530555555554
경상북도 청도군 화양읍 청화로 79-7,B,1,,의료법인대남의료재단청도대남병원,054-373-0606,054-370-5112,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,,,,,35.64871261648798,128.73711323398672
충청북도 음성군 금왕읍 음성로1230번길 10,B,1,,의료법인태성의료재단금왕태성병원,043-883-8800,043-881-8801,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.99760379156879,127.59853452216106
경상남도 진주시 진양호로 370 (신안동),B,1,진주교대 부근,진주복음병원,055-749-7110,055-749-7119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.185376569664825,128.06939115519654
충청북도 보은군 보은읍 보은로 102,B,1,,의료법인 정민의료재단 보은한양병원,043-544-1500,070-7575-2853,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.48327155579628,127.71821043397682
충청남도 금산군 금산읍 비단로 183,B,1,금산 동초등학교 옆,새금산병원,041-754-8272,041-754-8053,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.10403152848004,127.49620122672218
경상남도 통영시 무전7길 192 (무전동),B,1,롯데마트 후문방면,새통영병원,055-646-6000,055-640-4119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.86535758722789,128.4206525557243
전라남도 신안군 비금면 송치길 155-11,B,1,수대항 근처  세명약국 근처,의료법인신안대우병원,061-262-3301,061-262-3309,1700,0730,1700,0730,1700,0730,1700,0730,1700,0730,1200,0730,,,,,34.722263099542104,125.93256566497465
경상남도 의령군 의령읍 의병로14길 10,B,1,한국농어촌공사 건너편,의령병원,055-573-4100,055-573-6200,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.31860563079656,128.2586798056445
울산광역시 남구 남산로354번길 26 (신정동),B,1,,(의)내경의료재단울산제일병원,052-220-3300,052-220-3334,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.54823820112527,129.30701143429678
울산광역시 남구 삼산로 110 (달동),B,1,,굿모닝병원,052-259-9000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.535010719916684,129.31995893362546
경기도 의정부시 평화로 622 (의정부동),B,1,가능역2번출구,의료법인성베드로병원,1544-1131,031-843-3493,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,2400,0000,2400,0000,37.74746593085386,127.04583083609806
충청북도 청주시 청원구 오창읍 중부로 683,B,1,,오창중앙병원,043-218-0119,043-218-0119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.70680258158961,127.42965176665307
전라남도 화순군 화순읍 충의로 109,B,1,,화순고려병원,061-370-3700,061-370-3778,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,35.05595373646754,126.98963562835072
전라남도 화순군 화순읍 만연로 31,B,1,화순군 화순읍 광덕리 부영2차아파트앞,화순성심병원,061-370-9114,061-370-9119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.05844089636795,126.98987847235264
"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",B,1,산들마을 201동 맞은편에 위치함,의료법인일산복음병원,031-977-5000,031-929-0330,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,2400,0000,2400,0000,37.68205457051212,126.7801254241406
"경상북도 성주군 성주읍 성주읍3길 5-3,",B,1,,의료법인석촌의료재단성주무강병원,054-932-1212,054-932-1909,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.91869489182473,128.28669967111344
인천광역시 옹진군 백령면 백령로 233,B,1,하모니 마트 맞은편 ,인천광역시의료원백령병원,032-836-1731,032-836-1732,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.96801574541532,124.72111307252132
"전라북도 부안군 부안읍 부령로 33,",B,1,부안 IC 가는쪽.신태인가는 방면,의료법인혜성병원,063-583-5001,063-583-5001,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,35.73277494145881,126.74613942623456
전라북도 전주시 덕진구 동부대로 895 (호성동1가),B,1,,의료법인영경의료재단호성전주병원,063-240-8800,063-240-8862,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.865528416459995,127.14790290638277
전라북도 전주시 완산구 기린대로 233-5,B,1,전주 시청 세이브존뒤편(구노송병원),전주열린병원,063-710-0114,063-710-0119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.82664428104271,127.14541448114068
충청남도 예산군 예산읍 신례원로 26,B,1,,예산명지병원,041-335-2255,041-335-5166,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,36.71373026149238,126.83416958942115
경상북도 고령군 대가야읍 중앙로 33 의료법인영암의료재단고령영생병원 ,B,1,,의료법인고령영생병원,054-955-2661,070-7475-0024,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.72995531573922,128.27201138885076
경상남도 함안군 칠원읍 용산2길 45-13,B,1,칠원면 소재 종합사회복지관 근처,시영의료재단 영동병원,055-586-2000,055-586-2000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.308982637512486,128.51554361153526
전라남도 장흥군 장흥읍 흥성로 83,B,1,노인복지회관 근처,장흥우리병원,061-862-6262,061-860-0119,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,34.67838230801459,126.91109914454887
전라남도 함평군 영수길 132 (함평읍) ,B,1,,의법인성의료재단함평성심병원,061-324-0001,061-324-0072,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,2400,0000,1300,0830,,,35.061886111111114,126.519805555555550
"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",B,1,,본바른병원,055-785-3117,055-785-3117,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1230,0900,35.3269948206,129.0152648627
전라남도 광양시 진등길 93 (마동),B,1,마동 송보6차 아파트 부근 구 하동우리들병원,의료법인 현경의료재단 광양서울병원,061-798-9800,061-798-9819,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,1300,0900,1300,0900,34.957912006875524,127.69055714590516
부산광역시 해운대구 해운대로 135 (재송동),B,1,버스정류장: 해운대경찰서 옆,효성시티병원,051-709-3115,051-709-3119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,2400,0000,2400,0000,35.18541271514478,129.12145899191526
경기도 여주시 영릉로 22 (창동),B,1,터미널맞은편,연세새로운병원,031-885-7582,031-885-7582,2400,0700,2400,0700,2400,0700,2400,0700,2400,0700,2400,0700,2400,0700,1230,0900,37.289871650589454,127.63287952191527
"경기도 여주시 청심로 39, 세종여주병원 (하동)",B,1,"여주시청  2분 거리, 경강선(판교 ~ 여주)전철 개통, 성남 ~ 장호원 자동차 전용도로개통으로 접근성 용이",세종여주병원,031-880-7700,031-880-7754,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.3013258027,127.6267201581
경상북도 울진군 울진읍 현내항길 71,B,1,울진연호IC 아래 연호정 호수 옆,울진군의료원,054-785-7000,054-785-7119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,36.99264955966117,129.40949155236495
대구광역시 동구 국채보상로 769 (신천동),B,1,,의료법인백천의료재단바로본병원,1644-8575,053-721-8549,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.86845464452633,128.61518371219722
전라남도 진도군 진도읍 남문길 48,B,1,,진도한국병원,061-544-2051,061-542-7575,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,34.482432541575456,126.26412429142383
"경기도 부천시 소사로 766 (원종동, 원종로 52)",B,1," 버스:(부천시청)606번,(소사역)95번,(화곡역)70번,(신정동)98번, 지하철:까치울역 3번출구, 마을버스017-1",부천우리병원,032-672-4100,032-672-2400,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.52438752921628,126.8051855988659
"전라남도 완도군 완도읍 청해진동로 63,",B,1,완도공설운동장과 인접해서 위치함,완도대성병원,061-553-1234,061-554-9500,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,34.31716999454396,126.73556371420687
전라남도 완도군 금일읍 금일로 395-1,C,1,수협건물 옆,금일마취통증의학과의원,061-553-3577,,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,34.349483798831656,127.0297611902535
경상북도 칠곡군 왜관읍 군청2길 10,B,1,,의료법인왜관병원,054-971-1002,054-971-1002,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,2400,0900,2400,0900,35.996063888888891,128.401522222222212
전라북도 진안군 진안읍 진무로 1145,B,1,진안터미널에서 안천 무주 방향으로 농협 하나로 마트 건너편,진안군의료원,063-430-7000,063-430-7119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,35.79518695884379,127.43207008323515
경기도 구리시 건원대로 47 (인창동),B,1,구리역 근처,윤서병원,031-553-6650,031-564-2222,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1430,0900,,,,,37.60519852568096,127.13961137900537
"경기도 구리시 인창2로 177 (인창동, 국군구리병원)",B,1,,국군구리병원,031-554-0940,,1630,0900,1630,0900,1630,0900,1630,0900,1630,0900,,,,,,,37.6100111848,127.1197840399
강원도 춘천시 금강로 39  (낙원동),B,1,,인성병원,033-253-3030,033-259-8119,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,1830,0900,,,37.88124367430593,127.7268803699377
대구광역시 달성군 다사읍 달구벌대로 895,B,1,,한솔병원,053-560-1100,053-560-1119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.85692329069179,128.46678892674
대구광역시 달성군 논공읍 논공로 743,B,1,,열린중앙병원,053-614-0075,053-614-0075,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.72915264502587,128.44650952295973
경상남도 김해시 계동로 237 (대청동),B,1,,메가병원,055-903-9000,055-903-9000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1800,0900,35.19136230343627,128.80394805433366
경상남도 김해시 김해대로 2335 (부원동),B,1,,의료법인 신의료재단 김해삼승병원,055-310-7700,055-310-7700,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.226730571,128.8821901808
경상북도 영양군 영양읍 동서대로 75,B,1,경북 영양군 영양읍 동서대로 75번지,의료법인명성의료재단영양병원,054-682-0727,054-682-0727,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,1730,0830,1730,0830,36.66257764096643,129.1173135291313
전라남도 목포시 고하대로 724,B,1,,전남중앙병원,061-260-3000,061-260-3119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,34.81035380422226,126.37572373288404
"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",B,1,2호선 서울대입구역 1번출구 200m,사랑의병원,02-880-0114,02-880-0119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.47962442359666,126.95628690505781
"서울특별시 관악구 남부순환로 1449 (신림동, 서울본병원)",B,1,2호선 신대방역/난곡사거리 인근,서울본병원,02-853-4600,02-853-9100,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,37.481585344616796,126.9117077397649
"서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)",B,1,5호선 화곡역 / 신월5동 주민센터인근,메디힐병원,02-2604-7551,02-2602-2468,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.53726143022979,126.82784183916537
경상남도 창원시 진해구 중원동로 55-1 (중앙동),B,1,중앙아파트 앞,의료법인염광의료재단세광병원,055-540-3700,055-540-3777,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.149677382232014,128.66111269692388
경기도 양주시 회정로 103 (덕정동),B,1,주공아파트5단지 길건너편,양주예쓰병원,031-825-5000,031-839-1119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,2400,0000,2400,0000,37.83756356362081,127.06463890111564
경상남도 진주시 진주대로 829 (주약동),B,1,고려병원 사거리 한국통신대 맞은편,진주세란병원,055-760-7578,055-760-7575,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,35.17448762105697,128.09295064588534
"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",B,1,,성심중앙병원,031-681-1119,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.9840021910249,126.92773248728593
경기도 평택시 안중읍 서동대로 1931-21 (안중백병원),B,1,,의료법인백성의료재단안중백병원,031-683-9117,,2400,0830,2400,0830,2400,0830,2400,0830,2400,0830,2400,0830,2400,0800,,,37.00346951922827,126.95854964003953
광주광역시 남구 덕남길 80 (덕남동),B,1,,빛고을전남대학교병원,1899-0000,062-670-9545,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.094479626794445,126.89638434544385
경상남도 진주시 동진로 7 (칠암동),B,1,진주과학기술대학교 옆 (서쪽),의료법인 정상의료재단 바른병원,055-790-3096,055-790-3651,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.179208158439586,128.09170475475878
전라남도 장성군 장성읍 역전로 171,B,1,전남장성군장성읍 청운고가 옆,의료법인행복나눔의료재단 장성병원,061-390-9000,061-390-9119,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,35.305871659607845,126.78361958777766
경기도 안산시 상록구 월피로 88 (월피동),B,1,,동안산병원,031-410-1116,031-413-1116,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,37.3356927564414,126.852680642321
경기도 안산시 상록구 용신로 355 (본오동),B,1,,세화병원,031-437-0114,031-437-0129,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.302098281845666,126.86166439031186
"경기도 안산시 상록구 예술광장로 69, 사랑의병원 (성포동)",B,1,,의료법인칠석의료재단사랑의병원,031-439-3000,031-414-6656,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.327020396286656,126.84486352776976
경상북도 영주시 구성로 380,B,1,"- 영주시외버스터미널 - 1,500m지점 
- 한국전력 영주지점 옆.",영주기독병원,054-635-6161,054-635-3050,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,36.82516126894279,128.62114810991983
경상북도 영주시 구성로 329  (영주동),B,1,,의료법인청봉의료재단성누가병원,054-639-9000,054-639-9119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.82139150682774,128.6246558306087
충청남도 서천군 서천읍 서천로 184,B,1,서천역 5분거리,의료법인 서해병원,041-951-8282,041-950-0200,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,36.08449428686221,126.6875810614244
강원도 정선군 사북읍 지장천로 727,B,1,,정선군립병원,033-592-3121,070-4666-6715,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.22570877757399,128.8262701866658
서울특별시 중구 을지로 245 (을지로6가) ,Y,중앙응급의료센터,,02-6362-3434,1800,,0900,37.56772519925328,,,,,,,,,,,,,,,127.0054830171998
서울특별시 은평구 연서로 177 (갈현동),B,1,"6호선 구산역 4번출구, 3,6호선 연신내역 6번 출구",은평연세병원,02-388-8114,02-388-0119,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,37.61469222070537,126.91747199206596
"경상남도 거창군 거창읍 송정1길 24-13, 서경병원",B,1,,의료법인아림의료재단서경병원,055-945-0091,055-940-5129,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,35.6813286460553,127.89772049751322
부산광역시 강서구 녹산산단321로 24-8 (송정동),B,1,버스정류장: 녹산공단 내 삼성전기 앞/6번 신호등 교차로,의료법인갑을의료재단갑을녹산병원,051-974-8300,051-974-8414,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.090573808412124,128.85332092602835
전라남도 보성군 미력면 가평길 36-17,B,1,,보성아산병원,061-850-3410,061-850-3118,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1200,0800,,,,,34.775470518786,127.104284083365
"전라남도 보성군 벌교읍 남하로 12,",B,1,,의료법인삼호의료재단벌교삼호병원,061-859-5000,061-859-5119,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1200,0800,,,,,34.833846754024535,127.34573228719377
충청남도 아산시 시민로 388 (온천동),B,1,관광호텔에서 시청방향,현대병원,041-546-3636,041-546-7744,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1430,0830,,,,,36.78311829920936,127.00097027728451
경상남도 고성군 고성읍 중앙로 49,B,1,고성읍보건지소 근처,강병원,055-673-6772,055-673-4848,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.97415924940364,128.32528942283565
