주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
경기도 용인시 기흥구 흥덕2로87번길 18,C,0,,햇살산부인과의원,031-263-6001,,1800,0930,1800,0930,1230,0930,1800,0930,1800,0930,1230,0930,,,,,37.27591856934351,127.07150940882448
"경기도 용인시 기흥구 죽전로 52 (보정동, 훼미리프라자)",C,0,,현산부인과의원,031-897-6900,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.3202302818812,127.11463371792216
인천광역시 계양구 계산새로65번길 17 (계산동),C,0,그랜드마트 맞은편 계양메디칼건물,연세산부인과의원,032-543-3377,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.53984507845691,126.73531428172666
"인천광역시 계양구 오조산로 53, 연세차메디칼센터 2층 201호 (계산동)",C,0,평안교회 옆 건물 2층,연세차산부인과의원,032-547-0100,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1250,0900,,,,,37.53557595454908,126.73825449562625
인천광역시 계양구 계산새로 71,C,0,홈플러스 계산점 옆 상가,제일산부인과의원,032-554-7114,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1530,0930,,,,,37.538391451920795,126.73636944715221
"인천광역시 계양구 경명대로 1070, 지하1,지상1,2층 (계산동)",C,0,계산역 3번출구 도보 1분거리,중앙산부인과의원,032-551-5005,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.543097222222222,126.725633333333334
"인천광역시 계양구 장제로 912, 5층 (병방동)",C,0,병방시장 사거리 농협 옆,하랑산부인과의원,032-554-5300,,2000,0900,1800,0900,1800,0900,2000,0900,1800,0900,1400,0900,,,,,37.547641291226086,126.7411499587817
"경기도 용인시 기흥구 동백중앙로 283 (중동, 골드프라자 A동 7층)",C,0,,동백미즈산부인과의원,031-8006-2030,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,,,1300,1000,37.278040261107535,127.15346677734541
"경기도 용인시 기흥구 구갈로 74 (구갈동, 구갈스포츠센타 3층)",C,0,,미즈마리산부인과의원,031-284-7223,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.280980538050315,127.11178752090176
"경기도 용인시 기흥구 구성로 95, 2층 (언남동, 타임빌딩)",C,0,,새봄산부인과의원,031-283-3350,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.294180553207795,127.12015212383684
충청남도 금산군 금산읍 비호로  87,C,0,터미널 근처 읍사무소 사거리 가는 쪽,조산부인과의원,041-754-2267,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,36.10655706014858,127.49219825416189
"광주광역시 남구 백양로 13 (백운동, 모아산부인과)",B,0,백운로타리부근,모아산부인과병원,062-670-7700,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1300,0900,,,1200,0900,35.13407710509227,126.90353091444962
부산광역시 수영구 수영로 389,C,0,2호선 남천역 4번 출구,엘르산부인과의원,051-626-8090,,1800,0930,1800,0930,1800,0930,1800,1400,1800,0930,,,,,,,35.141383366992265,129.10690825738192
"부산광역시 수영구 연수로 421, 2층 (수영동)",C,0,"2,3호선 수영역 2번출구",이수자산부인과의원,051-524-1419,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,35.16782244327142,129.11496160630313
"울산광역시 울주군 온양읍 온양로 80, 1층",C,0,,미소산부인과의원,052-239-7133,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.410513888888886,129.280372222222212
울산광역시 울주군 언양읍 헌양길 37 (2층(언양농협)),C,0,,박철산부인과의원,052-254-2565,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530,0930,,,,,35.56477057766818,129.12519487698802
"부산광역시 수영구 과정로 59, 2층 (망미동)",C,0,버스정류장: 망미우체국건너편,고운산부인과의원,051-754-5258,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.176788888888886,129.107055555555547
경기도 이천시 장호원읍 장감로 96,C,0,,장호원산부인과의원,031-643-3582,,1900,0910,1900,0910,1900,0910,1900,0910,1900,0910,1300,0900,,,,,37.117802236362046,127.63326938272397
경상남도 창녕군 창녕읍 명덕로 64-1,C,0,명덕초등학교 부근,이산부인과의원,055-533-1952,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.542509348052725,128.49644140951233
대구광역시 중구 달구벌대로 2047 (계산동2가),C,0,,미즈산부인과의원,053-255-1020,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.86683801078154,128.58780083572302
경기도 이천시 이섭대천로 1185  (중리동),C,0,,남선희산부인과의원,031-636-1555,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.2760209723367,127.44677675624254
경기도 이천시 경충대로 2564 (중리동),C,0,"수원사거리쪽 미란다호텔근처, 파티마병원 천시욱정형외과 건물 사이",마리나산부인과의원,031-637-0552,,1900,0900,2000,0900,1900,0900,2000,0900,1900,0900,1700,0900,1300,1000,1830,0830,37.2749397242,127.4482198786
"경기도 남양주시 경춘로1256번길 6, 401,402호 (평내동, 다모아프라자)",C,0,,조은산부인과의원,031-511-3963,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.64597878191171,127.23459940723032
경기도 남양주시 경춘로 448-1 (지금동),C,0,,주리애산부인과의원,031-553-2338,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,37.60875086108053,127.1632307988148
경기도 시흥시 복지로 77 ,C,0,,중앙산부인과의원,031-313-3333,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1500,0830,1100,1000,1100,1000,37.4462355894,126.7905272985
경기도 시흥시 삼미시장1길 5 (신천동),C,0,,참산부인과의원,031-314-6666,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.4399115828262,126.78556856021541
"경기도 시흥시 비둘기공원7길 33, 402호 (대야동, 성원디아망빌딩)",C,0,,포우먼산부인과의원,031-404-8206,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.443023907681244,126.79272850801814
"경기도 남양주시 늘을2로 20, 5층 (호평동, 씨에취리베로)",C,0,,한나산부인과의원,031-592-5100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1300,1000,1300,1000,37.654517325855494,127.24410329269841
경기도 시흥시 장곡로37번길 16  (장곡동),C,0,,한사랑산부인과의원,031-317-8375,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1430,0930,,,,,37.378085682449296,126.7844091386924
"경기도 남양주시 와부읍 덕소로97번길 2, 4층 (동산빌딩)",C,0,,김란산부인과의원,031-521-0035,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.58552972607998,127.21243475563928
"경기도 남양주시 늘을2로 26, 504호 (호평동, 호평씨네마타워)",C,0,,남정우산부인과의원,031-559-1004,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,1300,1000,37.6550918688001,127.24411531106207
"경기도 남양주시 다산중앙로123번길 13, 제이타워 6층 601,602호 (다산동)",C,0,,다산소연산부인과의원,031-523-2661,,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1530,0930,1230,0930,1230,0930,37.623539420886054,127.15194906241464
경기도 남양주시 화도읍 비룡로 30,C,0,,드림산부인과의원,031-591-9889,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.6549280806876,127.30126126581632
경기도 시흥시 정왕대로 230,C,0,,에덴산부인과의원,031-319-5275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.34507671900152,126.73858547249017
"경기도 시흥시 정왕대로 78 (정왕동, B동 306호, 407호, 408호)",C,0,,예진산부인과의원,031-431-1134,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.353335617248106,126.72521115993426
"경기도 시흥시 정왕대로 184, 3층 (정왕동, 한성타운)",C,0,,시화박산부인과의원,031-319-7861,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,1300,0930,37.34752530765485,126.73439211170492
경기도 남양주시 경춘로 1511 (호평동),C,0,경동이마트 마치터널 1km지점,메디피아산부인과의원,031-595-8400,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1900,0900,1600,1000,1600,1000,37.65556666666668,127.25944166666664
경기도 남양주시 진건읍 진건오남로 52-5,C,0,,민산부인과의원,031-574-2322,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,,,,,,,37.65559129696247,127.17934498048069
경상북도 김천시 김천로 90,C,0,,김천하나산부인과의원,054-435-8811,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.124435736770394,128.11204521905728
경상북도 김천시 중앙시장3길 27  (모암동),C,0,,김태홍산부인과의원,054-434-4333,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,36.118688173812146,128.12614554120034
"경상북도 김천시 혁신3로 5, 율곡스퀘어Ⅲ 3층 303,304호 (율곡동)",C,0,,미소맘산부인과의원,054-439-0032,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,36.1179524902,128.1833230978
경기도 남양주시 화도읍 비룡로 113,C,0,,은혜산부인과의원,031-591-5670,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.66191951401542,127.30271737491535
"경기도 시흥시 정왕대로 220, 5층 504호 (정왕동, 우리빌딩)",C,0,,김서경산부인과의원,031-433-6677,,1800,1030,1800,1030,1800,1030,1800,1030,1800,1030,1400,1030,,,,,37.34548985022229,126.73768784124765
경상북도 김천시 평화순환길 301-1 (평화동),C,0,,윤대영산부인과의원,054-430-4270,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,36.12092847714395,128.11669638982428
경상북도 김천시 자산로 69  (모암동),C,0,,이상식산부인과의원,054-433-3307,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1430,0930,,,,,36.11894021204495,128.12386999712368
"경기도 시흥시 중심상가2길 2, 4층 (정왕동)",C,0,,더클래식산부인과의원,031-431-7110,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1200,0930,,,,,37.34595052718487,126.7357766837169
경기도 시흥시 봉우재로 13  (정왕동),C,0,,미즈필산부인과의원,031-434-7575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.34468263610036,126.74292950949632
경기도 이천시 이섭대천로 1186 (중리동),C,0,,양정분산부인과의원,031-635-5300,,1900,0900,2100,0900,1900,0900,2100,0900,1900,0900,1700,0900,1300,0900,1300,0900,37.27619444444443,127.4471361111111
"경기도 남양주시 와부읍 덕소로 123, 2층",C,0,,이근산부인과의원,031-577-0336,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,37.583448501791196,127.21289979742104
서울특별시 영등포구 여의대방로 375 (여의도동) ,C,0,샛강역 2번출구,다미산부인과의원,02-761-3072,,1900,0930,2000,0930,1900,0930,1900,0930,2000,0930,1500,0930,,,,,37.51892850570731,126.93073095467217
"서울특별시 영등포구 도신로 215-1, 2-5층 (신길동)",C,0,,라메르산부인과의원,02-831-8387,,2000,0900,1900,0900,1900,0900,2000,0900,1900,0900,1600,0900,,,1300,1000,37.5119337912,126.9151919112
"서울특별시 영등포구 의사당대로 108, 3층 (여의도동, 아일렉스)",C,0,여의도역 6번 출구,로앤산부인과의원,02-782-3000,,2000,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.5210146876,126.9239915211
서울특별시 영등포구 시흥대로175길 3 (대림동),C,0,구로디지털단지역 6번 출구에서 대림사거리방향 신한은행 뒷편,박금자산부인과의원,02-846-1503,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,37.48770476743602,126.9044787109358
"서울특별시 영등포구 시흥대로 675, 3층 303호 (대림동, 삼성YJ그랜드빌딩)",C,0,"대림중학교,강남성심병원 인근",베스트산부인과의원,02-836-2233,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.492016552,126.9084704909
"서울특별시 영등포구 영중로 51-1, 9층 (영등포동6가)",C,0,영등포시장역 4번 출구,세인산부인과의원,02-846-7878,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,37.52094657308551,126.9046207167052
"서울특별시 영등포구 신풍로 33, 2층 (신길동)",C,0,,신풍산부인과의원,02-833-7378,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,37.50034301823598,126.90999837418442
"서울특별시 영등포구 선유로 64, 2-5,7층 (문래동3가)",C,0,하나로마트 맞은편,아란태산부인과의원,02-2630-6600,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1700,0900,1230,0930,1230,0930,37.51962891251866,126.88968161113951
경기도 평택시 안중읍 안중로131번길 14-15,C,0,,안중산부인과의원,031-683-7366,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,36.990069396114,126.92957345606305
"서울특별시 영등포구 대림로 153, 1층 (대림동, 이충호산부인과)",C,0,대림역 11번 출구,연세이충호산부인과의원,02-844-6106,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.494427834851905,126.89981909987388
"서울특별시 영등포구 여의대방로 169, 3층 (신길동)",C,0,보라매역 6번출구 100m도보 직진,이상태산부인과의원,02-842-0199,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.502161820837585,126.9208576078228
서울특별시 영등포구 당산로 222,C,0,당산역 10번 출구 앞 ,이화퀸산부인과의원,02-2675-7775,,2000,0930,1900,0930,1900,0930,1600,0930,1900,0930,1600,0930,,,,,37.533299113153845,126.90228064276789
"서울특별시 영등포구 영중로 6, 9층 (영등포동3가, 키스톤타워)",C,0,,자연산부인과의원,02-2671-9900,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.51696215971975,126.90665281198264
서울특별시 영등포구 영중로2길 1,C,0,,지앤유산부인과의원,02-2068-5288,,2100,0930,2100,0930,2100,0930,2100,0930,1830,0930,1530,0930,,,,,37.51691201951941,126.9069128795646
서울특별시 영등포구 여의대방로 386  (여의도동),C,0,,김열회산부인과의원,02-780-3881,,1800,0930,1800,0930,1800,0930,2000,0930,1800,0930,1400,0930,,,,,37.51889677455607,126.9319436101711
"서울특별시 영등포구 도림로 178, 2층 (대림동)",C,0,,꽃세산부인과의원,02-836-5275,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.4953299417,126.901125129
"서울특별시 영등포구 양평로 53, 6층(당산동5가, 코트론빌딩)",C,0,"2호선, 9호선 당산역 12번출구 그랜드컨벤션 건너편 국민은행 6층",플로체산부인과의원,02-2637-8852,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.53431757091144,126.90041745974108
"서울특별시 동작구 사당로 308, 4층 (사당동, 화인빌딩)",C,0,"7호선 이수역 8번출구,4호선 총신대입구역 13번 출구",신수재산부인과의원,02-585-5222,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0900,,,,,37.48490738146172,126.98157914593254
"경상남도 남해군 남해읍 화전로96번가길 4-2, 1층",C,0,국민건강보험공단옆,이경화산부인과의원,055-864-7353,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,34.84008026762042,127.89518658288773
"서울특별시 마포구 잔다리로 81, 3~4층 (서교동)",C,0,,제이스엠비산부인과의원,02-324-9966,,2100,0900,1900,0900,1900,0900,1900,0900,2100,0900,1600,0900,,,,,37.554493861,126.9157457791
경기도 포천시 소흘읍 솔모루로 106,C,0,,루시나산부인과의원,031-543-3070,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.8304386329,127.1488691897
경기도 포천시 소흘읍 송우로 62,C,0,,메리엘산부인과의원,031-541-0470,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.82960388865818,127.14243659558777
경기도 포천시 중앙로 145  (신읍동),C,0,,박영자산부인과의원,031-535-8986,,1730,0930,1930,0930,1730,0930,1730,0930,1730,0930,1430,0930,,,,,37.899004534181806,127.20460149082601
"서울특별시 강남구 학동로 521 (청담동, 1층일부, 2~4층)",C,0,청담역 12번 출구,연앤네이쳐산부인과의원,02-518-1300,,2000,0900,1800,0900,1800,0900,1800,0900,2000,0900,1400,0800,,,,,37.5200456727,127.0557997663
"대전광역시 유성구 대학로 1, 3층 (봉명동)",C,0,유성온천역 사거리 주변,새순산부인과여성의원,042-825-0001,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,36.35411404387486,127.34116677578024
서울특별시 동작구 사당로 215  (사당동),C,0,,연희산부인과의원,02-599-6600,,1800,0930,1800,0930,2000,0930,,,1800,0930,1400,0930,,,,,37.48444546932609,126.9723191085839
서울특별시 동작구 상도로 101-1 (상도동),C,0,성대시장입구,강미자산부인과의원,02-817-7002,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.500663867092456,126.93162993743225
서울특별시 동작구 남부순환로 2053 (사당동),C,0,"사당역 7번출구 300미터
신한은행 옆 위치",이경림산부인과의원,02-581-2336,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1130,0900,,,,,37.47690197305291,126.9767875873511
서울특별시 동작구 사당로 230-1 (사당동),C,0,"남성역 1번출구에서 약100m직진, 남성시장근처",김성미산부인과의원,02-521-2411,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,1300,1000,37.483305596850066,126.97324442779337
"서울특별시 동작구 동작대로 121, 6층 (사당동)",C,0,이수역 태평백화점 옆에 미샤건물 3층,이지은산부인과의원,02-535-3515,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.4874807042,126.9818589295
"서울특별시 동작구 사당로 273, (사당동)",C,0,남성초등학교 삼거리,이춘식산부인과의원,02-599-7098,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.48421836528387,126.97782100697955
"서울특별시 동작구 동작대로 21, 5층 (사당동, 양지빌딩)",C,0,사당역 10번 출구,루이스산부인과의원,02-521-3323,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,1000,,,,,37.4784813521,126.9813636536
"서울특별시 동작구 서달로 163, 5층 (흑석동, 세명크리닉)",C,0,흑석역 4번출구 중앙대병원 근처,혜윤산부인과의원,02-815-2778,,1830,0930,1830,0930,1830,0930,1300,0930,1830,0930,1300,0930,,,,,37.507883333333332,126.962422222222216
"서울특별시 강서구 양천로 556, 1-7층 (등촌동, 강서메디칼센터)",C,0,증미역 4번 출구 강서소방서 옆 ,미래아이산부인과의원,02-3665-2002,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1530,0830,,,1300,0900,37.557673865451754,126.8608260067538
서울특별시 강서구 양천로 460  (등촌동),C,0,가양역 10번출구,미산부인과의원,02-2659-7777,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,,,37.562586611,126.8517016324
서울특별시 강서구 금낭화로 91-2 (방화동),C,0,대승프라자 4층,서울산부인과의원,02-2661-7755,,1830,0915,1830,0915,1830,0915,1830,0915,1830,0915,1300,0915,,,,,37.57370722738506,126.8110767201639
"경기도 용인시 수지구 포은대로313번길 4 (풍덕천동, 수지미래빌딩 지하2층~지하1층, 1층~5층)",C,0,수지초등학교 정문 부근,수지미래산부인과의원,031-896-3333,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,1300,1000,1600,1000,37.31501671323358,127.08640940618126
"서울특별시 강서구 강서로 267, 송화쇼핑센터 2층 202호 (내발산동)",C,0,,세이산부인과의원,0226620550,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.549598622551855,126.83594319722292
경상남도 밀양시 삼문중앙로 49  (삼문동),C,0,성구아파트,미즈산부인과의원,055-356-0025,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,1230,0900,35.48597554809536,128.7570528816555
경상남도 밀양시 삼문중앙로 14 (삼문동),C,0,탑마트,아름다운자모산부인과의원,055-355-0348,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,35.4837243291055,128.7540878635123
"서울특별시 강서구 마곡중앙5로 81, 502.503호 (마곡동, 에스비타운)",C,0,지하철 9호선 신방화역 부근,고운여성산부인과의원,02-2661-3009,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1300,0930,,,,,37.56711744045069,126.81859563401362
서울특별시 강서구 강서로 261 (내발산동),C,0,,김순애산부인과의원,02-2602-2914,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.54918417749011,126.83595315868466
"서울특별시 강서구 강서로 52, 403호 (화곡동, 화곡판타지아)",C,0,,김정숙산부인과의원,02-2695-3335,,1830,1000,1830,1000,1700,1000,1830,1000,1830,1000,1600,1000,,,,,37.532490483227995,126.84669263622201
"서울특별시 강서구 강서로 43, 402,403호 (화곡동, 도양라비앙타워)",C,0,,김현영산부인과의원,02-2699-5225,,2100,1000,1900,1000,2100,1400,1900,1000,1900,1000,1400,1000,,,,,37.531520797785085,126.84653170360522
서울특별시 강서구 가로공원로 178 (화곡동),C,0,월정초교앞 교차로 요산페어뷰아파트 건너편,남장현산부인과의원,02-2695-1001,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.53668514212349,126.83568186128204
"서울특별시 강서구 강서로 242, 2층 205호 (화곡동, 강서힐스테이트)",C,0,,한순심산부인과의원,0226031100,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.54738330398159,126.83676281196502
