주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
경상남도 창원시 의창구 의안로31번길 28-5,C,0,DC 1000 부근4층,속시원내과방사선과의원,055-294-7778,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.26477001247353,128.62097607707713
"경상남도 창원시 의창구 원이대로 595 (용호동, 고운메디컬빌딩3층301호)",C,0,,수내과의원,055-261-5004,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.2280085054,128.6802626871
"경상남도 창원시 의창구 우곡로217번길 6, (명서동)",C,0,,숨편한내과의원,055-238-7990,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.239386356922814,128.64848752894582
경상남도 창원시 의창구 원이대로 271,C,0,팽봉기정형외과 옆,시민내과의원,055-276-0044,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.24320512073715,128.65011093408646
"경상남도 창원시 성산구 대정로 33 (가음동, 황금상가)",C,0,경남은행 맞은편,안내과의원,055-262-0438,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.2075087805,128.6982566594
"경상남도 창원시 의창구 창이대로15번길 24 (팔용동, 서주빌딩)",C,0,,온누리내과의원,055-265-3927,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.2357919982,128.6426765325
경상남도 창원시 의창구 팔용로 438,C,0,팔용동주민센터 맞은편,위드내과의원,055-293-7400,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.25531378283795,128.6134661655293
"경상남도 창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가)",C,0,가음동 민원센터 부근,유내과의원,055-264-0300,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.20809565617352,128.69694221863642
"경상남도 창원시 성산구 가음로13번길 33, 401호 (남양동,남양종합상가)",C,0,농협옆,육내과의원,055-282-0965,,,,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.21307241032959,128.70098609873025
"경상남도 창원시 의창구 원이대로189번길 42 (명서동, 부영상가 202호)",C,0,"명서시장입구, 명성당약국2층",윤병구내과의원,055-273-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.24934751894884,128.64657105150604
"경상남도 창원시 의창구 읍성로 77, (소답동)",C,0,소답동 롯데리아 맞은편,이대규내과의원,055-295-2758,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.265174142246224,128.62649682858162
"경상남도 창원시 의창구 도계로 61, (도계동)",C,0,새마을금고 건물 2층,이부경내과의원,055-277-6084,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,35.259170293749186,128.63811157264658
"경상남도 창원시 성산구 가양로124번길 17-12, 2층(대방동,실로암빌딩)",C,0,농협 부근,임내과의원,055-275-7580,,1800,0900,1800,0900,1800,0900,1230,0900,1800,0900,1230,0900,,,,,35.20781332133448,128.70786877585408
"경상남도 창원시 성산구 용지로 102 (중앙동, 개나리상가3층)",C,0,삼일상가 부근,정내과의원,055-279-0772,,1800,0920,1800,0920,1800,0920,1800,0920,1800,0920,1300,0920,,,,,35.2244806487,128.6783492224
"경상남도 창원시 의창구 동읍 동읍로 9 (2,3층)",C,0,주남저수지 부근,정태기내과의원,055-251-5390,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1300,0830,,,1230,0900,35.2780706283,128.6843076203
경상남도 창원시 성산구 동산로 108  (상남동),C,0,대동백화점맞은편,정태호내과의원,055-282-8808,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.21939547833874,128.69162910523534
"경상남도 창원시 의창구 동산로 145, 3층 제일내과 (신월동,주공아파트 정문상가)",C,0,신월주공아파트상가 3층,제일내과의원,055-275-5688,,2050,0900,2050,0900,2050,0900,2050,0900,2050,0900,1830,0900,1630,0900,1630,0900,35.221258333333331,128.692305555555549
"경상남도 창원시 의창구 창이대로309번길 11 (봉곡동, 쌍둥이상가B동2층)",C,0,봉림시장 통로,조내과의원,055-237-2552,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,35.247133333333331,128.670763888888899
경상남도 창원시 의창구 읍성로 46,C,0,소답시장 근처 (재건교회 부근),중앙내과방사선과의원,055-251-2626,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1700,0900,,,,,35.264896666816725,128.62309275015684
"경상남도 창원시 의창구 원이대로 283, 2층 206호 (봉곡동, 청마상가)",C,0,명곡사거리 부근,차내과의원,055-238-2534,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.24266799996374,128.65090418207097
"경상남도 창원시 성산구 원이대로473번길 22 (반림동, 반림상가 2층 1호)",C,0,,참사랑내과의원,055-261-1100,,2000,0820,,,,,2030,1330,2000,0820,1600,0900,1600,0900,1600,0900,35.235524254162364,128.6706592449735
"경상남도 창원시 성산구 원이대로 664, 3층(상남동,창원메디컬)",C,0,상남동 은아아파트 맞은편,창원연합내과영상의학과의원,055-266-1143,,1830,0730,1830,0730,1830,0730,1830,0730,1830,0730,1300,0730,,,,,35.223816666666664,128.68586944444482
경상남도 창원시 성산구 상남로 122,C,0,삼성 디지털프라자 뒤쪽,초록내과의원,055-274-0355,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,35.223754687784734,128.68328044424203
경상남도 창원시 성산구 동산로 156  (사파동),C,0,대동백화점 사거리,최봉기내과의원,055-287-5822,,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1500,0800,,,1300,0900,35.2216738912629,128.6934247427249
경상남도 창원시 의창구 원이대로 587,C,0,정우상가 부근,최연극내과의원,055-281-5356,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.22842165681916,128.67947989672732
"서울특별시 강남구 압구정로36길 7, 3층일부, 4층 (신사동)",C,0,압구정역 2번 출구,세실내과의원,02-3442-2891,,1800,0800,1800,0800,1800,0800,1300,0800,1800,0800,1300,0800,,,,,37.5280555072,127.0316769491
"경상남도 거창군 거창읍 중앙로 136,",C,0,"농협거창군지부 맞은편

",신내과의원,055-942-0202,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.68692375842125,127.91315122638944
"경상남도 창원시 의창구 우곡로217번길 34 (명서동, 1,2,3,4층)",C,0,명곡사거리 부근,한솔내과의원,055-237-2511,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1500,0900,1600,0900,35.242134998356256,128.6491220890812
경상남도 창원시 의창구 소계로84번길 3,C,0,소계동 경남은행 부근,허내과의원,055-296-8877,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.25710376861959,128.59973233778956
"경상남도 창원시 의창구 창원천로 34, 2층 207-209호 (대원동, 대원 꿈에그린)",C,0,대원 꿈의그린아파트,황내과의원,055-238-1752,,1830,0850,1830,0850,1830,0850,1830,0850,1830,0850,1430,0850,,,,,35.23539916334421,128.64797185453315
"강원도 동해시 천곡로 68, 204호 (천곡동)",C,0,삼성극장 2층,탁내과의원,033-532-7100,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,37.523280555555559,129.112811111111114
"경기도 과천시 별양상가1로 25 (별양동, 렉스타운 405호~406호)",C,0,"렉스타운 405호,406호",김민규내과의원,02-502-7780,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.42827812820284,126.99254321132143
"경기도 과천시 별양상가3로 11, 8층 801호 (별양동, 뉴코아)",C,0,,속편한내과의원,02-504-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.42629584527778,126.99186101677005
"경기도 과천시 새술막길 39 (중앙동, KT스마트타워 3층 일부)",C,0,KT스마트타워 3층 일부,이기헌내과의원,02-438-3435,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.4294421884,126.9917341347
"경기도 과천시 별양로 182-2, 2층 203~204호 (부림동, 시대빌딩)",C,0,시대빌딩 203호~204호,이내과의원,02-502-7178,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1430,0830,,,1230,0830,37.434098916458204,126.99815147713127
"경기도 과천시 별양상가3로 5 (별양동, 유니온빌딩 203호)",C,0,국민은행2층 203호,정선문내과의원,02-502-8549,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,37.42665258724266,126.9911424507585
"경기도 과천시 별양로 64, 2층 201~202호 (별양동, 의료상가)",C,0,,좋은내과의원,02-507-1255,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,1300,0900,37.42444707422837,126.993967107813
"경기도 과천시 별양로 28 (원문동, 래미안 슈르상가 B동 3054호~3060호 )",C,0,,탑내과의원,02-502-8833,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0830,,,,,37.42136742463719,126.99163895215122
"충청남도 서산시 안견로 194 (동문동, 터미널타워)",C,0,터미널 옆에 있음,연세허수범내과의원,041-664-2923,,1800,0800,1800,0800,1800,0800,1400,0800,1800,0800,1600,0800,,,,,36.7811713408715,126.4590668364757
충청남도 서산시 안견로 184-2 (동문동),C,0,터미널 맞은편/대흥약국 2층,윤재철내과의원,041-665-9775,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0800,,,,,36.7821413061515,126.45915413895147
충청남도 서산시 안견로 184-6 (동문동),C,0,터미널맞은편/서울치과 옆건물,이기천내과의원,041-664-7511,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1200,0800,,,,,36.782147292089206,126.45888523784708
"충청남도 서산시 안견로 216, 2층 (동문동)",C,0,하나은행 맞은편,최석주내과의원,041-669-1879,,1800,0800,1800,0800,1300,0800,1800,0800,1800,0800,,,,,,,36.7792568325445,126.45887619222282
"경기도 남양주시 별내3로 340, 3층 302호 (별내동)",C,0,,서봉수내과의원,031-575-8778,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,,,1600,0900,1300,0900,37.667695360357314,127.11663506153631
전라남도 여수시 여서1로 73 (여서동),C,0,,안재수내과의원,061-654-2450,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,34.75342507059218,127.70520316036618
경상남도 합천군 합천읍 옥산로 65,C,0,가람식자제 부근,김경호내과의원,055-934-2324,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.56846461956381,128.1622476202933
경상남도 합천군 합천읍 옥산로 90,C,0,합천군청 부근,이홍석내과의원,055-934-0055,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,35.56787051496298,128.1650714054408
"경상남도 합천군 합천읍 옥산로 68, 2층",C,0,,합천속편한내과의원,055-996-9888,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.568124262119355,128.1626880920888
충청남도 서산시 안견로 246,C,0,대신증권옆건물,강내과의원,041-665-7401,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.77807718705582,126.45629017431224
충청남도 서산시 안견로 178,C,0,"터미널옆쪽, 삼성생명 빌딩 맞은편.",권내과의원,041-668-6799,,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,1300,0800,,,,,36.78250925620117,126.45915349010593
충청남도 서산시 시장6로 31 (동문동),C,0,서산새마을금고 옆/서산터미널→동부시장 입구,김경중내과의원,041-667-3003,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1430,0800,,,1100,0800,36.782394594248004,126.45778565462001
"충청남도 서산시 예천1로 24, 202층 (예천동, JS빌딩)",C,0,,서산열린내과의원,041-429-3100,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1300,0830,,,1300,0830,36.7690990657,126.4470729708
"충청남도 서산시 율지6로 5 (동문동, 성일빌딩)",C,0, 동문2동사무소 앞.,서산조은내과의원,041-429-0011,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0800,,,,,36.781034621043936,126.45991469106926
"충청남도 서산시 안견로 191 (동문동,서인크리닉 5층, 6층(603호))",C,0,터미널출구맞은편,성내과의원,041-664-2888,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0800,,,1300,0800,36.78136163699328,126.45963207085848
충청남도 서산시 시장4길 25-6 (동문동),C,0,터미널 바로 건너편,속편한서산내과의원,041-664-4944,,1900,0810,1900,0810,1900,0810,1900,0810,1900,0810,1400,0810,,,,,36.782059897294815,126.45783477753702
"충청남도 서산시 안견로 190, 서산공용버스터미널 2층 (동문동)",C,0,올리브영건물 2층,수내과의원,041-667-8600,,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,1500,0800,,,1500,0800,36.782144330853946,126.45817025239877
충청남도 서산시 대산읍 구진천로 12,C,0,신한은행2층,신내과의원,041-681-4773,,1830,0830,1830,0830,1300,0830,1830,0830,1830,0830,1300,0830,,,,,36.93824673617688,126.43443499503962
"경기도 동두천시 지행로 56, 504,505호 (지행동)",C,0,,속내과의원,031-868-6080,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,37.8920699686176,127.05337363293327
경기도 동두천시 중앙로 267  (생연동),C,0,,이영길내과의원,031-868-4670,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.90525126667811,127.0536762749827
경기도 동두천시 중앙로 112  (지행동),C,0,,이은종내과의원,031-862-8700,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,37.891579216627825,127.05235697963334
경기도 동두천시 중앙로 280-5 (생연동),C,0,,이종선내과의원,031-862-0725,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.906488115786516,127.05462574675974
경기도 동두천시 큰시장로 43 삼풍빌딩1층 (생연동),C,0,,임내과의원,031-867-6793,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.900188325468186,127.05294048622908
"경기도 동두천시 지행로 59, 3층 (지행동, M클리닉센터)",C,0,,지행탑내과의원,031-857-5656,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1300,0900,,,,,37.8926896329,127.0537833558
"경기도 파주시 미래로 369-13, 503호 (동패동, 한울프라자)",C,0,,Dr리더스내과의원,031-957-7517,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1530,0830,,,,,37.71104558578215,126.74528180151148
"경기도 파주시 미래로 375, 삼성메디컬 프라자 502, 503, 504호 (동패동)",C,0,,SOK속편한내과의원,031-959-2288,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1430,0800,,,,,37.71140355170894,126.74585265755661
경기도 파주시 미래로 620  (와동동),C,0,,교하성모내과의원,031-947-0119,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,37.73244686425747,126.75106616579771
"경기도 파주시 와석순환로 347, 201호 (와동동,월드메르디앙아파트1차상가)",C,0,,김기범내과의원,031-948-1551,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.72657012653689,126.74401882836216
경기도 파주시 문화로 57 (금촌동),C,0,,김내과의원,031-944-4769,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.759403779296264,126.77619732655765
"경기도 파주시 후곡로 1, 경기빌딩 304호 (금촌동)",C,0,,김용현내과의원,031-957-7889,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,37.75744289765179,126.77409082375473
경기도 파주시 금정28길 20 (금촌동),C,0,,김재헌내과의원,031-941-8480,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.76376303407809,126.77309955993289
경기도 파주시 와석순환로 125  (동패동),C,0,이마트 옆,김형진내과의원,031-957-1970,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.71211717358522,126.74585423443105
"경기도 파주시 교하로 75, 403,404호 (목동동)",C,0,,늘푸른내과의원,031-957-6661,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.7286129935,126.7332160654
경기도 동두천시 동광로 82 (생연동),C,0,,김영진내과의원,031-862-3223,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.908739131325134,127.05744747691742
"경기도 파주시 청석로 260, 4층 (동패동,트리플메디컬타워)",C,0,,연세내과의원,031-944-6655,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.72519203644188,126.71774731989966
"경기도 파주시 와석순환로 133, 형성프라자 304호 (동패동)",C,0,,연세믿음내과의원,031-8070-0111,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.71213358796513,126.7451334069695
"경기도 파주시 미래로 371, 5층 501,502,503,504호 (동패동)",C,0,,연세봄내과의원,031-8035-6655,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1300,0900,37.71108277886691,126.74584014397143
"경기도 파주시 후곡로 3, 2층 203호, 3층 304호 (금촌동)",C,0,,연세송내과의원,031-8070-1198,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,37.757158069,126.7740434382
"경기도 파주시 와석순환로 70, 301호 (야당동, 신운정프라자2)",C,0,,우리내과의원,031-957-5966,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.7104965579,126.7514808151
"경기도 파주시 교하로 87, 삼성프라자 403 404호 (목동동)",C,0,,우리들내과의원,031-941-3317,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,1300,0900,,,37.7276343472,126.7339274077
경기도 파주시 미래로602번길 3  (와동동),C,0,,운정삼성내과의원,031-8071-5558,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.731287657683914,126.7516463412853
경기도 파주시 금빛로 24-27  (금촌동),C,0,,유성재내과의원,031-957-8998,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,37.75195370912121,126.76827522550698
경기도 파주시 아동로 9 (금촌동),C,0,,윤내과의원,031-941-4054,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.76444086289245,126.77561739967516
서울특별시 강남구 논현로 327,C,0,구 역삼세무서 사거리에서 도곡동 방향,역삼성모내과의원,02-539-0078,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,37.494451241358846,127.03963420492062
"경기도 파주시 광탄면 등원로 527, 4층 (광탄농협)",C,0,,차성철내과의원,031-942-5119,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,37.78336093890265,126.84490904110172
"경기도 파주시 문산읍 문향로 72-1, 6층 601,602,603,604호",C,0,,최지호내과의원,031-954-1100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,1200,0900,1200,0900,37.85736270937622,126.7840974421679
경기도 파주시 탄현면 사슴벌레로 28,C,0,,한사랑내과의원,031-8071-0066,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.775426211772284,126.70271418725546
경기도 금빛로 27 (광장프라자 403호),C,0,,홍성표내과의원,031-949-2025,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.7522596949,126.7662786792
"경기도 파주시 문산읍 문산역로 107, 2층 (청도훼미리맨션코아)",C,0,,황효주내과의원,031-952-9225,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.8557788641,126.7867057408
"경기도 파주시 조리읍 고봉로 1039, 아트텔 3층 302호",C,0,,문환철내과의원,031-948-7581,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.7438087285,126.8082670632
경기도 파주시 청석로 272,C,0,,서울삼성내과의원,031-949-9475,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.726143995628746,126.71777487443092
"경기도 파주시 후곡로 21, 파워프라자 301호 (금촌동)",C,0,,속편한내과의원,031-943-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.7554349186795,126.77375654196355
"인천광역시 계양구 효서로 380 (작전동, 신현대타운)",C,0,작전현대2차@정문쪽 동서한의원건물3층,건강한내과의원,032-544-5475,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.52761534501547,126.738126192617
"인천광역시 계양구 경명대로 1048, 3층 일부호 (계산동)",C,0,계산삼거리 부평초교근처,김석연내과의원,032-555-0600,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.543048354428635,126.72303399543462
"인천광역시 계양구 장제로 911, 3층 (병방동)",C,0,병방시장부근 세계약국건물 3층,김승호내과의원,032-548-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.547850151361885,126.74066379400823
충청남도 금산군 금산읍 인삼로 79  ,C,0,농협 중앙회 맞은편 하나은행 옆,한현석내과의원,041-752-1155,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1200,0830,,,,,36.103131925232496,127.49057328422967
