주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"부산광역시 수영구 수영로 577, 6층 (광안동)",C,0,2호선 광안역 4번출구,유대우외과의원,051-758-8080,,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,,,,,,,35.157336140400005,129.11271932330166
"인천광역시 계양구 경명대로 1115, 602호 (계산동, 인평프라자)",C,0,"임학역 4번 출구, 임학중학교 맞은편",J&B학운외과의원,032-554-7738,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.5434810806,126.7309351352
대구광역시 중구 국채보상로 716 (동인동4가),C,0,,부강연합외과의원,053-252-1190,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1200,0830,,,1200,0830,35.86839975546586,128.60887599957312
경상남도 창녕군 남지읍 동포로 11,C,0,삼성화재 근처,김외과의원,055-526-5225,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.39019085424007,128.48161378660006
부산광역시 수영구 수영로384번길 39 (남천동) 3층,C,0,2호선 남천역 3번출구/청운빌딩 3층,최원만외과의원,051-627-0291,,1700,0930,1700,0930,1700,0930,1700,0930,1700,0930,1300,0930,,,,,35.13952511760636,129.1082041492856
"경기도 이천시 이섭대천로 1203, 3층 (중리동, 하나빌딩)",C,0,,미래로연합외과의원,031-634-9195,,1930,0830,1930,0830,1930,0830,1930,0830,1930,0830,1400,0830,,,,,37.27776104979999,127.4465001744
"경기도 이천시 중리천로 76, 401호 (중리동, 라온펠리스)",C,0,라온팰리스 4층,서울삼성연합외과의원,031-637-3119,,2200,0800,2200,0800,2200,0800,2200,0800,2200,0800,2200,0800,2200,0900,2200,0900,37.278441483860526,127.4457419603812
경기도 이천시 이섭대천로 1212 (창전동),C,0,,서울외과의원,031-633-1122,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,37.27838611111111,127.44710555555556
경기도 시흥시 월곶중앙로 90  (월곶동),C,0,,파티마외과의원,031-317-4341,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.39024839342388,126.7357477676685
경상북도 포항시 남구 연일읍 연일중앙로 19,C,0,,신명준외과의원,054-285-8001,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,1300,0900,1300,0900,35.99760444607881,129.34633924520548
충청남도 부여군 부여읍 중앙로 3,C,0,터미널 맞은편,제일외과의원,041-833-8575,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1500,0830,,,,,36.28077688563982,126.91078912135063
전라남도 순천시 신월큰길 1-4,C,0,홈플러스바로 옆,연합홍문외과의원,061-724-0975,,1830,0900,1830,0900,1830,0900,1200,0900,2100,0900,1200,0900,,,,,34.96042587913025,127.52078887719995
"경기도 남양주시 와부읍 덕소로 87-1, 2층",C,0,,덕소성외과의원,031-577-6596,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1500,1000,37.586380555555557,127.212336111111114
경상북도 김천시 김천로 92  (평화동),C,0,,강외과의원,054-431-1311,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,36.12433710643218,128.11218600817662
경상북도 김천시 김천로 174  (남산동),C,0,,안외과의원,054-432-9999,,1800,0900,1800,0900,1230,0900,1800,0900,1800,0900,1230,0900,,,,,36.12005574272919,128.119834014331
충청북도 진천군 진천읍 중앙북4길 30,C,0,kt전화국,성심흉부외과의원,043-533-2900,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1700,0900,1700,0900,1700,0900,36.85736684140172,127.44317916284584
"경기도 시흥시 정왕대로 174, 301호,306-308호 (정왕동, 광개토빌딩)",C,0,,동서외과의원,031-433-8275,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1800,0900,1700,1000,1700,1000,37.348042965648204,126.7334850651287
"인천광역시 중구 우현로 41, 2층 (신포동)",C,0,,성모외과의원,032-773-7772,,,,,,,,,,,,,,,,,
"서울특별시 영등포구 여의대방로 383, 3층 (여의도동, 경도빌딩)",C,0,인도네시아 대사관 맞은편,성모외과의원,02-786-2334,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,,,,,,,37.51934341811493,126.93150430362685
"서울특별시 영등포구 경인로 729, 지하1,1,2층 (문래동2가)",C,0,문래동 사거리,영등포종도외과의원,02-2678-3233,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1600,1300,,,,,37.512702802777404,126.89450571390887
"서울특별시 영등포구 가마산로 354, 송림빌딩 2층 (대림동)",C,0,대림3동 사거리 인근,우리들외과의원,02-835-2500,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.5001317396,126.8983367893
"서울특별시 영등포구 경인로 841, 5층 (영등포동4가, 영등포우체국)",C,0,영등포우체국 5층,유앤유외과의원,02-2068-0424,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.51652919427212,126.90604253287945
경상남도 남해군 남해읍 화전로 106-1,C,0,농협 옆,남해삼성외과의원,055-862-9975,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,34.84071080110001,127.8940587675
"서울특별시 동작구 동작대로 25, 6층 (사당동)",C,0,,연세흉부외과의원,02-523-7007,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.47874444398077,126.98134549907533
"서울특별시 동작구 동작대로 89, 3층 (사당동, 골든세네마타워)",C,0,이수역 7번출구 골든시네마타워 301호,구원창문외과의원,02-583-0009,,1800,0900,1800,0900,2000,0900,1800,0900,1800,0900,1400,0900,,,,,37.4846154681034,126.98166514808764
서울특별시 동작구 동작대로 51 (사당동),C,0,"사당역과 이수역 중간지점, 현대자동차 길 건너편",김용철외과의원,02-523-5544,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.48118800353197,126.98148961003053
"서울특별시 동작구 보라매로5가길 16, 506,507호 (신대방동)",C,0,신대방동 롯데백화점 관악점 근처 위치 ,정다운외과의원,02-6274-7575,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1600,0900,,,,,37.491297222222222,126.924002777777773
"서울특별시 광진구 자양로 281, 2층 (구의동)",C,0,아차산역 2번출구,일신외과의원,02-2201-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.551089917117494,127.09148400671913
경기도 가평군 조종면 현창로 39 (김의과의원),C,0,현리 버스터미널 맞은편,김외과의원,031-585-2200,,2030,0700,2030,0700,2030,0700,2030,0700,2030,0700,2030,0700,,,2030,0700,37.8183202311,127.3481385951
"서울특별시 강서구 강서로 385, 4층 401~403호 (마곡동, 우성에스비타워)",C,0,발산역 2번 출구,봄날의외과의원,02-2138-1064,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.5600930886,126.8383060298
"서울특별시 강서구 화곡로 176-4, 6층 (화곡동, 화곡메디칼빌딩)",C,0,화곡역 3번출구 6층,비너스여성외과의원,02-2690-6075,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.54165893411954,126.8411475016767
"경기도 포천시 영북면 영북로 180-1, 2층",C,0,,성심외과의원,031-532-3500,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,38.0903286101851,127.27519273765009
경기도 포천시 구절초로 17 (신읍동),C,0,,포천외과의원,031-535-4756,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.89567364884934,127.20261312490507
경기도 포천시 구절초로 16-1 (신읍동),C,0,,홍외과의원,031-535-9740,,1700,0930,1700,0930,1700,0930,1700,0930,1700,0930,1400,0930,,,,,37.89586411843596,127.20293087007738
경상남도 밀양시 밀성로 12 (내이동),C,0,밀성여자중학교,신일외과의원,055-355-3877,,1800,0900,1800,0900,1230,0900,1800,0900,1800,0900,1230,0900,,,,,35.501783639362046,128.7496315877964
서울특별시 강서구 월정로 140 (화곡동),C,0,까치산역 4번출구 도보 10~15분,황외과의원,02-2695-6300,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,1200,0900,37.53145490949045,126.83768452638249
전라남도 해남군 해남읍 홍교로 27,C,0,홍교주차장 바로 앞,김동식외과의원,061-535-2256,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230,0800,,,1230,0800,34.56971853714762,126.5993672057106
"울산광역시 남구 삼산로 216, 5,6,11층 (달동)",C,0,,비너스외과의원,052-716-0075,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.537774396,129.3309313481
충청북도 증평군 증평읍 중앙로 203,C,0,,우외과의원,043-836-7887,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,1230,0900,36.78420001099173,127.58122610750081
울산광역시 남구 삼산로 273 12층,C,0,킴스빌딩 8층,송은영유반외과의원,052-266-6075,,1800,0900,1930,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.53951003016111,129.33678472810945
울산광역시 남구 삼산로 281,C,0,,울산정백외과의원,052-273-1717,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,35.53961070167338,129.3376418389862
"울산광역시 남구 삼산로 260, 9층 (삼산동, 주연클리닉)",C,0,,유사랑외과의원,052-260-6075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.538724999999999,129.335633333333334
"경상남도 진주시 대신로 294, 7, 8층 (상대동)",C,0,,삼성홍문외과의원,055-762-8118,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1245,0900,,,,,35.188696526447714,128.12242325015683
"울산광역시 남구 북부순환도로 13, 5층 (무거동, 보령메디칼빌딩)",C,0,좋은삼정병원 맞은편,김형규학문외과의원,052-224-0717,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.5514562074,129.2651454873
"울산광역시 남구 삼산로 283, 소망빌딩 7층 (삼산동)",C,0,,다정흉부외과의원,052-267-7582,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1600,1000,,,,,35.539735745909695,129.3379686809852
"울산광역시 남구 삼산로 231, 울산 센트럴 자이 4층 411호 (달동)",C,0,,바른맥흉부외과의원,052-267-7500,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,,,,,35.538858173653026,129.33266484327675
"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 307-1, 308호 (장항동)",C,0,,새봄외과의원,031-901-7777,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.6583994242,126.7733956474
경기도 안산시 단원구 광덕3로 178  (고잔동),C,0,,고려정외과의원,031-487-9897,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.31206502736806,126.83235233977746
"울산광역시 남구 삼산로 274, 15층 (삼산동, W-CENTER)",B,0,,울산청맥외과병원,052-266-2975,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.5389445961,129.3371343197
"울산광역시 남구 삼산중로 65, 8층 (달동)",C,0,,이희정유앤갑외과의원,052-227-8880,,1930,1000,1400,1000,1930,1000,1930,1000,1930,1000,1600,1000,,,,,35.5393152919,129.3351166324
울산광역시 남구 번영로 96 (달동),C,0,달동주공아파트 맞은편,탑흉부외과의원,052-266-7077,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1200,0930,,,,,35.53423540474715,129.32979272558475
경기도 고양시 일산동구 정발산로 43-20,C,0,,유앤미여성외과의원,031-901-6075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.65824554255413,126.7735188502087
"서울특별시 강남구 테헤란로 410, 5층 503~505호 (대치동, 금강타워)",C,0,선릉역 1번 출구,강남아름다운유외과의원,02-3453-7575,,1900,1000,2100,1300,1900,1000,2100,1300,1900,1000,1400,1000,,,,,37.5045542914,127.0507305601
경기도 고양시 일산동구 중앙로 1080,C,0,,일산수외과의원,031-901-5397,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.645711305372586,126.78505576608721
"울산광역시 남구 삼산중로 56, 1~2층 (삼산동, UM빌딩)",C,0,,화사한외과의원,052-716-1192,,2100,0900,1800,0900,2100,0900,1800,0900,2100,0900,1300,0900,,,1300,0900,35.5385139408,129.3357371989
"경기도 고양시 일산동구 중앙로 1172 (마두동, 그랜드프라자 411호 일부)",C,0,,진외과의원,031-901-3984,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.651649763124986,126.77839428185434
경기도 고양시 일산동구 정발산로 43-20,C,0,,푸른맥외과의원,031-908-3575,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,,,37.658400272313465,126.77339598250649
"울산광역시 남구 대학로 138, 5층 (무거동, 신정빌딩)",C,0,신복로타리에서 울산대 방향 울산대후문 근처 신한은행 건물 5층,굿모닝창문외과의원,052-249-8275,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,1300,0900,35.54682812469723,129.26208362403867
경기도 수원시 권선구 경수대로 321 (세류동),C,0,,한마음외과의원,031-235-7766,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.255736421507535,127.02122548381044
전라남도 화순군 능주면 죽수길 99,C,0,능주버스정류장 근처 ,명인외과의원,061-371-0202,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1230,0830,,,,,34.99196782644164,126.95792748076732
"대구광역시 수성구 달구벌대로 2421, 5층 (범어동)",C,0,,퀸스유외과의원,053-421-6875,,1800,0900,1800,0900,2000,0900,1800,0900,1800,0900,1500,0900,,,,,35.85943859695623,128.62764221126156
대구광역시 수성구 파동로 204 (파동),C,0,,현대연합제통외과의원,053-763-4328,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,1500,0900,35.821036363807735,128.61215326479277
"대구광역시 수성구 달구벌대로 3117, (시지동)",C,0,,유스외과의원,053-792-1919,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.842791666666663,128.698133333333345
경기도 성남시 분당구 돌마로 68,C,0,,좋은하루외과의원,031-719-8275,,1800,0930,1800,0930,1800,0930,1800,1400,1800,0930,1500,0930,,,,,37.3497741973071,127.10954953423234
"경기도 성남시 분당구 성남대로 385, 503호 (정자동, 분당클리닉)",C,0,분당클리닉503호,최성림유외과의원,031-713-3510,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.37057134153251,127.10748963804796
경기도 성남시 분당구 서현로 192,C,0,,연세베스트외과의원,031-707-7100,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.38769999208308,127.12420671207596
"경기도 성남시 분당구 서현로 184, 엘지분당에클라트 208호 (서현동)",C,0,,연세유앤유외과의원,031-781-6875,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.38777150072125,127.12442972072793
대구광역시 수성구 청수로 11 (중동),C,0,,황보외과의원,053-762-7248,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,1300,0930,35.841283115785,128.60941206359197
경기도 성남시 분당구 돌마로 46,C,0,,수흉부외과의원,031-715-7536,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.34970803765696,127.1069806807031
"부산광역시 금정구 온천장로 136-1, 패밀리외과병원 지하1~지상6층 (장전동)",C,0,1호선 온천장역 3번 출구,패밀리외과의원,051-515-0079,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.22258059463877,129.08562892498693
"경기도 성남시 분당구 야탑로81번길 10, 3층 310호 (야탑동, 분당아미고타워)",C,0,,황혜원유외과의원,031-622-0011,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.41059574096712,127.1282085119275
대구광역시 수성구 수성로 244 (중동),C,0,,정무달외과의원,053-762-3003,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,1300,0930,35.847397222222220,128.613225000000000
"대구광역시 수성구 동대구로 311, 12층 (범어동,애플타워)",C,0,,수외과의원,053-423-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,35.85814968483928,128.62515102637988
대구광역시 수성구 달구벌대로 2514,C,0,,조외과의원,053-756-4669,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.858492378939346,128.63759890213393
강원도 양양군 양양읍 양양로 48,C,0,양양읍 남문리 (축협 맞은편),중앙외과의원,033-672-0911,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1500,0830,1500,0900,,,38.07620026467844,128.6236882312398
"경상남도 창원시 마산회원구 내서읍 삼계로 12, 4층 402호",C,0,롯데마트 근처,시원한통사랑외과의원,055-231-7573,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.232247866281256,128.50349862090636
경상남도 창원시 마산회원구 내서읍 삼계4길 17,C,0,롯데마트 뒤,큰사랑외과의원,055-232-3160,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.232974140615866,128.5036441497835
경상남도 창원시 마산회원구 3·15대로 800  (합성동),C,0,시외버스터미널 부근,경남학문외과의원,055-256-0975,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,35.24242101474464,128.58602885282338
경상남도 창원시 마산회원구 3.15대로 727,C,0,합성교회 옆,김창수수외과의원,055-253-7532,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.23724987407067,128.58119606658104
경상남도 창원시 마산합포구 문화북1길 25-1,C,0,SK금성주유소 뒷편,남마산외과의원,055-246-2797,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.1878670854823,128.561370531762
"경상남도 창원시 마산합포구 삼호로 45, 4, 5층 (산호동)",C,0,마산 산호동 홈플러스 맞은편,서울대화외과의원,055-241-2119,,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200,0900,1900,1000,1900,1000,35.2214516288,128.585374956
경상남도 창원시 마산합포구 진동면 진북산업로 31,C,0,,서울명외과의원,055-272-0083,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.11903069670708,128.48787938752713
경상남도 창원시 마산합포구 북성로 87,C,0,마산상남동우체국 맞은편,마산제일외과의원,055-245-3456,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.21497037103513,128.5704722232074
"인천광역시 연수구 컨벤시아대로 165, 4층 (송도동, 동북아트레이드타워)",C,0,포스코타워송도 4층,송도외과의원,032-230-5500,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.389242164573936,126.64421397858825
전라북도 전주시 완산구 여울로 19 (서신동),C,0,롯데백화점후문 코뎀빌딩5층,전주서울하정외과의원,063-271-2800,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.835219094698175,127.12132337103411
전라북도 전주시 덕진구 백제대로 752 (인후동2가),C,0,,전주외과의원,063-242-0088,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.8457752401,127.1511950302
"전라북도 전주시 완산구 백제대로 241, 1,2층 (중화산동2가)",C,0,전주병원맞은편 이중본옆,학문외과의원,063-227-0377,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,35.81470438658024,127.1226700369199
"경상남도 창원시 마산합포구 북성로 99 (상남동, 동광빌딩)",C,0,롯데리아 2층,회산흉부외과의원,055-223-1177,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.216061500864264,128.5702205892038
전라북도 전주시 완산구 용머리로 177-1 (효자동1가),C,0,효자동주공@3단지정문에서서부시장쪽으로30m건너편,최외과의원,063-221-1374,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.80688892540468,127.12949364587209
"경상남도 창원시 마산합포구 문화의길 5 (오동동, 창동학문외과의원)",C,0,새마을금고 부근,창동학문외과의원,055-223-0975,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,35.2068573433,128.5799742023
"인천광역시 연수구 청능대로 103, 3층 (연수동, 비와이씨)",C,0,"롯데마트옆, BYC3층",연수함문외과의원,032-821-0565,,1830,0900,1830,0900,1830,0900,1300,0900,1830,0900,1300,0900,,,,,37.41364588823042,126.67626257241417
"인천광역시 연수구 먼우금로 194, 3층 304호 (연수동, 두손메카)",C,0,"롯데마트, 힘찬병원 옆",우리외과의원,032-814-9393,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0830,,,,,37.41443714215243,126.67698439280477
인천광역시 연수구 앵고개로246번길 10 (동춘동),C,0,,이강연유외과의원,032-818-6825,,1800,0900,1800,0900,1900,0900,1800,0900,1800,0900,1400,0900,,,,,37.40841518392372,126.67060588897338
