주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
부산광역시 수영구 광안해변로 431 (민락동),C,0,버스정류장: 민락동교차로/현소빌딩 2층,우리가정의학과의원,051-757-4020,,1900,0900,1900,0900,1700,0900,1900,0900,1900,0900,1400,0900,,,,,35.160026447072816,129.12934250553948
부산광역시 수영구 구락로 69 (망미동),C,0,버스정류장: 망미동 우리은행건너편 2층,이종열가정의학과의원,051-752-2215,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.17339438539292,129.11686195766506
"부산광역시 수영구 광안해변로 95, 104호 (남천동, 비치아파트A상가)",C,0,버스정류장: 삼익비치타운 아파트 상가,임은주가정의학과의원,051-622-9112,,1700,0930,1230,0930,1700,0930,1230,0930,1700,0930,1230,0900,,,,,35.14335071120595,129.11455189308592
"울산광역시 울주군 청량읍 삼정로 90, 1층",C,0,쌍용하나빌리지,하나가정의학과의원,052-225-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1330,0900,,,,,35.495725613192306,129.23700284337434
"울산광역시 울주군 온양읍 남창1길 50, 2층",C,0,우체국 근처,남창가정의학과의원,052-238-9672,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.41725926285487,129.28098963518872
"경기도 이천시 부발읍 경충대로 2096-4, 209호",C,0,,Dr.배 가정의학과의원,031-694-4846,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.25210645069622,127.49031739621032
"경상남도 진주시 동진로 176, (상대동)",C,0,시청 근처,김영선가정의학과의원,055-754-2855,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.17943901722323,128.11022935597793
"경기도 시흥시 정왕신길로49번길 19, 203호 (정왕동, 서해아파트2차상가)",C,0,,하나가정의학과의원,031-433-7585,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,,,1600,0900,37.35966930409296,126.72733261570173
"경기도 남양주시 미금로 14 (도농동, 도농센트레빌아파트)",C,0,,행복한연세가정의학과의원,031-554-6060,,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,1430,0800,,,,,37.6062825031,127.1528788437
"경기도 남양주시 화도읍 비룡로 341, 2층",C,0,,늘푸른가정의학과의원,031-514-1300,,1830,0900,1900,0900,1830,0900,1900,0900,1830,0900,1300,0900,,,,,37.68145277986366,127.3039072226643
"경기도 남양주시 와부읍 덕소로 180, 210호 (두산위브아파트상가)",C,0,,세브란스가정의학과의원,031-521-4696,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.57998591688676,127.21640626968323
"경기도 남양주시 화도읍 수레로1233번길 11, 203~205호 (경향아파트상가)",C,0,,연세가정의학과의원,031-511-0697,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.64701433141729,127.30124341537326
"경기도 시흥시 죽율로 38, 상가동 2층 206호 (죽율동)",C,0,,봉봉가정의학과의원,031-432-2520,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1200,0900,37.34800142595986,126.76128510222253
"경기도 남양주시 진건읍 진건오남로 90, 2층, 3층",C,0,한신1차 아파트 입구,연세가정의학과의원,031-573-0599,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.6587261809292,127.17834654818546
경기도 수원시 팔달구 세지로 420 (우만동),C,0,,조&윤가정의학과의원,031-252-8251,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.28631919991228,127.03083106096875
"경상북도 김천시 송설로 32  (부곡동, 부곡주공아파트)",C,0,,손가정의학과의원,054-432-3488,,1750,0900,1750,0900,1750,0900,1750,0900,1750,0900,1330,0900,,,,,36.12245438919654,128.0887316804346
"경상북도 김천시 부곡길 206  (부곡동, 부곡우방타운)",C,0,,신가정의학과의원,054-434-8275,,1830,0845,1830,0845,1830,1400,1830,0845,1830,0845,1300,0845,,,,,36.124056781326644,128.10076338889277
경기도 시흥시 매화1로 3  (매화동),C,0,,매화가정의학과의원,031-313-2202,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.41560880923498,126.81473723734207
"경기도 시흥시 배곧1로 27-15, 2층 201~202호 (정왕동, 한라비발디캠퍼스)",C,0,,365서울가정의학과의원,031-319-6429,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,37.3653410289,126.7127700954
경기도 시흥시 월곶중앙로 90,C,0,,이신우가정의학과의원,031-317-3993,,1830,0930,1830,0930,,,1830,0930,1830,0930,1300,0900,,,,,37.39024013372213,126.73574477667637
경기도 시흥시 새재로7번길 6  (장현동),C,0,,장현가정의학과의원,031-318-6347,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.380738737299566,126.80100365832428
경기도 시흥시 중심상가로 228  (정왕동),C,0,,정가정의학과의원,031-319-6854,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1400,1000,37.34222387159368,126.73929961080572
"서울특별시 영등포구 여의대방로 417, A동 203호 (여의도동, 대교상가)",C,0,"한양아파트앞 교차로, 대교아파트 상가 A동 203호",노상우가정의학과의원,02-782-1475,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1200,0930,,,,,37.52098518075799,126.93416069052122
"서울특별시 영등포구 당산로 42, 4층 (문래동3가, 삼성홈플러스)",C,0,,밸런스가정의학과의원,02-2165-8288,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.51825784574409,126.89593110855634
서울특별시 영등포구 신풍로 39 (신길동),C,0,신풍역 6번출구 나오면 농협 바로 있음,성심가정의학과의원,02-833-2490,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1400,0900,,,,,37.50025332063527,126.91052887379064
서울특별시 영등포구 대림로22길 37,C,0,대림갑을명가아파트 앞 상가,아이행복가정의학과의원,02-833-6114,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.49560679226234,126.90439767490375
서울특별시 영등포구 영등포로 356,C,0,,연세가정의학과의원,02-834-9826,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.51457400593917,126.91774730753272
"서울특별시 영등포구 가마산로 439-1, 2층 (신길동)",C,0,,연세부영가정의학과의원,02-846-0308,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.505349004477004,126.90537796027522
"서울특별시 영등포구 신풍로 46, 2층 (신길동)",C,0,,권가정의학과의원,02-846-6891,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.49991856429844,126.91108228068478
"서울특별시 영등포구 도신로64길 10, 2층 (신길동)",C,0,,김철수가정의학과의원,02-842-8802,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1200,0930,,,,,37.512220783400366,126.91842195168991
"서울특별시 동작구 여의대방로44길 47, 210층 (대방동, 주공아파트상가)",C,0,"숭의여중·고등학교 인근 대방주공2단지아파트 상가 내 
",송가정의학과의원,02-817-1655,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.50978856149922,126.92967828295556
"서울특별시 동작구 신대방2길 3, 2층 (신대방동)",C,0,신대방역 4번출구,신대방가정의학과의원,02-844-3655,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,37.487792587441014,126.91262121552518
서울특별시 동작구 양녕로 189  (상도동),C,0,,연세가정의학과의원,02-823-0816,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,37.498222976465414,126.94343391425998
"경기도 포천시 영북면 영북로 189, 2층",C,0,,삼성가정의학과의원,031-534-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,38.09107696832742,127.2741650382234
"서울특별시 동작구 시흥대로 676, 2,3층 (신대방동, 창성빌딩)",C,0,강남성심병원 인근 창성빌딩 2층,최영상의학과가정의학과의원,02-841-6046,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,1500,1000,1500,1000,37.4916999284367,126.90915838585786
"서울특별시 광진구 아차산로 502, 2층 205호 (광장동, 진넥스 오딧세이)",C,0,,수가정의학과의원,02-3436-1117,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5413581401,127.0972338155
"서울특별시 동작구 성대로 76, 2층 (상도동)",C,0,"성대시장 안, 안일약국 건물 2층",삼성가정의학과의원,02-824-8868,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.497667071022526,126.93474029575176
경기도 가평군 가평읍 가화로 121,C,0,,서울가정의학과의원,031-581-7558,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.83061467227555,127.5132085242611
"서울특별시 동작구 양녕로 268, 2층(상도1동)",C,0,"상도역 5번출구에서 상도터널방면 50m. 마을버스 01,10번 정류소앞.",상도사랑가정의학과의원,02-822-9911,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.503498135882054,126.94885848910756
서울특별시 강서구 강서로56나길 110,C,0,발산역 근처,백가정의학과의원,02-2658-8045,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,37.56288725522421,126.84257553640803
"서울특별시 강서구 가로공원로76길 56, 2층 (화곡동)",C,0,서울월정초등학교 인근 우리은행 화곡동지점 맞은편,서울가정의학과의원,02-2694-7500,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,37.53452026971559,126.83780349075084
"서울특별시 강서구 곰달래로49길 29, 2층 (화곡동, 산호빌딩)",C,0,"지하철 5호선 까치산역->버스이용 (화곡남부시장,성석교회) 
상세위치는 전화문의 가능",성모탑가정의학과의원,02-2607-7979,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1630,0900,,,,,37.53295101122151,126.85758021581566
"서울특별시 강서구 공항대로 34, 2층 (공항동)",C,0,,송정가정의학과의원,02-2664-7580,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.560972222222219,126.810919444444451
"서울특별시 강서구 양천로 731, 상가동 202~204호 (염창동, 동아3차아파트)",C,0,동아3차아파트 상가2층,신앤윤가정의학과의원,02-2063-8275,,1830,0900,1830,0900,,,1830,0900,1830,0900,1400,0900,,,,,37.54939218674551,126.87707370384209
경상남도 밀양시 가곡7길 3 (가곡동),C,0,가곡동 축협,세광가정의학과 의원,055-355-7571,,1800,0900,1800,0900,1800,0900,1800,1330,1800,0900,1230,0900,,,,,35.474935134484575,128.7674914311307
경상남도 밀양시 상남면 고노실길 4,C,0,대동아파트,예림가정의학과의원,055-355-7470,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.45905719866363,128.75137120785217
서울특별시 강서구 강서로16길 32 (화곡동),C,0,,건강한가정의학과의원,02-2696-7511,,1830,0900,2000,0900,1330,0900,2000,0900,1830,0900,1400,0900,,,,,37.5330797875,126.8481260381
서울특별시 강서구 방화동로 18  (공항동),C,0,,김은석가정의학과의원,02-2664-8223,,1815,0830,1815,0830,1815,0830,1815,0830,1815,0830,1300,0830,,,1300,0830,37.562684798792674,126.80960145122201
"서울특별시 강서구 양천로57길 9-7, 6층 (가양동)",C,0,,동서가정의학과의원,02-2659-5183,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.56331325151664,126.85139394659544
울산광역시 남구 문수로369번길 65 (신정동),C,0,도성아파트입구,삼성연합가정의학과의원,052-271-4550,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.53835169774685,129.29729373216764
"서울특별시 강서구 등촌로 59-1, 2층 (화곡동)",C,0,KEB하나은행 목동사거리지점 인근,햇살가득한가정의학과의원,02-2062-1600,,2100,0930,1800,0930,1800,0930,1800,0930,1800,0930,1330,0930,,,,,37.535405555555556,126.863094444444442
"서울특별시 강서구 마곡중앙1로 72, 3층 303,304호 (마곡동, 마곡엠밸리10단지)",C,0,,햇살드림가정의학과의원,02-2666-6663,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.56017885600548,126.81888603704164
"서울특별시 강서구 허준로 175, 303호 (가양동, 6단지상가)",C,0,가양6단지아파트 상가 303호,현가정의학과의원,02-2659-2345,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,1230,0900,37.562882152374016,126.85830353781098
충청북도 증평군 증평읍 광장로 123,C,0,,세성가정의학과의원,043-836-2121,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.784185681677584,127.5856174708288
"경기도 용인시 처인구 남사면 한숲로 45, 한숲스퀘어옐로우 4층 415호",C,0,,365한숲가정의학과의원,031-338-3365,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,1300,0900,1300,0900,37.1528277619056,127.17018854043637
"경기도 용인시 처인구 이동읍 백옥대로 626, 김희준가정의학과의원 2층",C,0,,김희준가정의학과의원,031-332-5972,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.19250555555556,127.2071527777778
"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 310,311호 (마곡동)",C,0,"310,311호",아야알러리스가정의학과의원,02-2659-6117,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1300,0900,,,,,37.568058352881735,126.8259599067566
"서울특별시 강서구 강서로45길 49-5, 2층 (화곡동)",C,0,,안재민가정의학과의원,02-2602-2805,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.547607329846095,126.83331092187214
서울특별시 강서구 초록마을로 37 (화곡동),C,0,,연세참가정의학과의원,02-2604-4500,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.542810839631116,126.84693404438451
"경기도 용인시 처인구 남사면 한숲로 84, 3층 301, 302, 303호 (e편한세상 용인 한숲시티)",C,0,,한숲우리가정의학과의원,031-333-5548,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.15609210201538,127.17342901723332
"서울특별시 강서구 금낭화로 136, 에어뷰21-2오피스텔 2층 216~218호 (방화동)",C,0,,유영훈가정의학과의원,02-6346-5545,,1820,0900,1820,0900,1820,0900,1820,0900,1820,0900,1400,0900,,,,,37.57736043386881,126.81299815479352
서울특별시 강서구 화곡로63길 139 (등촌동),C,0,,정가정의학과의원,02-2659-5254,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.55886722896441,126.84533028857953
서울특별시 강서구 가로공원로76길 94,C,0,,제일가정의학과의원,02-2645-1212,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,1300,0900,1300,0900,37.53300167712773,126.83881037286037
"울산광역시 남구 신정로 33, 3층 (달동)",C,0,,박창민가정의학과의원,052-267-0896,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.53477830701278,129.3220169714623
서울특별시 강서구 등촌로 147 (등촌동),C,0,,준가정의학과의원,02-2655-0075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.54287853853934,126.86240433612991
"경기도 고양시 일산동구 정발산로 15 (장항동, 드림월드빌딩 202호, 203호)",C,0,MBC드림센터 건너편,나봄가정의학과의원,031-901-9909,,1830,0930,2030,0930,1830,0930,2030,0930,1830,0930,1500,0900,,,,,37.6564117677,126.7705504011
"경기도 고양시 일산동구 일산로 442, 2층 (정발산동)",C,0,,늘사랑가정의학과의원,031-919-7054,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.673576828232896,126.77787567900964
충청북도 영동군 용산면 용산로 348 (류의원),C,0,,금빛가정의학과의원,043-742-9035,,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1500,0800,,,,,36.2617456019,127.8286004503
"경기도 고양시 일산동구 정발산로 38 (장항동, 이스턴시티 306,306-1호)",C,0,,서울가정의학과의원,031-902-1277,,1830,0930,1900,0930,1830,0930,1830,0930,1830,0930,1500,0930,1400,0930,1400,0930,37.656713178924164,126.77315182747445
경기도 고양시 일산동구 대산로 28,C,0,.,이영도가정의학과의원,031-917-8281,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,1200,0930,1200,0930,37.670419610742314,126.77359042450723
경기도 고양시 일산동구 숲속마을로 50-54,C,0,,조은가정의학과의원,031-905-7333,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.667897158740644,126.79944028602941
"대구광역시 수성구 달구벌대로651길 22, (사월동)",C,0,,한가정의학과의원,053-794-0501,,1820,0900,1820,0900,1820,0900,1820,0900,1820,0900,1300,0900,,,1300,0900,35.8391534690756,128.71463308767377
"경기도 성남시 분당구 대왕판교로 660, 유스페이스1 209-1호 (삼평동)",C,0,,이지가정의학과의원,070-4251-7988,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300,0900,,,,,37.40046431022458,127.10681400191869
"경기도 성남시 분당구 미금로 48, 303호 (구미동, 오성프라자)",C,0,★오성프라자 303호,좋은샘가정의학과의원,031-717-8574,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.337837428501984,127.11654738643487
경기도 성남시 분당구 분당로263번길 39,C,0,,야베스가정의학과의원,031-707-3224,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.37203695514108,127.14029375636959
"경기도 성남시 분당구 동판교로 61, 302호 (백현동, 자유퍼스트프라자2)",C,0,,튼튼가정의학과의원,031-701-1154,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0900,1300,0900,1300,0900,37.38847628172256,127.11537453475486
경기도 성남시 분당구 돌마로356번길 3,C,0,,연세가정의학과의원,031-711-4568,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1200,0930,,,,,37.3697202513511,127.12328331666896
"경기도 성남시 분당구 장미로 101, 1202호 (야탑동, 장미마을 근린상가)",C,0,,서울가정의학과의원,031-705-3395,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.41555992306128,127.13368669035486
"경기도 성남시 분당구 판교원로 207, 204호 (판교동, 판교원마을상가동)",C,0,"판교원마을 5단지 상가.건물 ,판교도서관 근처",우리가정의학과의원,070-4120-7581,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1500,0900,1300,0900,1300,0900,37.3879868314208,127.08945033753201
"경기도 성남시 분당구 미금일로 71, 201호 (구미동, 하나빌딩)",C,0,,세린가정의학과의원,031-722-1190,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,,,37.345619692742375,127.11181937312129
"전라북도 군산시 공단대로 593, 1층 (소룡동)",C,0,소룡동 육교 옆(한양정형외과와 같은 건물에 위치),한양가정의학과의원,063-461-8100,,2030,0830,1830,0830,2030,0830,1830,0830,2030,0830,1300,0830,,,1800,0900,35.971892091043045,126.68127568784221
"대구광역시 수성구 신매로16길 5, 2층 (신매동, 명진빌딩)",C,0,,자매가정의학과의원,053-793-7575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0930,,,,,35.836872222222219,128.709044444444459
"충청북도 청주시 상당구 중흥로 145, 2.3층 (용암동, 퓨전상가)",C,0,,조가정의학과의원,043-285-2002,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,36.616973292613075,127.50991041871481
"충청북도 청주시 상당구 월평로 228, 203호 (용암동)",C,0,,참다운가정의학과의원,043-298-8777,,2000,0830,2000,0830,2000,0830,2000,0830,2000,0830,1330,0830,,,,,36.6074278009,127.5083945269
"충청북도 청주시 상당구 수영로 228, (금천동)",C,0,,청주가정의학과의원,043-253-7560,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.6249706425,127.5042390739
충청북도 청주시 상당구 용담로63번길 42 2층,C,0,,현대가정의학과의원,043-250-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.6324737171,127.4994668065
"서울특별시 강남구 삼성로 233 , 신사빌딩 2층 (대치동)",C,0,은마사거리 대치동 농협2층(은마지구대 맞은 편),한빛가정의학과의원,02-508-6623,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,1700,0900,1700,0900,37.49805503690625,127.0608994403609
"경기도 평택시 세교6로 45, 220동 2층 202,203호 (세교동, 힐스테이트 평택2차)",C,0,,늘푸른가정의학과의원,031-655-0977,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,0900,37.01041129777244,127.08801842865564
