주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"경상남도 창원시 성산구 마디미서로 54, 3층 301호 (상남동, 서울아동병원)",C,0,,창원글로리안과의원,055-285-2855,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1700,0930,,,,,35.2208368713,128.6808923678
"경상남도 창원시 의창구 원이대로 283, 207호 (봉곡동)",C,0,명곡사거리 부근,최재선안과의원,055-238-2010,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1250,0900,,,,,35.24268888888889,128.6509277777781
"경상남도 창원시 의창구 원이대로 320, 더시티세븐 트레이드센터 301,302,401호 (대원동)",C,0,,파티마안과의원,055-277-9100,,1830,0900,1830,0900,1830,0900,1830,0900,2100,0900,1700,0900,,,,,35.2396660497005,128.65440746782994
"경상남도 창원시 의창구 원이대로 595, 702호(용호동,고운메디칼빌딩)",C,0,"고운메디컬센터, 정우상가 부근",밝고고운안과의원,055-283-3200,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.22808458176239,128.68039115412535
경상남도 창원시 성산구 상남로 122  (상남동),C,0,롯데백화점 근처,밝은미래안과의원,055-282-9100,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.223754687784734,128.68328044424203
경상남도 창원시 의창구 원이대로 587,C,0,정우상가 부근,범안과의원,055-285-0307,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.22817311452161,128.6794659918113
"경상남도 창원시 의창구 북면 감계로110번길 54-39, 5층 504호",C,0,,북면감계안과의원,055-292-3888,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,35.3015558358,128.5955594563
전라북도 정읍시 중앙로 122 (수성동),C,0,수성동 우체국 건너편,문성강안과의원,063-535-1269,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,1200,0900,35.566802777777781,126.851827777777771
"경기도 과천시 별양상가3로 5 (별양동, 유니온빌딩 202호)",C,0,,남안과의원,02-503-2340,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.426652596833065,126.99114694958405
"경기도 과천시 별양상가3로 11, 8층 813호 (별양동, 이마트과천점)",C,0,,예연세안과의원,02-507-0096,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.4262958453,126.9918610168
경기도 과천시 별양상가1로 25  (별양동),C,0,,임동균안과의원,02-502-1919,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.42816831951989,126.99249219214771
충청남도 서산시 안견로 191,C,0,"터미널 출구 맞은편 , 베스킨라빈스 옆, 서인클리닉 건물",이안과의원,041-665-4356,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.7813507017159,126.45960526241456
충청북도 청주시 흥덕구 대농로 17,C,0,지웰시티몰 3층,삼성안과의원,043-268-0079,,1900,0900,1900,0900,1900,0900,1900,0900,1930,0900,1400,0900,,,,,36.64304241861638,127.42681617576541
경상남도 합천군 합천읍 옥산로 70,C,0,합천시외버스터미널 부근,합천밝은안과의원,055-932-7553,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.56805505968556,128.16285058501998
"충청남도 서산시 안견로 175, 2층 (동문동)",C,0,삼성생명 옆 건물 ,서산밝은안과의원,041-665-6695,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,1300,0900,36.78265551898945,126.4596747854611
충청남도 서산시 안견로 170,C,0,우리은행옆건물 SK텔레콤2층,서울안과의원,041-664-0010,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.78333111201003,126.45916562332913
경기도 동두천시 중앙로 269  (생연동),C,0,,오영돈안과의원,031-862-6708,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.905434966799376,127.05388107595087
"경기도 동두천시 지행로 49, 4층 (지행동, 청솔프라자)",C,0,,우리들안과의원,031-867-8852,,2000,0900,1900,0900,1900,0900,2000,0900,1900,0900,1600,0900,,,,,37.89270088692075,127.05280565011101
경기도 동두천시 동두천로 119  (지행동),C,0,,푸른하늘안과의원,031-859-0075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.8920898822399,127.05477201653899
"서울특별시 강북구 도봉로 245, 2,3층 (미아동)",C,0,미아역 8번 출구 직진 수유재래시장 방면,수안과의원,02-988-1001,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,37.63030206259029,127.02425696337772
"경기도 파주시 와석순환로 125, 현대프라자 502,503,504호 (동패동)",C,0,,드림삼성안과의원,031-934-0980,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.712117106073705,126.74584568405099
"경기도 파주시 중앙로 308 3층 (금촌동,현대금촌타워)",C,0,,연세안과의원,031-944-7053,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,1300,0930,37.76338865619459,126.77567688807323
"경기도 파주시 문화로 113, 2층 (금촌동)",C,0,,파주밝은안과의원,031-944-8820,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430,0900,,,,,37.76426156187092,126.77419433465363
"경기도 파주시 청암로17번길 33, 604 605 606호 (목동동)",C,0,,푸른세상안과의원,031-935-5015,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.7287102246,126.7363873929
"경기도 파주시 와석순환로 133, 3층 (동패동, 형성프라자)",C,0,,한빛안과의원,031-939-1221,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,1300,0930,37.71209754937621,126.74513353040474
"경기도 파주시 문산읍 문향로 52-1, 5층 (우리들빌딩)",C,0,,문산제일안과의원,031-953-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.8567245203,126.7855257863
"경기도 파주시 미래로602번길 3, 윤정프라자 501호 (와동동)",C,0,,박안과의원,031-941-6022,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.73126245980578,126.75166003865684
"경기도 파주시 문화로 109 2층 (금촌동, 서준빌딩)",C,0,,서울안과의원,031-948-2588,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,37.7638976615346,126.77424083700258
경기도 파주시 청석로 266,C,0,,아이안과의원,031-947-5630,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.725531282076375,126.71774998856472
"인천광역시 계양구 장제로 907, 2층 (병방동)",C,0,병방시장 롯데리아 건물 2층.,김대진안과의원,032-552-3678,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.54768043218786,126.7405127458344
"인천광역시 계양구 장제로 714, 301호 (작전동, 세종팰리스)",C,0,현대 1차 아파트 건너편,나눔성모안과의원,032-555-5468,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.53135751244053,126.73423250223526
"경기도 용인시 기흥구 용구대로 2398, 404호 (마북동, 연원마을벽산아파트)",C,0,,주신환안과의원,031-285-0008,,1830,0930,1830,0930,1830,0930,1300,0930,1830,0930,1400,0930,,,,,37.30034591509122,127.10737189756938
인천광역시 계양구 계양대로 208 (계산동),C,0,계산삼거리 신도브래뉴맞은편,성모안과의원,032-542-7773,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.54242200232247,126.7229684410953
"인천광역시 계양구 오조산로 3 (작전동, 한미리빌딩)",C,0,작전이마트후문 보람병원1층,신안과의원,032-554-2764,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5312770734547,126.7379106494443
"경기도 용인시 기흥구 신갈로 52, 901호 (신갈동, 외환은행)",C,0,,해피아이안과의원,031-281-5757,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.271244444444442,127.105886111111104
"경기도 용인시 기흥구 죽전로 2 (보정동, 현타워)",C,0,,현탑안과의원,031-272-2580,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1530,0930,,,,,37.32024929305124,127.10897822666487
인천광역시 계양구 계산새로65번길 17 (계산동),C,0,홈플러스 맞은편,연세안과의원,032-543-3471,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.5398184961,126.7353068123
"인천광역시 계양구 계양대로 55, 2층 (작전동, 민재빌딩)",C,0, 작전역 5번출구,오안과의원,032-542-2112,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.52874556985484,126.72212301816537
경기도 용인시 기흥구 구갈로 70 (구갈동),C,0,,구갈서울안과의원,031-287-3369,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.28055433017919,127.11167796051376
"인천광역시 계양구 계양대로 53, 402호 (작전동, 휘림빌딩)",C,0,작전역 5번 출구 150m-200m 도보,참빛안과의원,032-556-3950,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.5285797829,126.7221190873
경기도 용인시 기흥구 동백중앙로 273,C,0,,굿모닝안과의원,031-287-0080,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.277059784227234,127.15358658115274
"인천광역시 계양구 계양문화로 96, 303호 (용종동, 강북프라자)",C,0,"홈플러스 맞은편, 국민은행 건물 3층.",한빛안과의원,032-544-7582,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1330,0930,,,,,37.53934826968001,126.73715809378403
"경기도 용인시 기흥구 흥덕중앙로 59, 3층 307.308호 (영덕동, 용인흥덕노블레스흥덕노블레스)",C,0,,맑은이안과의원,031-215-1019,,1730,0900,1730,0900,1730,0900,1730,0900,1830,0900,1300,0900,,,,,37.2764933337,127.0737413736
경기도 용인시 기흥구 동백중앙로 265  (중동),C,0,이마트뒤편 GS칼텍스 맞은편,밝은연세안과의원,031-8005-7001,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.276329268551024,127.15271014705334
경기도 용인시 기흥구 한보라1로 5,C,0,,보라성심안과의원,031-8005-9600,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.2542828500744,127.10988645669076
충청남도 금산군 금산읍 인삼로 71  ,C,0,하나은행 옆건물 2층,금산성모안과의원,041-751-1657,,1800,0830,1800,0830,1300,0830,1800,0830,1800,0830,1300,0830,,,,,36.103166666666667,127.489652777777778
충청남도 금산군 금산읍 인삼로 76 (스마트불루 203~204호),C,0,하나은행 맞은편 2층,조은안과의원,041-751-1001,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.10270909219039,127.48995320454754
"경기도 용인시 기흥구 죽전로 29 (보정동, 포레스트프라자)",C,0,,연세프라임안과의원,031-897-1113,,1830,0930,1830,0930,,,1830,0930,1830,0930,1400,0930,,,,,37.32076538193971,127.11208943168564
부산광역시 수영구 수영로 699 1001호,C,0,"2,3호선 수영역 3번 출구 ",수영성모안과의원,051-754-4222,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.167889827505014,129.115850071315
부산광역시 수영구 수영로 669 (광안동),C,0,2호선 수영역 10번출구/신세계메디칼빌딩,신세계안과의원,051-758-3497,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.1655707361978,129.11448188307443
"부산광역시 수영구 수영로 581, 6층 (광안동)",C,0,2호선 광안역 4번출구,에이스안과의원,051-714-4774,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.15766294022043,129.11278922450043
경기도 이천시 부발읍 대산로 476-13,C,0,,연세윤안과의원,031-633-7505,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1400,0900,,,,,37.259923224599994,127.47958949592335
경기도 이천시 이섭대천로 1233  (창전동),C,0,,이천새빛안과의원,031-631-1275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.28038962494591,127.44664913741221
"부산광역시 수영구 수영로 611, 3층 (광안동)",C,0,2호선 광안역 2번출구,정안과의원,051-757-5012,,1800,1030,1800,1030,1800,1030,1800,1030,1800,1030,1300,1030,,,,,35.160316666666674,129.113358333335
"울산광역시 울주군 언양읍 헌양길 156, 3층 (남빛빌딩)",C,0,,평화안과의원,052-264-8875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.56571469853245,129.1170103655256
"울산광역시 울주군 범서읍 구영로 86, 302호 (GM프라자)",C,0,GM프라자302호,구영성모안과의원,052-246-8275,,1900,0900,1900,0900,1900,0900,1900,1400,1900,0900,1600,0900,,,,,35.57482789588707,129.24099513864715
"울산광역시 울주군 언양읍 동문길 65, 4층",C,0,,언양한사랑안과의원,052-254-5775,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.565400554039485,129.12503505421125
울산광역시 울주군 온산읍 덕남로 15,C,0,,온산성모안과의원,052-238-0775,,1850,0900,1850,0900,1850,0900,1850,0900,1850,0900,1400,0900,,,,,35.433011111111114,129.311286111111116
"울산광역시 울주군 온양읍 남창1길 50, 3층",C,0,남창시장인근 남일약국 맞은편,온양밝은안과의원,052-707-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.4169634626,129.2809049847
"부산광역시 수영구 수영로 690-5, 6층 (광안동)",C,0,"2,3호선 수영역 7번출구",김완수안과의원,051-714-7188,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.1670319376,129.1158497883
경상남도 창녕군 창녕읍 명덕로 47,C,0,한성병원 부근,삼성안과의원,055-533-8582,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1230,0930,,,,,35.543227423824526,128.49463758584344
"경기도 이천시 이섭대천로 1212 2층 (창전동, 서울메디칼빌딩)",C,0,,조안과의원,031-633-8554,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.27838261008758,127.44701801452625
"전라남도 여수시 좌수영로 1, 4층 (서교동)",C,0,,연세수안과의원,061-643-7575,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.74074665337177,127.72747421013693
"경기도 이천시 이섭대천로 1203, 2층 (중리동, 하나빌딩)",C,0,,형제안과의원,031-637-0021,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.27764798090915,127.44636238282853
"경상남도 진주시 동진로 175, 3층 (상대동)",C,0,진주시청근처,밝은안과의원,055-756-6700,,1730,0900,1730,0900,1730,0900,1500,0900,1730,0900,1300,0900,,,,,35.179850000000002,128.110447222222234
부산광역시 수영구 수영로 379 (남천동) 4층,C,0,2호선 남천역 4번출구/스타메디컬빌딩 4층,밝은김안과의원,051-612-6116,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.14087846010182,129.10624679008245
부산광역시 수영구 수영로 710-1  (광안동),C,0,버스정류장: 수영로타리,새빛안과의원,051-754-8833,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.16772942973209,129.1172446495666
"경기도 이천시 중리천로 76, 3층 (중리동, 라온팰리스)",C,0,,서울성모안과의원,031-638-0200,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.27844870894432,127.44573749273039
경기도 이천시 장호원읍 장감로 96 ,C,0,,서울안과의원,031-642-6410,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.117783333333335,127.633169444444448
"충청남도 부여군 부여읍 사비로 86, 2층 (우영플라자)",C,0,시외버스터미널 맞은편,성모안과의원,041-832-7562,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.28032317120969,126.91075513894106
"경기도 남양주시 와부읍 덕소로97번길 4, 303호 (중앙프라자)",C,0,,김안과의원,031-576-5335,,1800,0900,1800,0900,1800,0900,1800,1400,1800,0900,1300,0900,,,,,37.58557793288057,127.21268284171319
경기도 남양주시 와부읍 덕소로97번길 9,C,0,,덕소밝은안과의원,031-576-7552,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1500,0900,,,,,37.586096406372796,127.21340373147181
"경기도 남양주시 화도읍 마석중앙로 73, 202호, 203호 (SL프라자)",C,0,,서울안과의원,031-591-1346,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.65223142704138,127.30805800298904
"경기도 시흥시 수인로 3366, 301호 (신천동, 삼영아트빌)",C,0,,연세안과의원,031-315-3158,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.440858333333331,126.784850000000006
경기도 시흥시 군자로 502  (거모동),C,0,,밝은아이안과의원,031-493-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,1230,0900,1230,0900,37.34525283867691,126.78455335219543
경기도 시흥시 대은로 79,C,0,,밝은안과의원,031-312-8810,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.44458484309059,126.79707712582226
"경기도 남양주시 늘을2로 20, 305호 (호평동, 씨에이치리베로)",C,0,,성모안과의원,031-595-8702,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.65452183072715,127.24410330744558
"경기도 남양주시 화도읍 비룡로 62, 5층 503호 (중앙프라자)",C,0,,연세안과의원,031-592-0094,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.65753105314242,127.30210977328684
"경기도 남양주시 도농로 1, 2층 (도농동)",C,0,,연세하늘안과의원,031-553-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.60610739810889,127.15723181379078
"경기도 남양주시 화도읍 마석중앙로28번길 19, 3층 (창현빌딩)",C,0,,마석허안과의원,031-594-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.65231816557082,127.30414429561378
"경기도 시흥시 정왕대로 220, 306호 (정왕동, 우리빌딩)",C,0,,우리안과의원,031-498-7856,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.34548985022229,126.73768784124765
"경기도 남양주시 퇴계원면 퇴계원로 46, 5층 (신한빌딩)",C,0,,밝은김안과의원,031-575-1399,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,37.65093079768707,127.1421076806695
"경기도 남양주시 늘을2로 26, 404호 (호평동, 메인씨네마)",C,0,,밝은성모안과의원,031-559-9931,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1400,0930,,,,,37.655083151777404,127.24409834556914
경상북도 김천시 자산로 67 (모암동),C,0,,민안과의원,054-436-3121,,1800,0940,1800,0940,1800,0940,1800,0940,1800,0940,1300,1000,,,,,36.119025000000001,128.124275000000011
경상북도 김천시 자산로 55  (모암동),C,0,,안태욱안과의원,054-430-6842,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,36.119366276723916,128.12571537623825
경기도 시흥시 수인로 3372 (신천동),C,0,,다인안과의원,031-314-4848,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,37.44112834836313,126.78434909437173
경상북도 김천시 자산로 154-1 (성내동),C,0,,한빛연합안과의원,054-433-7587,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1200,0900,36.1240633990994,128.11836244688035
"경기도 시흥시 목감우회로 51, 4층 406~407호 (목감동)",C,0,,미소아이안과의원,031-604-1001,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.3822457106,126.8619260545
"서울특별시 강남구 강남대로 390, 미진프라자 8층,16층 (역삼동)",C,0,강남역 1번출구/미진프라자 8층,지에스안과의원,02-3469-0900,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1700,1000,,,,,37.49780873444142,127.02866219777154
"경기도 시흥시 정왕대로 74, 에이동 201호 (정왕동, 트윈프라자)",C,0,,이상순안과의원,031-434-0075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.353565505813535,126.72488074189292
"경기도 남양주시 금곡로 67, 2층 (금곡동, 금곡빌딩)",C,0,,이레안과의원,031-595-5608,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1330,0930,,,,,37.6346721822,127.2104899631
경기도 시흥시 정왕대로 230  (정왕동),C,0,"제일프라자 307호, 306호 일부/이마트 옆",조안과의원,031-433-7575,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.34485337809323,126.73863590749846
"서울특별시 영등포구 문래로 83, 203호 (문래동3가, 아라비즈타워)",C,0,,문래성모안과의원,02-3667-4848,,1830,0930,1830,0930,1930,1400,1830,0930,1830,0930,1400,0930,,,,,37.51992233471188,126.89129652743884
서울특별시 영등포구 여의대방로 383 (여의도동),C,0,,박상윤안과의원,02-780-7475,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.51934341811493,126.93150430362685
"서울특별시 영등포구 양평로 16, 2층 (당산동6가, 대정프라자)",C,0,대정프라자 2층,밝은최안과의원,02-3667-5575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.53288655100115,126.90450142539609
"서울특별시 영등포구 당산로 166, 4층 (당산동4가, 박의원 빌딩)",C,0,영등포구청앞 교차로 인근,본안과의원,02-2677-4428,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1530,0830,,,,,37.529133339395585,126.89845130313951
서울특별시 영등포구 당산로44길 3,C,0,,샛별안과의원,02-2677-3444,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.53186370784396,126.90106971849251
부산광역시 사하구 낙동대로 454  (당리동),C,0,1호선 하단역 11번출구,삼성안과의원,051-204-2275,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530,0930,,,1300,0930,35.105609638838445,128.96933314259303
"서울특별시 영등포구 신길로 141, 지하1층 (신길동)",C,0,,손안과의원,02-844-1312,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0900,,,,,37.50501405666585,126.91028679914825
서울특별시 영등포구 여의대방로69길 28,C,0,,여의도정안과의원,02-786-0623,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,37.521537891353454,126.93023715095474
서울특별시 영등포구 도림로 148,C,0,대림역 11번출구,연세안과의원,02-836-1400,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.493633996576555,126.89847940939916
"서울특별시 영등포구 도신로 87, 6층 (도림동)",C,0,,연세열린안과의원,02-847-5080,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.50720581973701,126.9018740267675
"서울특별시 영등포구 영등포로 210, 3층 (영등포동4가)",C,0,영등포역 영등포시장역 중간,영등포성모안과의원,02-2675-2675,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1330,0900,,,,,37.519558942606764,126.9045138886688
"서울특별시 영등포구 영중로 61, 3층 (영등포동6가, 극동방송)",C,0,영등포시장역 4번 출구,영등포이안과의원,02-6382-7007,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.5218980308,126.9046195055
서울특별시 영등포구 영신로 136 (영등포동4가),B,0,영등포 타임스퀘어 뒷편/당산신동아파밀리에아파트 맞은편,건양의료재단김안과병원,1577-2639,,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1500,0830,1300,0900,1300,0900,37.51973665319654,126.90148206338237
"서울특별시 영등포구 도신로60길 2, 2층 (신길동, 미주 메디컬 빌딩)",C,0,,우리홍안과의원,02-540-5522,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.51177276874994,126.91682083920916
"서울특별시 영등포구 국제금융로6길 33, 6층 (여의도동, 맨하탄빌딩)",C,0,여의도역 5번 출구,제이씨빛소망안과의원,02-785-1068,,1800,0900,1800,0900,1800,0900,1800,0900,2000,0900,1300,0900,,,,,37.52090162567935,126.92705229071191
서울특별시 동작구 성대로 3  (상도동),C,0,,송안과의원,02-822-4034,,1900,1000,1800,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.50035123143263,126.93222957029346
"경상남도 남해군 남해읍 화전로 85, 1층",C,0,남해읍사무소 부근,연세안과의원,055-862-0357,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.838823064,127.893850317
경기도 포천시 중앙로 124-1  (신읍동),C,0,,서울안과의원,031-536-5353,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.897323627,127.20341445889684
"서울특별시 동작구 서달로 150, 213호 (흑석동, 해가든상가)",C,0,흑석역 근처/,연세안과의원,02-815-5008,,1830,0930,1830,0930,1830,0930,1830,1400,1830,0930,1300,0930,,,,,37.5066278397,126.9621840122
