주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
전라북도 전주시 완산구 용리로 57,C,0,완산소방서에서 천변방향으로 가다보면 왼쪽에 위치,우리들항외과의원,063-225-0770,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.79883441185339,127.11590619152854
전라북도 전주시 완산구 유연로 260 (중화산동2가),C,0,본병원과 마전교사이에 위치함,우리항맥외과의원,063-232-8800,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.82517088442663,127.11401841681152
"서울특별시 서대문구 신촌로 59, 2층 (창천동)",C,0,하나로클럽 맞은편,항미소외과의원,02-336-7175,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.55671787821525,126.93321302808564
서울특별시 광진구 천호대로 561,C,0,군자역 4번출구 근처 (5층),군자건항외과의원,02-444-8275,,1800,0900,1800,0900,1900,0900,1800,0900,1800,0900,1300,0900,,,,,37.55711127134004,127.08067617045535
"인천광역시 미추홀구 숙골로 57, (도화동)",C,0,도화오거리 인근,예지항외과의원,032-887-0153,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.46784521681633,126.66523136808715
"인천광역시 남동구 백범로 443-1, 443-1",C,0,동암역사거리와 굴다리 사이에 위치,새서울항외과의원,032-427-7725,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.46778043009836,126.70194046643347
"인천광역시 남동구 인주대로 727, (구월동,헤모피아빌딩)",C,0,작은구월사거리 남동소방서건너편,베스트항외과의원,032-461-0356,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.44953479390223,126.71839301075215
"인천광역시 남동구 논고개로123번길 17, 308호(논현동,아이플렉스)",C,0,논현동 홈플러스 대각선 아이플랙스 컨벤션 웨딩홀 3층,서울항맥외과의원,032-426-0087,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,,,37.40165698994484,126.72310347909042
인천광역시 남동구 성말로13번길 15,C,0,롯데백화점 맞은편 건물 3층.,위대항맥외과의원,032-426-9275,,1830,0900,2000,0900,1830,0900,2030,0900,1830,0900,1430,0900,,,,,37.44627017639808,126.70180722202747
부산광역시 남구 용호로 135  (용호동),C,0,버스정류장: 용호동사거리/농협 옆 성호빌딩 4층,치항외과의원,051-628-7508,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,35.120103433437215,129.11240582256738
"경기도 김포시 김포한강11로 139-33, 4층 (장기동, C&C빌딩)",C,0,,한상준항외과의원,031-989-3275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.64547924140813,126.68000443554075
대구광역시 달서구 월배로 58,C,0,,박세영앤대구항외과의원,053-651-7175,,1830,0900,1300,0900,1830,0900,1300,0900,1830,0900,1400,0900,,,1300,0900,35.81317734742486,128.52079392711624
"부산광역시 해운대구 세실로 64, 201-3호 (좌동, 화목데파트)",C,0,"2호선 장산역 4, 6번 출구/NC백화점 11층",바로본항외과의원,051-754-7007,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1230,0900,,,,,35.17097688096491,129.17766679391207
"경상남도 양산시 강변로 438, 3층 301호 302호 (중부동, 크리스탈타워)",C,0,,성모항맥외과의원,055-602-0100,,1900,0900,1900,0900,1900,0900,2000,1400,1900,0900,1400,0900,,,,,35.338054892643314,129.02676569780343
"경상남도 양산시 양산역6길 17, 5층 (중부동, 청림타워)",C,0,,연대항외과의원,055-366-8275,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.33743024924913,129.0277531234725
"경기도 고양시 일산서구 중앙로 1406, 605-611호 (주엽동, 한솔코아)",C,0,,한솔항문외과의원,031-911-7175,,1800,0900,1800,0900,1800,0900,1200,0900,1800,0900,1200,0900,,,,,37.66936548426098,126.76387301169967
"서울특별시 노원구 화랑로 321, 3층 (월계동)",C,0,석계역 1번출구/,석계항맥외과의원,02-911-9933,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.61475938193843,127.0635032505844
"서울특별시 노원구 동일로 1073, 2층 (공릉동)",C,0,공릉역 4번출구 기업은행 2층,신항외과의원,02-948-7100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,,,37.62574621678282,127.07259280984597
"서울특별시 노원구 동일로 1396, 8층 (상계동, 중원빌딩)",C,0,,에이스항외과의원,02-932-7588,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.65324210257595,127.06131152233786
"서울특별시 노원구 노해로 494, 602,603호 (상계동, 고려빌딩)",C,0,노원역 5번 출구,상계대항외과의원,02-939-0114,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.6545386089,127.0630351065
"경기도 안양시 만안구 안양로 238, 2,3,4층 (안양동)",C,0,,중앙항외과의원,031-444-9975,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.39454226840364,126.92539781303264
"대구광역시 동구 안심로 58, 5층 (율하동)",C,0,,항시원외과의원,053-965-0100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,35.8699390209,128.6919281875
"경기도 부천시 경인로 253, 601호,602호,603호 (심곡본동, 데카에셋프라자)",C,0,부천역1번출구 데카에셋프라자 6층,삼성항맥외과의원,032-656-7175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.483264265717175,126.78361675502934
"경기도 부천시 길주로 307, 4층 407호 (중동, 로얄프라자)",C,0,롯데백화점 대각선맞은편 원할머니보쌈건물4층,부천항도외과의원,032-215-7700,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.50349279928748,126.77671918978686
"경기도 부천시 상동로 90, 303,307호 (상동, 메가플러스빌딩)",C,0,상동홈플러스 옆건물,부천항사랑외과의원,032-328-9944,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.50512780063433,126.75342440422018
"경기도 성남시 분당구 성남대로331번길 3-3, 801,802호 (정자동, 젤존타워3)",C,0,,떠블유항외과의원,031-715-7533,,1800,0930,1230,0930,1800,0930,1800,0930,2000,0930,1230,0930,,,,,37.36533079125664,127.10770340064694
경기도 성남시 분당구 돌마로 52,C,0,,삼성항외과의원,031-714-6588,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,37.34977594602503,127.10761732281019
"충청남도 천안시 동남구 만남로 43 (신부동, 신세계백화점충청점)",C,0,고속버스터미널 3층,치항외과의원,041-551-6077,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.81938329177873,127.15460349340108
충청북도 충주시 봉계1길 60 (칠금동),C,0,,치항고려외과의원,043-851-4235,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,36.981594444444447,127.915961111111116
충청북도 충주시 번영대로 111 (연수동),C,0,,항맥박상헌외과의원,043-857-7599,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,36.987458333333336,127.930022222222220
"충청북도 충주시 국원대로 179, 백상빌딩 4층 (금릉동)",C,0,임광사거리,항장외과의원,043-845-0475,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.98770979962174,127.92802772985446
"경기도 부천시 경인로 520, 4층 (괴안동, 창성빌딩)",C,0,역곡남부역사거리근처,장항외과의원,032-348-7175,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,1200,0900,37.48443637112839,126.8129434552514
"경기도 부천시 부일로 753, 5층 (역곡동, 로하스타워)",C,0,역곡북부역 북부시장입구 신한은행5층,역곡항도외과의원,032-343-6200,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.48668959522709,126.81339011489646
"대전광역시 서구 계룡로 633, 7층 (탄방동)",C,0,,서울항외과의원,042-531-0002,,1700,0900,1700,0900,1300,0900,1700,0900,1700,0900,1300,0900,,,,,36.339046373706545,127.39281601398556
"서울특별시 구로구 경인로 661, 신도림1차푸르지오 233,234호 (신도림동)",C,0,신도림 1차 푸르지오(홈플러스) 2층,디에이치(DH)대항외과의원,02-3439-8114,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.50946332328945,126.88735999685818
서울특별시 구로구 경인로 572  (구로동),C,0,구로역 2번출구/,다올항외과의원,02-2672-8275,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530,0930,,,,,37.50330519053889,126.88108330547095
"서울특별시 관악구 남부순환로 1619, 영일빌딩 3층 (신림동)",C,0,KT&G관악지점 인근,서울지에스(GS)항외과의원,02-883-9203,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,37.48492773354152,126.93640215467405
"서울특별시 중랑구 망우로 403, 삼부빌딩 4층 (망우동)",C,0,우림시장사거리,건항외과의원,02-437-7533,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.5994257479,127.0968926102
서울특별시 관악구 관악로 203 ,C,0,서울대입구역 6번 출구 인근,하나항맥외과의원,02-875-7233,,1900,0930,1900,0930,1400,0930,1900,0930,1900,0930,1400,0930,,,,,37.483295981457765,126.9537792583262
서울특별시 관악구 시흥대로 578,C,0,구로디지털단지역 교차로 강남아파트 인근,항외과의원,02-855-7175,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.484361313784596,126.90319112924988
"서울특별시 중랑구 사가정로 398, 6,7층 (면목동, JS빌딩)",C,0,사가장역 4번출구 JS빌딩 6층,예항맥외과의원,02-437-1086,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.5802878217,127.0888162439
"대전광역시 유성구 도안대로 591, 5층 (봉명동, 명동프라자 506호,507호)",C,0,유성온천역 3번출구 우리은행 5층,대전항외과의원,042-822-7175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0900,,,,,36.353159877738904,127.34078828254816
"전라남도 목포시 삼향천로 102, 3,4층 (옥암동)",C,0,광주은행건물,목포항도외과의원,061-247-1100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,34.80909602819081,126.43085774424463
경상남도 김해시 가락로 101  (서상동),C,0,서상동 농협중앙회 옆,김해대항외과의원,055-338-0075,,1800,0930,1800,0930,1030,0930,1800,0930,1800,0930,1500,0930,,,,,35.23558078168328,128.88106612226449
"경상남도 김해시 내외중앙로 84, 701호 (내동, 서울메디컬센터)",C,0,,방미지유항외과의원,055-785-6075,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,,,,,,,35.2373714459,128.8675547193
"경기도 오산시 경기대로 209, 2층 201호 (원동)",C,0,,안창욱항외과의원,031-374-2446,,2100,0900,1900,0900,2100,0900,1900,0900,2100,0900,1700,0900,1300,0900,1300,0900,37.1434230323,127.0730987383
경기도 오산시 오산로 209  (오산동),C,0,오산역,항편한외과의원,031-373-3700,,1900,0900,1800,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.14540467921226,127.06820205624558
"서울특별시 성동구 왕십리로 293, 6층 (행당동,나래빌딩)",C,0,2호선 왕십리역 9번출구 나래빌딩6층,예스항외과의원,02-2291-4114,,1830,0930,1830,0930,1300,0930,1830,0930,1830,0930,1400,0930,,,,,37.56056253476294,127.03528535844184
"서울특별시 성동구 자동차시장1길 85, 2층 (용답동)",C,0,장한평역 5번 출구,제이에스(JS)항외과의원,02-2088-7175,,1830,0900,2000,0900,1830,0900,1830,0900,2000,0900,1430,0900,,,,,37.560537905388415,127.06714805430335
"인천광역시 부평구 부흥로294번길 4, 5층 (부평동, 추인타워)",C,0,부평구보건소 맞은편,유앤항외과의원,032-518-7175,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,37.49810578488496,126.72428798103561
부산광역시 북구 만덕대로 43 (덕천동),C,0,3호선 숙등역 6번출구,복음항외과의원,051-338-2163,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,35.211441240385234,129.0096370530364
부산광역시 북구 금곡대로303번길 2  (화명동),C,0,버스정류장:북부산경찰서 맞은편/화명외환은행건물7층,포도원항외과의원,051-362-7175,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.235650637018445,129.0134610384048
"경기도 화성시 동탄지성로 136, 3층 (능동, 우리프라자)",C,0,,굿모닝항외과의원,031-8015-1881,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.209734175634175,127.06069852743117
"경기도 화성시 동탄순환대로 693, 대성메디컬프라자 4층 404호 (영천동)",C,0,,삼성항외과의원,031-8058-2323,,1800,0900,1800,0900,1800,0900,1800,0900,2000,0900,1400,0900,,,,,37.20652559522903,127.11050985146078
인천광역시 부평구 부평문화로 55,C,0,부평역 지하상차 27번 출구,미래항맥외과의원,032-507-7175,,1900,0900,1900,0900,1900,0900,1900,0900,2100,0900,1400,0900,,,1300,0900,37.49427516231424,126.72227743090828
"인천광역시 부평구 부평대로 9, 505호 (부평동,문화드림빌)",C,0,"부평119안전센터 맞은편, 한국투자저축은행 건물(문화오피스텔) 5층.",연세베스트항외과의원,032-521-5211,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.49207573262703,126.72252126459108
"경기도 화성시 동탄원천로 163, 505,506호 (반송동, 위너스타)",C,0,,예지항외과의원,031-8015-1077,,1900,0930,1900,0930,2100,0930,1900,0930,2100,0930,1530,0930,,,,,37.207391666666666,127.073697222222222
"경기도 화성시 효행로 1051, 502호 (진안동, 메인프라자)",C,0,병점 롯데시네마 맞은편 국민은행건물 메인프라자 502호,유미항외과의원,031-223-5700,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.21463229384306,127.04195995699737
"전라남도 여수시 여서로 173, 2층, 4층 (여서동)",C,0,광주은행/ 참조은소아과2층,여수항장외과의원,061-654-0888,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1130,0900,,,,,34.74884667438408,127.70064549020978
"광주광역시 남구 대남대로 157, 장수빌딩 5층 (주월동)",C,0,,유대항탈항맘모외과의원,062-352-7100,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,,,,,35.13348656799217,126.90795667031493
"경기도 광명시 오리로 865, 철산빌딩(명지빌딩) 2층 2호 (철산동)",C,0,,서울항맥외과의원,02-6278-8000,,1830,0900,1830,0900,2000,0900,1830,0900,1830,0900,1330,0900,,,,,37.4752423057,126.8658340773
"경기도 광명시 범안로 1041, 5층 (하안동, 삼성빌딩)",C,0,,연세항외과의원,02-807-2345,,1830,0900,2000,0900,1830,0900,1830,0900,2000,0900,1600,0900,,,,,37.462227567096,126.87847972930103
서울특별시 도봉구 도봉로 677,C,0,우리메디빌딩 7층,항상쾌한외과의원,02-2234-1004,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.66498902100984,127.04249575938597
서울특별시 도봉구 도봉로 508 (창동),C,0,쌍문역 1번출구,항준외과의원,02-993-3171,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.650715295687114,127.03625717492275
"경상북도 구미시 신시로 97, 6,7층 (형곡동)",C,0,,쾌항외과의원,054-458-7275,,1830,0930,1830,0930,1800,0930,1830,0930,1830,0930,1300,0930,,,,,36.11649769309364,128.33879740746727
충청남도 서천군 서천읍 충절로49번길 11-5,C,0,한솔마트근처,서천항장외과의원,041-952-9582,,1700,0830,1700,0830,1230,0830,1700,0830,1700,0830,1230,0830,,,,,36.075580414080875,126.68831357908483
"세종특별자치시 한누리대로 253, 503호 (나성동, 에스빌딩)",C,0,나성동,세종항도외과의원,044-867-4475,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.486799405604344,127.25725396155626
강원도 강릉시 경강로 2110  (임당동),C,0,임당동 동아빌딩 4층,연세항운외과의원,033-648-9768,,1730,0900,1730,0900,1730,0900,1230,0900,1730,0900,1230,0900,,,,,37.75520485481019,128.89761427468403
"경기도 안양시 동안구 흥안대로 396, 2층 (평촌동, 강윤빌딩)",C,0,"강윤빌딩 2층, 새중앙교회 맞은편, 삼성전자 AS센터 옆건물",그린항외과의원,031-424-7588,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.3895624151357,126.9737742491799
"경기도 안양시 동안구 관악대로 330, 3,4,5층 (관양동, 송도빌딩)",C,0,,상쾌한항외과의원,031-425-7282,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,37.4031654547,126.9595615558
경기도 안양시 동안구 시민대로 167,C,0,,대항하정외과의원,031-440-8999,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.390959913477296,126.94972528757214
"대전광역시 서구 계백로 1135, 6층 604,605,606호 (가수원동)",C,0,,대전미래항외과의원,042-543-0975,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1500,0930,,,,,36.3047666348,127.3494980667
"대전광역시 동구 대전로 812, 3층,4층 (정동)",C,0,대전역 바로 옆,치항외과의원,042-257-7775,,1830,0900,1830,0900,1830,1400,1830,0900,1830,0900,1200,0900,,,1200,0900,36.33207137788342,127.43245361962977
"경기도 성남시 중원구 광명로 5, 7층 701~703호 (성남동)",C,0,,모란새항외과의원,031-758-8500,,1800,0900,1800,0900,1800,0900,1800,0900,2000,0900,1300,0900,,,,,37.433213249786306,127.12969787803413
"충청남도 아산시 배방읍 고속철대로 147, 5층 501호 (우성메디피아)",C,0,이마트트레이더스 맞은편,상쾌항외과의원,041-568-3600,,1830,0900,1800,0900,1830,0900,1800,0900,1830,0900,1500,0900,,,,,36.7974496716,127.1057601394
강원도 원주시 서원대로 180 (단계동),C,0,시외버스 건너편,조남천항맥외과의원,033-745-5678,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.34383790589003,127.9313114439802
"서울특별시 송파구 오금로 420, 한라산업개발빌딩 6층 (가락동)",C,0,,송파항외과의원,02-402-2777,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1600,0900,,,,,37.4969902134,127.1362765377
"서울특별시 송파구 오금로 508 (거여동, 2층)",C,0,거여역 5번출구 2층 위치.,삼성항외과의원,02-2043-7175,,2000,0900,1800,0900,2000,0900,1800,0900,2000,0900,1300,0900,,,,,37.49289975127793,127.14506731466884
"서울특별시 송파구 백제고분로 214, 서울외과빌딩 (삼전동)",C,0,한샘인테리어 건너편 4층,잠실대항장문서울외과의원,02-2202-6006,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.50342062939363,127.09030391066439
전라북도 익산시 인북로 240 (남중동),C,0,남중동 북부시장 우체국 옆,이화항외과의원,063-858-0880,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,,,35.949903159792804,126.95791764788802
