주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
서울특별시 동작구 사당로 244  (사당동),C,0,사당시장2층,필립비뇨기과의원,02-582-1736,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530,0930,,,,,37.4830837968172,126.97504220049828

"서울특별시 동작구 보라매로5가길 16, 504호 (신대방동)",C,0,보라매아카데미타워 504호,서울탑비뇨기과의원,02-6334-0137,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.49132843437871,126.9240940023289

"서울특별시 강서구 공항대로 261 (마곡동, 발산파크프라자)",C,0,발산역 1번 출구,메가비뇨기과의원,02-3663-7582,,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1500,0930,,,,,37.55910220931689,126.8366666384261

"서울특별시 강서구 강서로 385, 우성에스비타워 7층 708호 (마곡동)",C,0,,사이언스비뇨의학과의원,02-3662-4265,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1330,0930,,,,,37.5600930886,126.8383060298

"서울특별시 강서구 강서로 391, 3층 302,303호 (마곡동, 문영비즈웍스)",C,0,,서울비뇨기과의원,02-6932-0088,,1900,0900,2000,0900,1900,0900,1900,0900,2000,0900,1600,0900,,,,,37.56054375259591,126.83842729128854

경기도 포천시 소흘읍 솔모루로 41,C,0,,진비뇨기과의원,031-543-7233,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,,,,,,,37.82616772999186,127.14388848705683

"서울특별시 강남구 강남대로 376, 12층 (역삼동, 8258빌딩)",C,0,강남역 3번 출구,서울엔비뇨기과의원,02-553-8258,,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1900,0930,1800,0930,1800,0930,37.4965643511,127.0287732047

"경상남도 밀양시 중앙로 413, 302호 (내이동)",C,0,밀양제일병원 부근,밀양선비뇨기과의원,055-352-7512,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.4965417285757,128.7478015555639

"경상남도 밀양시 북성로 11-2, 3층 (내이동)",C,0,영남병원,밀양탑비뇨기과의원,055-351-0030,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.498473714486025,128.74421293766903

서울특별시 강서구 방화동로 14 (공항동),C,0,,강비뇨기과의원,02-2664-9039,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.562455555555559,126.809233333333339

"서울특별시 강서구 강서로 173, 터보빌딩 5층 501호 (화곡동)",C,0,,강서고려비뇨의학과의원,02-2065-8822,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.5419235673,126.8396216405

서울특별시 강서구 양천로 73,C,0,,강서비뇨기과의원,02-2662-9285,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.5737690200759,126.81182087191576

서울특별시 강서구 강서로 254,C,0,,디앤유비뇨기과의원,02-2602-5115,,1900,0900,1900,0900,1900,0900,1900,1400,1900,0900,1400,0900,,,,,37.548301191734666,126.83669947971478

서울특별시 강서구 공항대로 426,C,0,화곡보람2차 아파트 VIP오피스텔 4층,라임비뇨기과의원,02-2651-8270,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530,0930,,,,,37.55493427716234,126.85443469978753

"울산광역시 남구 삼산로 171, 2,3층 (달동)",C,0,,배양규비뇨의학과의원,052-260-6000,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430,0900,,,,,35.5373522176,129.3259186792

"충청북도 증평군 증평읍 중앙로 205, 2층",C,0,"/우체국,읍사무소인근",남비뇨기과의원,043-838-7979,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.784253702879184,127.58130269165517

"울산광역시 남구 삼산로 274, 5층 (삼산동)",C,0,울산광역시남구삼산동롯데호텔옆스타벅스건물w-센터501호,서울삼성비뇨기과산부인과의원,052-269-8575,,1830,0930,1730,0930,1830,0930,1830,1400,1830,0930,1500,0930,,,,,35.53894459612312,129.33713431965117

"울산광역시 남구 삼산로 260, 11층 (삼산동, 주연클리닉)",C,0,현대백화점정문 맞은편,서울탑비뇨기과의원,052-276-5995,,1800,0940,1800,0940,1800,0940,1800,0940,1800,0940,1300,0940,,,,,35.53869934455211,129.33565439985068

"울산광역시 남구 삼산로 25-1, 3층 (신정동)",C,0,공업탑로터리 스타벅스옆,선비뇨기과의원,052-269-0075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.533356750530444,129.31065275037116

울산광역시 남구 수암로 95,C,0,"공업탑에서 수암시장, 남구 홈플러스 방향으로 현대오일뱅크주유소 맞은편",영비뇨기과의원,052-268-0075,,1830,0930,1830,0930,1300,0930,1830,0930,1830,0930,1300,0930,,,,,35.5294738988169,129.31830928745129

울산광역시 남구 화합로 196 (삼산동),C,0,삼산동 보람병원입구,울산탑비뇨기과의원,052-261-5885,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,35.54217693133814,129.3397682162024

"서울특별시 강서구 화곡로 330, 2층 (화곡동)",C,0,2층,심비뇨기과의원,02-2690-1881,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.553269675626346,126.85119951406898

경기도 용인시 처인구 백옥대로 1112,C,0,,신비뇨기과의원,031-321-0307,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.23483556380602,127.20927040602018

"경기도 용인시 처인구 금령로71번길 16, 2층 203호 (김량장동)",C,0,,연세바로비뇨기과의원,031-339-8575,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1430,0930,,,,,37.23666788146993,127.20429886737267

"경상북도 청도군 청도읍 청화로 179 ((3층,4층))",C,0,,차비뇨기과의원,054-373-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,35.642683333333331,128.744797222222218

대전광역시 대덕구 계족산로 2,C,0,중리동 하나로클리닉 앞에 위치,수비뇨기과의원,042-628-7575,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0900,,,,,36.361311575736366,127.43204337037236

"경기도 용인시 처인구 금령로 98, 4층 (김량장동, 제일빌딩)",C,0,,하람비뇨기과의원,031-321-7670,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.235361111111111,127.206961111111113

서울특별시 강서구 강서로 43,C,0,,연세필비뇨기과의원,02-2065-3030,,2100,0930,1900,0930,2100,0930,1900,0930,2100,0930,1500,0930,,,,,37.53155229594062,126.84641174933029

울산광역시 남구 삼산로 243  (달동),C,0,남구 달동 대우증권옆 종범빌딩3층,드림비뇨기과의원,052-265-3642,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.539054653123685,129.33378492057795

서울특별시 강서구 화곡로 176 (화곡동),C,0,,이병진비뇨기과의원,02-2607-4774,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.54175654662558,126.84137814637492

"서울특별시 강서구 양천로57길 16, 3층 (가양동, 영보빌딩)",C,0,,이진행비뇨기과의원,02-3661-0854,,1830,1030,1830,1030,1830,1030,1830,1030,1830,1030,1600,1000,,,,,37.563375000000001,126.852452777777785

서울특별시 강서구 등촌로 29 (화곡동),C,0,,이충로비뇨기과의원,02-2644-6450,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.532544444444447,126.863338888888890

"울산광역시 남구 삼산로 266, 1101호 (삼산동, 굿모닝클리닉)",C,0,고속버스 터미날 맞은편 농협옆건물 7층,메디포맨비뇨기과의원,052-276-9111,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300,1000,,,,,35.5387916969,129.3362832315

서울특별시 강서구 공항대로41길 75,C,0,,정훈비뇨기과의원,02-3661-2154,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.56114800448532,126.84638211094571

"서울특별시 강서구 양천로 455, 2층 (가양동, 주택은행건물)",C,0,KB국민은향 가양역지점 건물 2층,최비뇨기과의원,02-2659-9477,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.56333358408101,126.85174318275513

"경기도 고양시 일산동구 중앙로 1047 (백석동,영림브레아오피스텔 204호, 205호)",C,0,,길맨비뇨기과의원,031-905-7544,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1600,0900,,,,,37.64314211387816,126.78724321174153

