주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"경기도 동두천시 중앙로 165, 3층 (생연동, 은혜빌딩)",C,0,동두천보건소 옆,정영수소아청소년과의원,031-861-5275,,1900,0900,1900,0900,1300,0900,1900,0900,1900,0900,1500,0900,,,,,37.89628696539611,127.05209876637855

서울특별시 강북구 삼양로 247  (미아동),C,0,롯데마트3층,미래소아청소년과의원,02-987-7015,,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1800,1000,1800,1000,1800,1000,37.62551718056014,127.01774863348

"경기도 파주시 교하로 87, 8층 (목동동, 삼성프라자)",C,0,,365삼성i소아청소년과의원,031-945-7545,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,1600,0900,1600,0900,37.7276343472,126.7339274077

경기도 파주시 송화로 11 307호 (아동동),C,0,,권소아청소년과의원,031-947-3462,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.77188568945615,126.7771519897336

경기도 파주시 청석로 268 ,C,0,,김앤정소아청소년과의원,031-948-0275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.7258307596,126.7177221886

"경기도 파주시 미래로 612, 미봉프라자 402호 (와동동)",C,0,,다니엘소아청소년과의원,031-948-1035,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.73177859573582,126.7509076212407

경기도 파주시 미래로 369-13,C,0,,맘소아청소년과의원,031-943-0927,,1900,0900,1900,0900,,,1900,0900,1900,0900,1500,0900,1300,0900,1300,0900,37.71104558578215,126.74528180151148

경기도 파주시 미래로602번길 3,C,0,신한은행건물,맘앤차일드소아청소년과의원,031-947-0085,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1800,1300,,,37.73126609247472,126.75167363915463

경기도 파주시 금빛로 24-28  (금촌동),C,0,,연세놀이터소아청소년과의원,031-942-0515,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,1600,0900,1600,0900,37.75162215856591,126.76827626620164

"경기도 파주시 청암로17번길 17, 2층 (목동동, 홈플러스)",C,0,,연세키즈웰소아청소년과의원,031-942-0877,,2100,1000,2100,1000,,,2100,1000,2100,1000,1800,1000,1800,1000,1800,1000,37.7295831462,126.7367382236

"경기도 파주시 미래로408번길 40, 한빛프라자 201호 (야당동)",C,0,,우리소아청소년과의원,031-946-1355,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.71396866898017,126.74881987318973

"경기도 파주시 교하로159번길 21, 트윈프라자1 203호 (목동동)",C,0,,운정이든소아청소년과의원,031-946-7654,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.7232057051,126.7389975937

경기도 파주시 책향기로 439 ,C,0,,이수동소아청소년과의원,031-957-1869,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.724619039901675,126.72040373358814

"경기도 파주시 황골로 15, 302호 (금촌동, 주공프라자 3층)",C,0,,전정호소아청소년과의원,031-944-1209,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,1300,0900,37.75542502536637,126.77052477254918

경기도 파주시 조리읍 봉천로 22-2,C,0,,조은소아청소년과의원,031-946-6231,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.74327031825833,126.80923343552689

"경기도 파주시 가람로116번길 57, 중앙타워 301호 일부호호 (와동동)",C,0,,미소아청소년과의원,031-945-2400,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1600,0900,37.73494691373752,126.76456789644081

"경기도 파주시 시청로 209, 2층 (아동동, 호수빌딩)",C,0,,박소아청소년과의원,031-944-6970,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.770838064637445,126.77583401899386

"경기도 파주시 새꽃로 62, 303호 (금촌동, 베스트프라자)",C,0,,박진아소아청소년과의원,031-943-4762,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.75548300673136,126.76884335700967

"경기도 파주시 문산읍 당동2로 1, 홈프라자 3층 304호",C,0,,봄소아청소년과의원,031-952-7570,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1200,0900,37.867765673,126.7850437366

"경기도 파주시 미래로 610, 302호 (와동동, 운정메디컬프라자)",C,0,,서울365소아청소년과의원,031-948-6405,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.73166927759208,126.75146355527413

경기도 파주시 숲속노을로 271 (문발동) 401호,C,0,,소망소아청소년과의원,031-957-9459,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,37.7246614163,126.7110750925

경기도 파주시 새꽃로 27,C,0,,아람소아청소년과의원,031-943-3375,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,,,,,37.75248378346796,126.7684324218969

"경기도 파주시 한울로 123, 3층 (동패동, 이마트 파주운정점)",C,0,(이마트 파주운정점 3층),아이드림소아청소년과의원,031-957-1883,,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1800,1000,1800,1000,1800,1000,37.71038924155877,126.74510309059772

인천광역시 계양구 도두리로 46,C,0,동보아파트 상가 2층.,김순영소아청소년과의원,032-544-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.53358689706785,126.7393869050735

경기도 용인시 기흥구 죽전로 39 ,C,0,에스제이타워빌딩 305호,올리브소아청소년과의원,031-264-1475,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1300,0900,,,,,37.320731969,127.1131273096

"경기도 용인시 기흥구 한보라1로 56, 메디프라자 302호 (보라동)",C,0,,우리소아청소년과의원,031-285-7674,,1900,0900,1900,0900,1900,1400,1900,0900,1900,0900,1300,0900,,,,,37.25060846143171,127.10785683464862

"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 A동 3층 301호 (중동)",C,0,"더엠빌딩 302호, 신영지웰@앞, 던킨,베스킨라빈스 건물",웰봄소아청소년과의원,031-275-3314,,2030,0800,2030,0800,2030,0800,2030,0800,2030,0800,1330,0800,1230,0900,,,37.27768690104325,127.15358784268028

"인천광역시 계양구 경명대로 1074, 208호 (계산동, 삼환빌딩)",C,0,계산역 2번출구 앞 고려원약국 2층,꿈나무소아청소년과의원,032-551-1432,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.54310100469799,126.72655368186511

"경기도 용인시 기흥구 사은로126번길 6, 105호 (보라동, 신원프라자)",C,0,신원프라자 105호,윤소아청소년과의원,031-284-0091,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.25525749879406,127.11829122606397

"경기도 용인시 수지구 손곡로 100, 303호 (동천동,훼미리프라자)",C,0,,동천이안소아청소년과의원,031-896-0777,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1300,0900,1300,0900,37.33633836216844,127.09169236382794

"인천광역시 계양구 장제로 1004, 201~203호 (박촌동, 한양수자인상가동)",C,0,한양수자인 APT 상가,보람소아청소년과의원,032-552-0680,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.555343741761675,126.74584753319665

인천광역시 계양구 양지로 40,C,0,예소담유치원 옆,새롬소아청소년과의원,032-555-7557,,1830,0900,1830,0900,1830,1400,1830,0900,1830,0900,1300,0900,,,,,37.56211069939568,126.75543131975323

경기도 용인시 기흥구 강남동로100번길 5-1 (상하동),C,0,,최소아청소년과의원,031-275-4963,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.272761994404576,127.13716184774749

"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티)",C,0,,친구들소아청소년과의원,031-212-7982,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1700,0900,1200,0900,1200,0900,37.2759107805739,127.07158946838947

"인천광역시 계양구 장제로 910, 1층 102호 (병방동)",C,0,,성모별소아청소년과의원,032-555-0504,,1900,0900,1900,0900,1900,0900,1300,0900,1900,0900,1300,0900,,,,,37.547641291226086,126.7411499587817

"인천광역시 계양구 장제로875번길 1, 2층 (임학동, 대신빌딩)",C,0,임학역 3번 출구 임학동 국민은행 부근,아이플러스소아청소년과의원,032-545-3653,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1700,0900,,,1700,0900,37.545242107562856,126.73836552436943

경기도 용인시 기흥구 용구대로 2398,C,0,,허은주소아청소년과의원,031-286-7576,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.30049375628755,127.10729089647864

"인천광역시 계양구 양지로 133 (귤현동, 영화빌딩 302호)",C,0,,연세365소아청소년과의원,032-555-0118,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1400,0900,1300,0900,1300,0900,37.566990118974154,126.74906068762229

"인천광역시 계양구 주부토로 374, 3층 일부호 (작전동)",C,0,,이레소아청소년과의원,032-544-7009,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,37.52782712909945,126.73014062452829

인천광역시 계양구 봉오대로555번길 14 (효성동),C,0,효일사거리 파리바게트 건물 2층.,이선호소아청소년과의원,032-545-1019,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.5318845875,126.7101006875

인천광역시 계양구 봉오대로 743 (작전동),C,0,작전여고 주변 한길온누리약국 맞은편 건물 2층.,이영은소아청소년과의원,032-551-7272,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.530789471,126.7316595476

"인천광역시 계양구 안남로 571, 2층 (효성동)",C,0,시내버스 2번종점. 대림APT근처,정소아청소년과의원,032-554-1175,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1400,0800,,,,,37.53411462026549,126.70976170516115

"인천광역시 계양구 동양로 101, 404호 (동양동, 명일프라자)",C,0,명일프라자,조은소아청소년과의원,032-542-5427,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0900,,,,,37.5590221173,126.7561271143

인천광역시 계양구 장제로 911 (병방동),C,0,"병방사거리, 병방시장 입구 세기약국 건물 2층",최낙원소아청소년과의원,032-546-3451,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.547856446127874,126.74065583028753

"인천광역시 계양구 오조산로 1, 401호 (작전동, 거승프라자)",C,0,이마트 계양점 옆 건물 4층,키즈웰소아청소년과의원,032-548-0650,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.53093446700416,126.73780777086101

"경기도 용인시 기흥구 동백죽전대로 444, 503호 (중동, 쥬네브썬월드빌딩)",C,0,동백이마트 5층 메디컬센터,기린웰소아청소년과의원,031-679-0140,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.27799578953776,127.15159945423774

"경기도 용인시 기흥구 기흥역로58번길 78, 108호 (구갈동, 기흥역 더샵)",C,0,,꿈이든소아청소년과의원,031-287-2775,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1500,0830,1300,0900,1300,0900,37.27345510467095,127.11812125232083

"인천광역시 계양구 계양문화로 96 (용종동, 강북프라자)",C,0,"계산동 홈플러스 옆, 국민은행 건물",한소망소아청소년과의원,032-554-0205,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.53923894001131,126.73722786033134

"인천광역시 계양구 계양대로 44, 301호 (작전동, 덕용프라자)",C,0,작전동 홈플러스 건너편 카페베네건물 3층에 위치,행복한소아청소년과의원,032-541-9788,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.527784906348174,126.72280536901178

"경기도 용인시 기흥구 보정로 32 (보정동, 지젤스포츠클럽)",C,0,,더좋은소아청소년과의원,031-897-7588,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.31401578330483,127.1111001953645

"경기도 용인시 기흥구 흥덕중앙로 60 (영덕동, 이마트)",C,0,이마트 흥덕점 1층,마트소아청소년과의원,031-211-7559,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1800,1000,1800,1000,1800,1000,37.275751132006974,127.07333022771136

"경기도 용인시 기흥구 기흥역로 63, 3층 (구갈동, 힐스테이트 기흥)",C,0,,미래소아청소년과의원,031-283-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,1500,0900,1500,0900,37.27511613749268,127.11860642731179

"경기도 용인시 기흥구 구성로 88 (언남동, 국민은행)",C,0,,박진녕소아청소년과의원,031-283-9195,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,37.294225907777815,127.11905634428885

"경기도 용인시 기흥구 구갈로 70, 602호 (구갈동, 메가타운)",C,0,,배소아청소년과의원,031-8005-8386,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.2805543431,127.1116779405

"경기도 용인시 기흥구 강남동로 10 (구갈동, 강남피아)",C,0,,삼성드림소아청소년과의원,031-275-8270,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.2712317112,127.1281567258

"경기도 용인시 기흥구 마북로154번길 3 , 테라스가든 B동 203호 (마북동)",C,0,,삼성드림아이소아청소년과,031-283-1088,,1900,0930,1900,0930,1900,1400,1900,0930,1900,0930,1300,0930,,,,,37.30370295010774,127.12436338972628

경기도 용인시 기흥구 동백죽전대로527번길 98-2 (중동),C,0,,삼성키즈소아청소년과의원,031-693-9811,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.28098193355498,127.1442128298676

"경기도 용인시 기흥구 흥덕중앙로 41 (영덕동, 흥덕웰스프라자)",C,0,웰스프라자 403호(기업은행4층),서울소아청소년과의원,031-217-1188,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,37.276509087232775,127.07156297392109

"경기도 용인시 기흥구 구갈로60번길 1, 4층 402호 (구갈동, 오래메디칼센타)",C,0,,송채경소아청소년과의원,031-274-2922,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.2798660861,127.1115325916

"경기도 용인시 기흥구 새천년로 20, 그린프라자 401호 (신갈동)",C,0,,아산위즈소아청소년과의원,031-281-8270,,1830,0900,1830,0900,1830,0900,1300,0900,1830,0900,1400,0900,,,,,37.28909283163425,127.11141539237691

"경기도 용인시 기흥구 금화로 92 (상갈동, 한솔프라자 202호)",C,0,,아이언소아청소년과의원,031-548-0028,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,1400,0900,1400,0900,37.26649057489463,127.10815322695838

경기도 용인시 기흥구 서천로 121  (서천동),C,0,서천지구 중심상가 원희캐슬프라자 3층,아이웰봄 소아청소년과의원,031-206-1119,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1600,0900,1300,0900,1300,0900,37.2371616332,127.0727203374

"경기도 용인시 기흥구 서천로127번길 3-3 (서천동, 에스비타운 403호)",C,0,"서천택지개발지구 2단지, 상가건물 에스비타운 4층",연세뉴키즈소아청소년과의원,031-273-8253,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0900,1300,0900,1300,0900,37.23683739772476,127.07249012758572

"경기도 용인시 기흥구 동백중앙로 283 (중동, 골드프라자 )",C,0,,연세문소아청소년과의원,031-8006-2266,,1800,0900,1800,0900,1800,0900,1800,1400,1800,0900,1300,0900,,,,,37.2780134382,127.1534888395

"경기도 용인시 기흥구 구성3로28번길 24 (청덕동, 가나프라자1차)",C,0,,연세물푸레소아청소년과의원,031-275-7848,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.2955890104,127.1521485919

인천광역시 계양구 경명대로1114번길 21 (계산동),C,0,팬더아파트 앞 상가,강소아청소년과의원,032-542-2639,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.541566666666668,126.732269444444441

부산광역시 수영구 광남로 14 (남천동),C,0,2호선 남천역 1번 출구/KBS방송국 앞,정소아청소년과의원,051-625-8889,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,1300,0900,35.14409444444444,129.11003055555722

울산광역시 울주군 범서읍 장검길 10,C,0,농협하나로마트 3층에 있고 울산인터넷고 맞은편임,하나소아청소년과의원,052-232-0123,,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1900,1000,1700,1000,1700,1000,35.55759743611079,129.25406091257466

"울산광역시 울주군 범서읍 구영로 86, 5층 501호 (지엠프라자)",C,0,국민은행 5층,구영365소아청소년과의원,052-248-3650,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600,0900,1300,0900,1300,0900,35.5748276432,129.2409833764

울산광역시 울주군 범서읍 장검길 79 (굴화장검지구7B 3L),C,0,포스코 더 샵 아파트 맞은편 위치,박지현소아청소년과의원,052-277-9177,,1900,0900,1900,0900,1900,0900,1300,0900,1900,0900,1400,0900,,,,,35.55224025827717,129.2515789441178

"울산광역시 울주군 온산읍 덕신로 217, 1층",C,0,,서울튼튼소아청소년과의원,052-237-1102,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.43426904084612,129.30493675694592

"울산광역시 울주군 온양읍 온양로 105, 4~5층",C,0,,온양센텀소아청소년과의원,052-707-0555,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.4102949883,129.2834070102

"경상남도 진주시 범골로60번길 16, 아름파크빌딩 3층 (충무공동)",C,0,홈플러스 7층,김미봉소아청소년과의원,055-753-1231,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0930,,,,,35.169781, 128.132359

"경기도 포천시 소흘읍 봉솔로5길 27, 4층 402호",C,0,,센트럴365소아청소년과의원,031-542-7142,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0930,1300,0930,1300,0930,37.827801857401276,127.14500190232573

대전광역시 유성구 노은로 178 (지족동),C,0,지족동 신한은행 건물 2층,이호성소아청소년과의원,042-824-4163,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,36.37558842304013,127.31853575664942

"강원도 홍천군 홍천읍 홍천로 321, 2층 203호 (안정스의트타워)",C,0,하이마트 건너편,기린소아청소년과의원,033-432-7208,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1300,0830,,,1300,0830,37.68891635964444,127.8807674945675

부산광역시 수영구 연수로315번길 24  (망미동),C,0,버스정류장: 포스코더샵 파크리치아파트상가아파트,김향주소아청소년과의원,051-756-5875,,1800,0930,1800,0930,1800,1400,1800,0930,1800,0930,1330,0930,,,1300,0930,35.17343012636026,129.10534627830634

경상남도 창녕군 창녕읍 창녕시장길 87,C,0,창녕상설시장 부근,동산소아청소년과의원,055-533-9696,,1820,0900,1820,0900,1820,0900,1820,0900,1820,0900,1400,0900,,,,,35.54124216665309,128.49688539835302

"전라북도 군산시 미장안7길 1, 2,3,4층 (미장동)",C,0,,해맑은연합소아청소년과의원,063-452-8500,,2030,0830,2030,0830,2030,0830,2030,0830,2030,0830,1700,0900,1700,0900,1700,0900,35.964482828,126.7324736615

경기도 이천시 부발읍 대산로 476-13 ,C,0,,한&김소아청소년과의원,031-632-0672,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.25988856172407,127.47956844115302

"인천광역시 서구 완정로 172, 402호 (마전동)",C,0,,킹소아청소년과의원,032-568-5119,,2100,0800,2100,0800,,,2100,0800,2100,0800,1500,0900,,,,,37.602601126407585,126.65742608981088

인천광역시 서구 청라커낼로 252 (경서동),C,0,청라 롯데마트 건물 안,마트소아청소년과의원,032-568-6977,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1600,0930,,,1600,0930,37.5302989522,126.6478328574

"경기도 이천시 이섭대천로 1272 (창전동, 금강의원)",C,0,,금강소아청소년과의원,031-638-0118,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.28394960352945,127.44738472392737

"부산광역시 수영구 과정로 48, 2층 (망미동)",C,0,버스정류장: 토곡 주공아파트와 부산은행 망미점 사이/중간 횡단보도 앞에 위치,하서홍소아청소년과의원,051-752-5185,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.17553371345713,129.10766746533403

"경기도 이천시 중리천로 76, 3층 (중리동, 라온펠리스)",C,0,,드림키즈소아청소년과의원,031-638-4090,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,1400,1000,1400,1000,37.27844870894432,127.44573749273039

