주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
울산광역시 울주군 삼남면 중평로 53,A,1,,서울산보람병원,052-255-7114,052-255-7119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,35.55991148325753,129.12071299840133
인천광역시 계양구 계양문화로 20 (작전동),A,1,"작전도서관 옆
이마트 계양점 뒤",메디플렉스 세종병원,032240-8000,032-240-8119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.5325382832,126.7368531237
인천광역시 계양구 장제로 722 (작전동),A,1,"작전동(장제로) 인천1호선 작전역, 임학역3번 출구 현대1차 아파트 맞은편",의료법인인성의료재단한림병원,032-540-9114,032-540-9119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.53218449100167,126.73435495537973
부산광역시 수영구 수영로 493 (남천동),A,1,"2호선 금련산역 4번 출구, 버스노선(금련산청소년수련원 앞 하차) 20, 38, 39, ",의료법인은성의료재단좋은강안병원,051-625-0900,051-610-9119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.15015905669445,129.11072434834875
경기도 양평군 양평읍 중앙로 129,B,1,터미널 뒤쪽,양평병원,031-770-5000,031-770-5129,1700,0825,1700,0825,1700,0825,1700,0825,1700,0825,1235,0825,,,,,37.493962635485616,127.50347093330032
강원도 삼척시 오십천로 418 (남양동),A,1,,강원도삼척의료원,033-572-1141,033-570-7431,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.44027922704624,129.16370014395005
"경상남도 사천시 중앙로 136, 삼천포제일병원 (벌리동)",B,1,우체국사거리,삼천포제일병원,055-833-4400,055-830-3099,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,,,,,34.9375392862,128.0795128117
"경상남도 진주시 범골로 17, 지1,1~5,7층 (충무공동)",A,1,진주 혁신도시 윙스타워 뒤,한일병원,055-759-7777,055-750-1333,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,35.16696519825003,128.128547657113
인천광역시 동구 샛골로 214 (송림동),A,1,송현주공@ 맞은편,의료법인 성수의료재단 인천백병원,1800-7070,032-280-8119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.4772581429266,126.648504056866
경상남도 사천시 남일로 33 (동금동),B,1,사천소방서 옆,의료법인승연의료재단 삼천포서울병원,055-835-9900,055-830-9019,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.93302179207928,128.08012015415227
"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",A,1,동구어린이교통공원 옆,인천광역시의료원,032-580-6119,032-580-6119,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,,,,,,,37.47884441174466,126.66861045817642
경기도 수원시 팔달구 중부대로 93 (지동),A,1,,가톨릭대학교성빈센트병원,031-1577-8588,031-249-7364,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0800,,,,,37.27792234538125,127.02744945028702
경기도 안성시 남파로 95 (당왕동),A,1,,경기도의료원안성병원,031-8046-5000,031-8046-5119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.01736702955601,127.26033944589187
경기도 안성시 시장길 58 (서인동),A,1,,안성성모병원,031-675-6007,031-675-8275,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,37.00610345894585,127.2708442991513
경상남도 창녕군 창녕읍 창녕대로 122,B,1,창녕교육지원청 부근,의료법인창녕서울의료재단창녕서울병원,055-532-1975,055-530-7671,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.53476250295272,128.4976162683357
경상남도 창녕군 창녕읍 교리1길 2,B,1,,태황의료재단한성병원,055-530-5000,055-530-5119,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,35.5421522771,128.4934147264
강원도 횡성군 횡성읍 횡성로 275,B,1,횡성여고와 입석육교 사이,횡성대성병원,033-343-0901,033-345-1191,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.47845901170136,127.97994775890871
경기도 시흥시 옥구천서로 337 (정왕동),A,1,"경기도 시흥시 옥구천서로 337(정왕동)에 위치하고 있는(경도:45621620, 위도:45621620)시화병원, ",의료법인남촌의료재단시흥시화병원,031-432-2600,031-8041-5819,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.35290515252066,126.72453553351649
"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",A,1,,의료법인녹향의료재단신천연합병원,031-310-6300,031-315-2119,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,37.44454605843136,126.78938385106555
경기도 이천시 경충대로 2742 (관고동),A,1,,경기도의료원이천병원,031-630-4200,031-630-4333,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,37.282694444444445,127.43266388888888
경기도 이천시 경충대로 2543 (진리동),B,1,,바른병원,031-630-0300,031-630-0399,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,37.27373314023728,127.45038927398872
경기도 이천시 장호원읍 서동대로 8793,B,1,,이천엘리야병원,031-642-8871,,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,2400,0000,37.1154645423,127.61207037950001
경기도 수원시 권선구 권선로 654 (권선동),B,1,,수원중앙병원,031-229-9777,031-229-9888,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.259913344591446,127.0228408488501
충청남도 태안군 태안읍 서해로 1952-16,R,1,,태안군보건의료원,041-671-5315,041-671-5319,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,36.75191402131483,126.32320735565844
경상남도 양산시 물금읍 금오로 20,A,1,,양산부산대학교병원,055-360-1000,055-360-1467,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,35.32781996751182,129.00588613550423
경상남도 양산시 서창로 59 (명동),A,1,,의료법인 보원의료재단 웅상중앙병원,1600-7582,055-912-0119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.40637528707345,129.16453865654472
"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",B,1,,본바른병원,055-785-3117,055-785-3117,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1230,0900,35.3269948206,129.0152648627
전라남도 광양시 공영로 71 (중동),A,1,전남 광양시 공영로 71 (중동),광양사랑병원,061-797-7000,061-797-7119,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,34.93614549410383,127.6969510970332
전라남도 광양시 진등길 93 (마동),B,1,마동 송보6차 아파트 부근 구 하동우리들병원,의료법인 현경의료재단 광양서울병원,061-798-9800,061-798-9819,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,1300,0900,1300,0900,34.957912006875524,127.69055714590516
부산광역시 해운대구 해운대로 875 (좌동),A,1,2호선 장산역 2번출구,인제대학교해운대백병원,051-797-0100,051-797-0119,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,,,,,35.17334313589264,129.182181239924
부산광역시 해운대구 해운대로 135 (재송동),B,1,버스정류장: 해운대경찰서 옆,효성시티병원,051-709-3115,051-709-3119,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,2400,0000,2400,0000,35.18541271514478,129.12145899191526
